회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,쭈피처,영업레버리지,재무레버리지,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
주식회사세일펫,86796,2022,-3.71,-3.85,-2.92,-12.52,43.56,10.26,370.01,180.6,75.79,-21.69,1.95,16.74,21.28,-15.79,-3.7,-15.66,-1.2,-1.21,-5.19,12.09,-0.1796644006691443,0.0,-0.05,5.95,-1.18,-6.61,-1.57,759.67,4.82,5.91,20.7,-75.65,20.41,0.0,7.87,6.33,0.28,0.24,0.23,0.28,1.43,18.0,0.3423587359095595,-5.595402576405002,0.331502653789263,6.428805633197162,-0.729636696117143,1,0,0,0,0.0
주식회사운영에이치브이티,85396,2019,-4.73,-5.31,-4.72,-11.89,20.76,12.49,10903.007599999995,6742.7822999999935,88.93,-40.73,6.53,10.67,0.4456,-170.32399999999998,-10.09,-24.3,-6.89,-6.91,-17.14,7.9,-1.7635945162608846,0.0,2.87,15.09,1.58,12.55,-1.73,473.36,4.05,5.64,10.19,-238.47,-16.14,0.0,29.04,6.5,0.55,0.42,0.4,0.45,3.98,11.0,0.1822990502701288,-0.0633104040624741,0.7054918302911755,0.6104912635435077,-0.4196791666666666,1,0,0,0,0.0
농업회사법인돈구라주식회사,89786,2022,-22.09,-23.81,-12.71,-9.32,59.12,26.29,135.49,135.07,53.37,-23.45,0.16,33.91,42.47,-17.14,-17.29,-5.85,-7.2,-7.69,-5.05,0.85,-0.2323299771727535,26.63109103688565,26.63,139.42,1.98,0.71,0.41,-287.65,-1.27,-3.84,-0.93,0.0,0.0,1.362993679354697,25.2,9.43,4.1,2.96,1.52,2.08,5.67,16.0,0.0360837619057376,0.2853647887892817,0.862780835094617,5.567735329282584,-0.8590473330292742,1,0,0,0,0.0
주식회사푸드엔,73658,2022,-3.67,-3.8,-2.61,-2.45,45.6,29.52,247.78,136.79,68.67,-21.4,13.75,17.94,28.75,-6.08,-2.45,-1.9,1.7,1.31,1.09,1.02,-0.6878875654772089,28.527211734134305,28.53,-47.48,88.0,32.62,86.28,15948.25,17.43,26.55,16.36,-11.62,32.84,1.0652175611887,85.94,5.1,1.9,1.29,1.2,1.69,4.09,16.0,0.1967506496641397,19.05955364433381,20.604253585081405,0.2085154176008751,-0.2020362767219761,1,0,0,0,0.0
금성통상(주),45290,2022,-2.89,-3.25,-1.82,-62.82,35.51,35.51,171.12,121.66,56.07,-28.94,3.95,15.94,36.88,-5.42,-2.11,-70.74,-0.21,-0.7,-24.08,48.05,-0.042574851979755,0.4007735620102255,0.4,1.84,0.13,-5.16,-0.31,451.71,1.57,1.93,54.22,-130.49,19.76,0.0290361555835033,1.19,0.18,0.04,0.03,0.03,0.03,0.18,31.0,1.0364802127792367,-3.3048274693173547,0.340340269012039,3.098311241945712,-0.5991201031895502,1,0,0,0,0.0
대웅건설(주),52939,2022,-25.71,-54.21,-7.11,-3.84,303.72,303.72,38.25,21.76,13.12,32.07,38.16,47.81,72.33,-5.83,-6.14,-2.34,-3.34,-4.0,-2.1,-0.1,-0.0938943197540563,5.392519391821155,5.39,1.88,8.83,10.14,169.52,843.17,4.53,44.37,2.44,-95.81,-77.63,1.8549893714879429,5.75,3.92,26.47,2.62,1.9,3.7,3.92,32.0,0.0613445086260065,-1.9185107222370887,0.8973398244043972,1.853413126823224,-1.1346378838032187,1,0,0,0,0.0
(주)휴비스,97640,2022,-7.66,-15.36,-4.75,-4.49,154.52,98.19,163.05,111.76,30.9,23.16,7.93,65.65,38.02,49.78,16.64,13.06,18.08,17.98,14.22,0.82,-0.1660158697697386,48.76988625192044,48.77,84.54,8.56,74.68,-0.5,6320.7,21.39,72.7,20.24,64.53,76.6,1.0569803567618616,3.57,2.86,3.58,1.27,1.26,3.2,2.09,15.0,0.1227434567815451,1.863013945354168,1.052245734354364,6.484061322902438,-1.0272988623527115,1,0,0,0,0.0
주식회사와이엔케이에셋,97920,2022,5.43,5.58,5.17,31.34,361.89,42.98,1994.91,178.14,92.59,22.27,5.01,30.77,4.77,102.14,4.13,20.12,6.9,6.66,34.25,8.87,0.8382002113056896,0.0,43.71,-28.17,158.89,426.37129999998695,138.32,2597.89,6.0,9.81,36.37,55.32,0.0,0.0,0.0,2.02,0.36,0.21,0.19,0.34,0.45,10.0,0.0301936239377173,1.088160699349756,1.3498345373087053,0.0026388385938938,-0.0039255174937337,1,0,0,0,0.0
한국솔가주식회사,81448,2022,-9.07,-50.63,-5.02,-4.24,222.55,91.28,124.3,98.87,9.92,54.02,1.56,98.09,44.58,9.84,4.68,3.7,8.17,8.01,6.42,-0.03,-0.2362251977008267,11.092723426355072,11.09,11.22,5.11,-17.86,-26.09,3101.27,16.53,9102.55,13.94,26.52,39.58,1.1854175451147486,2.79,2.43,554.9,1.27,1.25,63.73,1.27,17.0,0.273260126451248,5.257251000536514,1.3608496028686106,46.86228306980332,-2.0252316666666665,1,0,0,0,0.0
주식회사진푸드,100707,2022,17.05,38.43,15.46,8.48,22.99,18.67,975.92,925.31,40.24,-66.23,0.09,19.77,9.29,-42.92,-5.29,-2.78,-2.37,-2.39,-1.34,0.84,-0.9236321232289416,-4.628617628008376,-4.63,17.36,-8.84,7.7,-8.98,1481.2,11.95,15.55,6.55,-42.51,88.21,1.8239920160292424,13.19,12.29,2.17,1.9,1.78,2.17,9.96,10.0,0.0175915137922087,0.1421775166656776,0.4817255327968439,0.6494169205376373,-0.4232377579646683,1,0,0,0,0.0
주식회사와이즈피앤디,87144,2022,-45.77,-46.39,-30.6022,-436.4042,115.81,77.74,491.23,420.16,81.99,11.24,9.28,82.3,16.91,1.45,0.38,3.63,4.13,4.1,41.44,36.92,-0.0315134138272904,0.0,158.43209999999948,198.59,149.84,95.26,0.0,5133.56,3.1,19.37,46.58,7.8,94.65399999999984,0.0,10.72,0.19,0.78,0.11,0.1,0.54,0.12,8.0,0.1542603459244691,1.37220712920619,9.118195990602288,50.04566402941494,-0.8890830884929439,1,0,0,0,0.0
주식회사서울엔지니어링,38763,2022,-1.86,-2.86,-0.62,-0.66,185.58,69.73,49.66,49.66,21.61,28.4,12.49,61.58,66.82,12.42,9.0,8.39,12.43,12.29,11.85,0.29,-0.0129850387656289,24.60435986805253,24.6,40.99,5.04,12.06,3.94,16119.39,16.77,47.1,17.94,46.79,72.33,0.935064111761552,6.0,4.14,2.59,1.07,1.04,2.49,1.78,54.1099999999999,0.1162863242089575,1.981644133744576,1.1573675319913834,2.659313094613458,-0.7929841153837887,1,0,0,0,0.0
(주)삼현,17979,2022,7.77,18.33,1.99,2.94,140.52,78.28,34.55,32.57,10.88,9.81,13.03,34.02,74.32,-6.14,-5.3,-6.97,-4.26,-4.39,-6.56,0.22,-0.0859170776718972,-2.524861975216839,-2.52,-22.3,12.2,-4.09,15.83,342.47,0.7,1.65,1.04,-671.37,-165.03,0.6774668881655133,4.71,2.72,1.24,0.76,0.67,1.09,1.74,45.0,0.0686156614535336,-0.0452839266971948,0.9418964780116568,0.7432955381181257,-2.414072706774397,1,0,0,0,0.0
주식회사베스텍,95450,2022,0.89,1.29,0.67,0.2,165.24,113.16,306.99,93.57,52.26,15.0,0.49,37.99,24.57,3.62,0.86,0.23,3.25,3.24,0.89,0.56,-0.1916383130214042,23.4286280502254,23.43,95.68,0.66,8.66,-1.8,6214.78,37.34,65.52,11.29,2.05,32.12,3.3087617150394766,18.9,16.81,5.75,3.73,3.66,5.35,11.53,13.0,0.0940310369385871,11.59830884550356,3.827919076050335,1.3784405948677612,-0.5993413897280967,1,0,0,0,0.0
(주)나로이엔씨,98741,2022,-4.57,-4.64,-2.58,-390.07,48.36,48.36,130.36,15.16,55.71,-3.4,1.86,3.18,43.41,-5.81,-2.58,-273.2023,-0.6,-0.6,-91.56,115.54099999999887,-0.0664154421520747,-2.044378844868379,-2.04,-37.68,-0.17,-96.1276,-0.13,16.6,0.08,0.08,11.41,-1273.7187,-270.5,0.0066267283691744,10.3,0.16,0.02,0.02,0.01,0.02,0.16,14.0,1.9156426116838488,-1.0921291639770014,0.2330229881639728,4.447732159311969,-1.42698601038023,1,0,0,0,0.0
주식회사더웰,99198,2022,-0.68,-0.7,-0.59,-8.88,348.17,18.69,642.45,188.51,84.92,63.01,6.78,88.4,13.47,1.32,0.22,2.65,1.3,1.29,15.59,12.47,-2.299679669483003,65.61418945247136,65.61,84.62,-7.22,-93.63,-7.2,344.22,2.28,20.64,34.19,7.76,88.68,0.0665904182896621,0.0,1.87,0.58,0.08,0.08,0.55,0.1,10.0,0.2877872066099612,2.845756405845852,4.433566828606937,21.93954842044544,-0.9447240322580646,1,0,0,0,0.0
(주)클릭나라,94850,2022,12.35,17.76,5.64,2.11,123.7,67.03,84.04,67.73,31.76,8.72,25.25,45.53,54.34,10.01,7.19,2.13,7.99,7.44,2.79,0.04,-0.3446389305277683,-0.3016821731002454,-0.3,-22.13,30.2,-25.32,104.15,5061.5,16.86,57.64,6.32,33.62,51.96,2.667443357056426,20.53,8.7,7.92,3.38,2.66,5.54,5.13,21.0,0.0735997252934792,3.633640331567032,1.0466430539967897,0.2478008714208742,-0.2920121660903644,1,0,0,0,0.0
주식회사혜우,91465,2022,-4.53,-4.96,-2.99,-12.56,77.46,77.46,195.03,16.47,60.39,-1.26,28.83,4.32,33.89,0.91,0.44,1.29,4.21,4.2,12.92,9.49,-1.428637002214563,115.1721547708448,115.17,-74.2953,1457.118699999976,21.2,2281.445299999988,1942.84,3.66,4.1,15.35,8.39,81.63,0.2382886436994047,10.11,0.97,0.53,0.34,0.33,0.49,0.97,7.0,0.0646469295657234,1.5004421666778789,8.706994328922494,0.0815844767556607,-0.1112481326466798,1,0,0,0,0.0
주식회사태원프라콘,49055,2022,-4.12,-4.8,-3.52,-14.52,16.16,3.33,593.15,523.29,73.47,-63.29,0.71,12.2,14.43,-89.18,-22.79,-95.67,-19.51,-19.51,-89.01,6.51,-0.8962923460058726,-17.667672393312394,-17.67,-59.42,-3.93,-21.52,-3.99,-3478.85,-16.17,-19.85,-66.6,0.0,0.0,0.2427215048267889,9.59,7.33,0.27,0.24,0.22,0.27,1.15,22.0,0.1444974010101907,0.8376597231930658,0.9304307663614092,49.74231553086351,-1.029472858264609,1,0,0,0,0.0
주식회사동남엘리베이터,61496,2022,2.13,3.45,1.56,2.2,116.66,84.42,277.92,181.76,45.38,8.01,5.46,56.11,26.46,1.38,0.39,0.51,3.75,3.71,5.09,3.03,-0.0182228481171299,5.4171333920348745,5.42,7.62,2.73,-5.37,3.86,2561.12,8.77,23.12,12.34,4.15,48.6,0.7102515407146484,4.23,1.72,1.77,0.76,0.73,1.64,1.31,29.0,0.1513163383582631,3.9705001575381287,9.942867088131257,1.3217330268850775,-0.765047401413135,1,0,0,0,0.0
(주)더가든오브내추럴솔루션,73735,2022,3.59,4.07,2.06,6.91,102.07,55.42,135.2,74.23,50.7,0.65,17.7,32.21,42.52,2.14,1.45,3.06,2.51,2.05,6.27,1.74,-0.1325436385926689,20.510431320915703,20.51,-15.12,50.54,-20.46,39.13,6742.53,7.56,30.75,25.32,12.07,54.59,0.2984211747580246,5.25,1.39,0.76,0.47,0.33,0.53,0.85,13.0,0.2190973863812031,4.491700808939939,1.6254998491939172,0.1988248591701228,-0.1852695038394534,1,0,0,0,0.0
(주)에이치케이세미텍,72891,2022,3.66,6.18,2.42,0.85,143.51,103.42,195.17,194.98,39.14,28.74,17.4,94.79,33.88,2.98,1.29,0.34,4.37,3.36,0.91,-0.01,-0.021137435851428,84.58314639984545,84.58,90.46,18.18,-0.45,-3.66,3226.44,10.66,580.1,3.73,9.17,25.91,2.859018615333315,18.44,5.63,152.73,3.78,3.71,59.48,3.96,13.0,0.0498543144082887,6.495946980261508,2.046488050248899,0.0786270050223499,-0.0766389029535865,1,0,0,0,0.0
(주)펜탑,76709,2022,-4.05,-4.31,-2.94,-47.45,15.41,14.61,265.31,244.6,68.26,-56.64,0.12,10.32,27.37,-12.58,-3.8,-59.25,-1.1,-1.15,-18.19,41.36,-0.075719711271902,4.295468048109748,4.3,63.66,0.12,87.42,-0.07,227.68,0.67,0.76,10.8,-548.52,40.43,0.0620140007500181,2.89,0.8,0.07,0.06,0.06,0.07,0.75,9.0,0.1391830559757942,0.2350111337668636,0.30709102759766,3.582289474364096,-0.77782994360912,1,0,0,0,0.0
주식회사모토,76060,2017,1.49,1.77,1.33,1.17,72.69,42.67,800.68,411.49,74.84,-12.48,13.49,33.21,11.1,11.42,1.24,1.06,3.88,3.87,3.33,2.23,0.1589658726980065,4.884501799783803,4.88,25.03,-2.9,41.8,-2.72,2053.25,10.91,16.48,9.61,11.0,78.11,1.135612580686325,10.57,5.89,1.69,1.17,1.16,1.68,3.8,10.0,0.030463141491584,1.914149461416112,2.998177517383033,0.5654638769811617,-1.7750679012345678,1,0,0,0,0.0
선보하이텍(주),59624,2022,-7.99,-16.47,-1.64,-2.32,202.28,134.45,25.72,18.23,9.93,14.83,14.44,29.34,79.54,2.23,2.9,2.49,1.54,1.38,1.84,-0.21,-0.1247141159265441,12.898522717503038,12.9,-45.26,101.98,-21.12,1155.28,918.88,3.65,10.63,5.17,48.13,53.42,0.7058165793374164,6.4,2.07,3.49,1.16,0.75,1.34,1.7,18.0,0.066569799705223,4.613780376772806,0.6950101605947292,0.4157659649091783,-1.1285252,1,0,0,0,0.0
주)에스엠케이인터내셔날,44046,2022,15.93,21.61,5.77,6.63,158.48,136.81,56.84,54.62,26.71,20.36,48.43,55.19,63.76,1.04,0.9,0.76,2.2,1.94,2.12,1.03,-0.0022866487411307,10.934995143403146,10.93,3.97,20.91,15.95,47.12,2069.34,5.65,37.18,6.48,11.68,46.14,0.8705518928589424,7.33,1.79,4.23,1.18,0.92,2.13,1.61,28.0,0.1066943220340257,6.024191965623031,1.8124516907243515,0.6754305021116846,-0.8312384766971327,1,0,0,0,0.0
(주)케이앰이엔지,95943,2021,-17.83,0.0,-12.23,-2.0,138.8,138.8,218.08,218.08,0.0,26.6,138.66,95.16,31.44,136.54039999999995,24.55,6.06,15.36,15.3,3.78,-0.01,2.2222227781561106,-45.970785457399735,-48.144,-52.1,94.67,-35.46,94.67,769.88,69.83,1442.73,11.45,52.95,55.56,6.099804003551698,9.18,4.15,166.52,4.05,4.05,166.52,4.15,8.0,0.0722596661317347,2.9128175860508136,0.5970147500111618,54.53926491263306,-0.4510881391914497,1,0,0,0,0.0
선우실업(주),52967,2022,3.1,4.01,1.47,1.96,122.25,18.1,90.37,71.59,36.7,8.37,0.66,45.97,52.53,8.5,5.61,5.69,6.51,6.44,8.17,1.45,-0.0890116305210173,9.78967307871215,9.79,12.35,7.7,-12.01,13.75,19396.693099999982,30.69,97.87,40.79,13.95,33.36,0.7524308401250639,11.73,9.85,1.87,0.99,0.79,1.44,1.73,44.0,0.5578222064770267,7.824929471962463,1.0766056160521478,1.1136318768332565,-0.5778041014360765,1,0,0,0,0.0
(주)수성로지스틱스,97454,2022,7.98,13.18,5.38,1.22,172.96,172.96,207.03,80.4,40.82,19.11,20.29,45.29,32.57,12.84,4.86,0.89,7.93,6.98,1.4,0.1,-0.8646060976691596,29.662068820276904,29.66,-24.37,217.43,-18.87,246.62,1472.33,12.52,23.54,2.84,31.38,47.27,4.403806434934641,16.01,8.37,12.85,5.44,4.97,12.24,8.37,4.890000000000001,0.9859561194192517,67.96078541430629,1.238740357576573,0.0334254549139161,-0.0304711340206185,1,0,0,0,0.0
(주)한국비철,45539,2022,-1.01,-1.06,-0.58,-0.53,131.25,58.38,136.96,123.51,54.86,16.29,14.44,68.41,42.2,7.36,3.3,2.78,7.05,6.87,6.21,1.46,0.0330566929290636,2.1142129720695584,2.11,4.6,-2.89,18.23,-5.52,5016.6,9.45,41.19,8.63,32.23,74.63,1.0953261269778791,7.02,3.68,4.64,1.19,1.11,3.42,1.64,35.0,0.0578395653176576,1.931394498867544,1.9051060314660413,14.922416398911814,-2.0452986587325093,1,0,0,0,0.0
주식회사엔에스개발,43226,2022,-2.99,-3.41,-1.99,-25.6,2.5167,2.01,199.53,136.65,58.46,-44.7,0.61,1.0256,33.39,-13.97,-5.24,-64.39,-1.63,-1.63,-20.21,11.76,-0.9024799764817854,0.0,7.65,-22.48,8.04,69.25,8.04,367.37,2.13,2.15,27.41,-234.93,34.33,0.0,0.0,7.42,0.08,0.08,0.08,0.08,7.42,21.0,0.7831580769397205,-2.8743591541757865,0.3139139865179579,0.1184229258182876,-0.1053577907567062,1,0,0,0,0.0
주식회사길,63633,2022,-9.75,-11.89,-7.63,-13.15,206.6,45.1,358.5,215.54,64.15,50.11,0.19,97.12,21.81,1.46,0.33,0.54,1.23,1.23,2.04,1.74,-0.016740328045125,8.748819029481556,8.75,8.2,31.03,-3.59,293.14,3258.07,20.27,2259.45,34.96,1.56,30.11,0.5798161705194239,3.85,2.5,103.06,0.6,0.6,22.84,0.62,25.0,0.5287684331496862,26.98038388748017,2.966424795921559,48.04601026598227,-1.0553324924049958,1,0,0,0,0.0
주식회사무한컴퍼니,93364,2022,-2.01,-2.08,-1.04,-16.33,559.09,375.01,107.69,8.71,50.25,19.25,13.41,23.44,48.15,1.07,0.39,4.73,2.99,2.67,32.59,30.32,-0.0446365814824701,79.10800637986519,79.11,25.59,105.98,-33.71,106.09,899.97,3.8,4.98,59.44,7.97,74.19,0.0639404515592901,1.71,0.45,0.11,0.08,0.08,0.11,0.3,10.0,0.2838125405356853,1.8707369410734875,4.518108578229424,0.4087512090390841,-0.2850281532053058,1,0,0,0,0.0
(주)원드롭,93943,2022,31.21,33.44,12.26,78.94,238.11,224.62,64.68,53.43,36.66,44.81,21.59,77.25,60.72,-2.67,-1.86,-10.58,-4.14,-5.31,-30.98,-3.08,-0.4359319167033562,23.135548567724,23.14,32.89,-1.42,-69.11,-4.8,1464.5,4.27,22.58,27.51,-38.46,12.3,0.1552575161533428,88.86,0.24,0.73,0.18,0.17,0.68,0.23,7.0,0.7870358732726318,-1.5403482451906167,2.956648958581728,0.0791863677534279,-0.189848760668608,1,0,0,0,0.0
(주)현대드림모터스,87277,2022,1.11,1.15,0.84,11.59,3.0,1.7334,312.83,309.23,72.95,-72.66,0.28,2.25,24.22,2.05,0.5,4.43,-3.76,-3.76,-33.9,22.43,-0.0512265913218012,163.19206972988147,158.43209999999948,-51.47,272.42,-2.61,287.38,2020.76,4.71,4.87,64.81,6.83,60.86,0.0726129400706356,35.41,3.51,0.12,0.11,0.11,0.12,2.11,17.0,0.5999778069053237,-0.769799982782418,-6.550164519547153,0.0191031338228093,-0.0196493526801337,1,0,0,0,0.0
(주)임창정,101028,2022,30.96,36.19,21.21,219.96,63.0,63.0,217.33,191.68,58.59,-22.35,12.8,38.05,31.51,3.44,1.42,11.05,2.21,2.02,20.21,12.61,-0.600289740871087,7.688401323493532,7.69,10.07,6.28,-71.11,-1.79,977.19,7.27,19.1,75.42,14.65,54.16,0.0964052224362738,6.73,0.27,0.25,0.13,0.1,0.16,0.27,8.0,0.7978809942409597,4.947580244839358,1.58629378592672,0.0563076904041112,-0.0667965682497046,1,0,0,0,0.0
(유)기흥모터스,94470,2022,2.22,4.98,1.51,1.29,120.05,62.73,213.99,162.42,30.43,10.37,14.2,62.1,31.85,11.82,4.49,3.04,4.47,3.57,2.46,0.22,-0.1351493269913981,61.83912672280096,61.84,81.57,37.38,12.56,63.46,19380.17,22.58,89.51,19.28,15.75,37.36,1.1711202899998283,20.03,4.28,5.72,1.48,1.45,3.58,2.43,25.0,0.2183533542560755,9.86669217090045,0.6374615525656001,0.2506440130237315,-0.2165462661813592,1,0,0,0,0.0
주식회사우들,82650,2022,-6.31,-7.13,-4.29,-3.71,89.53,53.09,212.43,166.43,60.12,-5.58,1.97,47.69,32.01,4.0,1.5,1.09,2.33,2.33,1.9,1.34,0.0367123154844361,0.0,12.41,27.69,1.36,16.2,1.72,1183.93,7.01,30.59,6.07,17.91,50.03,0.0,4.58,4.39,5.08,1.38,1.22,2.22,2.72,21.0,0.0665376692482549,4.498189411289236,2.535697205711553,2.492165400065621,-0.606579066645371,1,0,0,0,0.0
부국정공주식회사,66704,2022,-1.67,-1.96,-1.02,-1.51,70.23,28.3,156.94,88.01,52.11,-10.2,4.19,24.06,38.92,0.84,0.35,0.48,1.46,1.43,2.02,1.48,-0.13661841129217,9.759108382633787,9.76,28.65,4.88,-1.99,6.08,1755.94,8.7,12.13,12.84,3.72,72.99,0.6775176534371046,21.67,7.75,0.97,0.72,0.71,0.91,3.17,23.0,0.0680789485208905,4.364594549672272,4.235792889174587,0.3239184615931779,-0.3088669565217391,1,0,0,0,0.0
(주)유니드트레이딩,71089,2016,70.31,231.02,19.59,8.51,379.65,339.25,38.62,33.85,8.48,68.3,10.99,92.72,72.14,-58.36,-43.0384,-25.84,7.47,4.56,3.05,-1.75,-0.6699538344509598,-45.970785457399735,-48.144,-43.1,-55.1029,-20.42,-33.23,-1248.97,-19.25,-737.4,-8.37,0.0,0.0,2.300994000170816,15.1,2.2,70.56,1.68,1.5,8.88,1.8,20.0,0.5770854713218151,19.92598582295837,-0.124760917080547,0.0336313546810706,-0.1418885714285714,1,0,0,0,0.0
한국콘베어공업주식회사,27381,2022,-3.68,-4.99,-1.36,-2.71,82.95,61.0,58.58,55.72,27.23,-5.99,2.14,29.15,63.06,2.27,1.35,1.95,1.86,1.82,2.81,1.8,-0.0274847537810916,83.39044706036414,83.39,2.45,171.69,-3.25,281.41,5193.6,8.83,14.51,17.63,11.04,32.01,0.5007155141534193,2.5,2.34,1.3,0.69,0.65,1.03,1.74,54.0,0.1691765849702613,7.020780692818656,1.3663196164285856,0.0624186367770229,-0.0688135710337203,1,0,0,0,0.0
주식회사심우식품,96249,2022,-15.74,-18.21,-12.96,-8.26,73.62,18.01,465.01,435.96,71.14,-20.35,0.79,56.8,17.7,-47.14,-8.35,-5.35,-6.2,-6.33,-4.06,2.31,-0.7106447377926575,0.0,-1.13,-14.37,24.09,-28.94,21.96,-249.85,-2.02,-4.87,-1.29,0.0,0.0,0.0,12.19,9.63,4.17,1.56,1.56,4.02,2.55,26.0,0.0545203361836973,-0.3444515479243885,0.7576512739389129,12.048921192406414,-0.8171530211082022,1,0,0,0,0.0
(주)바이크코리아,89993,2022,-3.45,-4.13,-2.78,-4.16,105.41,11.39,417.15,168.83,67.32,1.77,0.26,34.41,19.34,9.83,2.33,2.71,6.56,6.56,7.65,3.92,0.0417843261986769,79.06878140567912,79.07,40.42,109.29,28.76,114.94,4653.31,12.47,19.59,18.65,14.55,51.02,0.6684509679233531,30.94,10.07,1.43,0.86,0.86,1.38,2.27,21.0,0.18415128414413,3.4081751275447365,2.476687085506,0.1706382335462602,-0.1711098113813108,1,0,0,0,0.0
산전정밀(주),94747,2022,5.75,15.58,3.45,1.16,116.51,55.54,149.99,140.84,22.15,9.3,6.23,65.64,40.0,16.1,6.26,2.01,5.86,5.83,1.94,0.19,-0.0168119675716726,2.934962169385451,2.93,0.91,7.04,10.08,4.45,2171.1,15.74,56.96,5.3,37.88,69.31,2.9674550367689907,10.42,8.35,10.31,3.12,3.01,8.93,4.54,25.0,0.041025439747394,3.116786490658769,0.9157100192945044,0.5596140363020187,-1.119031569342598,1,0,0,0,0.0
제이케이머티리얼즈(주),64526,2022,0.36,0.42,0.2,0.25,47.96,27.88,129.96,127.17,48.57,-28.78,0.38,26.52,43.49,-5.06,-3.05,-2.7,-2.33,-2.38,-2.66,1.37,-0.0749984985571161,20.077021024952707,20.08,-9.34,36.0,4.66,29.43,7169.1,5.51,9.36,6.73,-40.18,63.06,0.8196043213788321,5.4,4.25,1.53,1.13,0.89,1.29,2.94,12.0,0.0932220447116445,-2.507615320894305,0.9798931964461556,0.0257676433878696,-0.0316630763373272,1,0,0,0,0.0
(주)엑시아머티리얼스,21448,2019,15.83,18.18,15.65,48.54,19.56,8.59,8558.94,6736.08,86.1,-62.58,4.97,15.22,1.15,-170.32399999999998,-17.11,-55.68,-10.37,-10.41,-33.91,13.59,-0.1555366373759872,-9.13532984566271,-9.14,-52.2,8.39,-56.79,-12.72,74.81,0.78,3.7,2.42,-1273.7187,-550.9209,0.322435724888349,8.58,3.18,1.43,0.31,0.31,0.4,1.37,24.0,0.5845655290951298,-0.7236744850107342,0.6090586493348676,0.3944871304320167,-0.3319925267551142,1,0,0,0,0.0
엑스퍼트,86111,2022,-7.51,-8.73,-5.46,-3.92,90.53,90.53,265.45,261.83,62.52,-6.79,4.23,64.86,27.36,5.19,1.61,0.99,3.34,2.34,1.46,0.58,0.0352592951301806,35.738280148964805,35.74,35.88,35.48,29.69,46.24,12196.58,94.95539999999828,381.62,91.23,1.09,6.2,1.3908703918862908,5.88,2.47,4.97,1.62,1.6,4.55,2.47,33.0,0.9854177757070288,67.96078541430629,1.4661833387231418,4.047010542288531,-0.7064465698591417,1,0,0,0,0.0
주식회사제이슨그룹,86744,2022,-25.16,-38.44,-15.97,-33.6,137.31,137.31,173.71,148.22,41.55,20.21,94.88,74.36,36.54,-45.73,-24.64,-45.88,-18.17,-18.97,-42.66,1.16,-0.208074518331259,-12.083291906939747,-12.08,-18.04,11.41,-18.48,-22.85,-3865.6948,-7.41,-718.47,-15.59,0.0,0.0,0.4752522992394892,22.51,0.58,40.15,0.54,0.44,1.95,0.58,20.0,1.4266405120455103,-2.343893680432599,0.93331774273672,1.9478867173107408,-2.827153882617841,1,0,0,0,0.0
테크빌교육(주),92873,2022,-12.83,-15.62,-9.38,-4.6,65.26,30.06,272.01,165.18,60.04,-15.43,0.1,28.98,26.88,4.01,1.11,0.52,3.72,3.57,1.73,1.23,0.0085227720869984,2.466831711507336,2.47,-36.67,37.0,-9.48,-27.58,3905.86,42.12,6156.35,20.66,2.51,42.85,2.039095783748059,13.45,8.95,250.33,2.14,2.06,3.32,5.46,23.0,0.2723092571623091,16.729118294024197,3.337990393538584,0.095434937837255,-0.0903851472056046,1,0,0,0,0.0
주식회사선일,99050,2022,5.39,6.74,4.31,3.41,30.77,24.55,401.76,356.89,63.97,-49.24,9.85,21.89,19.93,10.52,2.26,1.58,3.63,3.6,2.89,1.25,-0.004093170832329,-2.9621833892480747,-2.96,-18.62,2.57,2.53,3.74,3177.0,21.05,34.25,16.65,9.46,32.66,1.2641793300873678,9.08,6.33,2.09,1.43,1.25,1.64,5.18,14.0,0.2255021776925402,8.794193424480818,1.7769957661906983,2.099474524947964,-0.5446730232558139,1,0,0,0,0.0
주식회사이노그리드,56995,2022,-2.34,-7.92,-2.31,-2.41,100.49,100.49,9012.05,6297.81,29.22,0.34,51.86,69.46,1.1,-170.32399999999998,-36.55,-33.06,-33.2941,-33.323,-32.87,1.89,-2.959626589778916,0.0,31.61,41.18,14.04,-12.6,14.18,-559.11,-3.79,-16.38,-3.95,0.0,0.0,0.0,3.79,1.62,4.42,1.11,1.09,3.35,1.62,18.0,0.4673286571530357,-0.4217877947790444,1.0398522081141557,1.8262403703441936,-0.2225135500071474,1,0,0,0,0.0
