,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
0,주식회사형지에스콰이아,10032,2014,1.0,3794978.0,
1,글로웨이(주),10037,2014,1.0,-22012059.0,-2.72
2,청화산업(주),10042,2015,1.0,1834480.0,0.79
3,홍원제지(주),10062,2014,1.0,-52731.0,-2.1
4,주식회사전주원파워,10128,2016,1.0,29883307.0,-0.2
5,주식회사리오인더스트리,10145,2018,1.0,-829687.0,2.15
6,(주)광일,10179,2022,1.0,-2563835.0,6.38
7,국민일보(주),10185,2018,1.0,-1223451.0,999999999.0
8,주식회사국제종합토건,10187,2014,1.0,366394.0,-0.27
9,(주)남선기공,10199,2018,1.0,-3593360.0,-34.34
10,(주)대동주택,10211,2014,1.0,-855763.0,-0.04
11,(주)대신EDI,10225,2020,1.0,-140222.0,-18.19
12,디와이홀딩스(주),10231,2014,1.0,-1827600.0,0.43
13,동남산업주식회사,10240,2014,1.0,-4247297.0,-2.39
14,(주)디에스아이씨,10253,2014,1.0,-5797767.0,5.68
15,주식회사인희,10257,2016,1.0,-545062.0,0.15
16,동광기연주식회사,10258,2015,1.0,-6844022.0,-112.92
17,(주)동양잉크,10259,2019,1.0,1747654.0,-3.61
18,우양산업개발주식회사,10263,2015,1.0,1244357.0,-22.18
19,(주)부라다,10293,2017,1.0,12459386.0,-32.28
20,부원공업(주),10300,2014,1.0,-596343.0,11.16
21,삼능건설주식회사,10306,2014,1.0,690544.0,-0.39
22,(주)세중아이앤디,10336,2014,1.0,2112624.0,-4.33
23,(주)세모,10343,2014,1.0,1569509.0,-0.84
24,주식회사승전상사,10353,2020,1.0,5518979.0,-9.98
25,신원금속주식회사,10359,2022,1.0,-4867460.0,-7.04
26,신한모방(주),10362,2014,1.0,108274.0,0.34
27,영화기업(주),10384,2016,1.0,796843.0,-0.02
28,월드건설주식회사,10403,2016,1.0,-110271.0,999999999.0
29,제일흥업주식회사,10428,2014,1.0,-1530832.0,-3.26
30,중앙상선주식회사,10434,2014,1.0,4825636.0,-24.39
31,아비코테크(주),10442,2014,1.0,2552154.0,-1.04
32,(주)삼화고속,10451,2022,1.0,-1270086.0,-4.04
33,(주)어나더필,10467,2016,1.0,-619102.0,-5.89
34,(주)바이오빌,10475,2022,1.0,-4079785.0,-44.68
35,주식회사하원제약,10476,2016,1.0,2253042.0,5.81
36,주식회사세아에프에스,10484,2021,1.0,-16260545.0,-254.41
37,한국트랜스주식회사,10499,2021,1.0,-990150.0,4.19
38,(주)협화,10502,2014,1.0,-1769522.0,0.18
39,현대모직주식회사,10520,2014,1.0,-2394722.0,-7.98
40,(주)호텔캐피탈,10529,2021,1.0,-38873997.0,-0.96
41,효정건설주식회사,10533,2014,1.0,1590290.0,-6.88
42,디에스디엘주식회사,10555,2014,1.0,2666105.0,0.62
43,(주)삼신,10559,2018,1.0,-327716.0,-687.17
44,(주)일성하이스코,10561,2014,1.0,7731375.0,-2.3
45,(주)지오닉스,10586,2021,1.0,-1937577.0,-0.2
46,주식회사위스코,10615,2018,1.0,-3710090.0,0.58
47,비아이피(주)[구.부일산업(주)],10627,2022,1.0,-2231936.0,-1.33
48,우림건설(주),10634,2014,1.0,3351789.0,-0.62
49,키스트론(주),10641,2014,1.0,2125346.0,-0.61
50,홍인화학주식회사,10667,2014,1.0,-290087.0,-2.6
51,주식회사광주방송,10717,2019,1.0,-8026371.0,31.03
52,세원건설주식회사,10724,2014,1.0,-3487904.0,7.54
53,주식회사무영종합건축사사무소,10740,2014,1.0,-470153.0,-24.66
54,주식회사로얄비엔비,10755,2016,1.0,2064921.0,-17.24
55,명신섬유공업(주),10759,2016,1.0,-540000.0,0.38
56,주식회사제주국제컨벤션센터,10777,2014,1.0,816839.0,-12.08
57,(주)비에스이,10782,2014,1.0,-6150557.0,-3.69
58,(주)다성,10785,2020,1.0,3494122.0,0.65
59,부라운피혁(주),10794,2018,1.0,-1035365.0,-5.97
60,진광이앤씨(주),10801,2014,1.0,-817360.0,-2.37
61,부광산업주식회사,10802,2017,1.0,543521.0,-16.0
62,주식회사대경바스컴,10822,2017,1.0,36071.0,-1.39
63,(주)우리교육,10846,2014,1.0,27262.0,-2.73
64,주식회사태화정공,10854,2020,1.0,958463.0,0.22
65,삼우산기주식회사,10855,2021,1.0,-395105.0,1.01
66,신한중공업주식회사,10859,2015,1.0,-32315468.0,-5.27
67,화이버텍(주),10871,2014,1.0,-451937.0,-1.25
68,한국머스크(주),10880,2020,1.0,-11459633.0,51.39
69,주식회사한라산,10891,2020,1.0,3171308.0,0.09
70,정도건설주식회사,10892,2014,1.0,-730105.0,-3.27
71,주식회사성호철관,10941,2018,1.0,-1344054.0,0.0
72,주식회사후이즈글로벌네트워크,11076,2019,1.0,1627240.0,0.74
73,(주)넷피아,11098,2016,1.0,90601.0,0.02
74,주식회사파이널데이터,11104,2017,1.0,-590332.0,0.0
75,(주)지란지교소프트,11107,2016,1.0,-8173420.0,-8.56
76,(주)마이크로사이언스테크,11128,2014,1.0,-384661.0,-35.64
77,(주)휴스토리,11138,2020,1.0,-3520997.0,-31.77
78,주식회사포앤티,11225,2020,1.0,-3117721.0,-132.71
79,주식회사이매진,11244,2014,1.0,7955.0,-44.27
80,(주)자스텍,11258,2015,1.0,-1440616.0,-12.63
81,(주)패션플러스,11328,2014,1.0,-2084576.0,-23.09
82,안국바이오진단(주),11335,2016,1.0,-809621.0,-2.42
83,서림비앤에스(주),11337,2014,1.0,123216.0,-3.01
84,성진씨앤티(주),11373,2014,1.0,-488214.0,-10.02
85,영진하이테크주식회사,11395,2017,1.0,-983483.0,-23.76
86,(주)코리아2000,11397,2014,1.0,-1054634.0,0.24
87,(주)매지링크,11419,2014,1.0,-370808.0,0.0
88,(주)글라소울,11431,2014,1.0,3271873.0,0.17
89,주식회사유니텍,11447,2016,1.0,-863186.0,0.11
90,한림오스람임플란트(주),11543,2016,1.0,-1598186.0,-11.31
91,주식회사제일테크,11635,2022,1.0,-468949.0,-24.69
92,주식회사애니셀,11698,2018,1.0,-103454.0,-1.59
93,주식회사비전홀딩스코퍼레이션,11746,2019,1.0,-4883573.0,0.98
94,아이에스테크놀로지(주),11770,2015,1.0,1534932.0,-0.68
95,(주)마프로,11821,2014,1.0,-200365.0,0.11
96,(주)마프로,11821,2014,1.0,,0.11
97,(주)제이테크놀러지,11851,2014,1.0,409460.0,0.54
98,유한회사코캄,11858,2018,1.0,-490548.0,-15.28
99,(주)포스텍,11870,2015,1.0,5394042.0,0.77
100,주식회사부산극장,11885,2016,1.0,1175876.0,0.01
101,(주)제이앤컴퍼니,11903,2016,1.0,-1893314.0,-2.62
102,(주)고산,11910,2017,1.0,-859534.0,-1.13
103,(주)고산,11910,2017,1.0,,-1.13
104,(주)엠지엘,11913,2021,1.0,5073925.0,-15.3
105,창림모아츠(주),11997,2020,1.0,-1183839.0,-6.35
106,(주)이지시스템,12043,2015,1.0,853105.0,0.79
107,아주엠씨엠(주),12046,2022,1.0,-5065180.0,-14.6
108,월드파워텍(주),12093,2014,1.0,-2470860.0,-0.37
109,(주)써키트플렉스,12175,2016,1.0,-100812.0,3.93
110,(주)새롬정보시스템,12266,2019,1.0,-153878.0,-3.91
111,(주)올메디쿠스,12386,2021,1.0,-453597.0,-146.36
112,갤럭시게이트주식회사,12429,2014,1.0,-478203.0,-3.17
113,(주)네트워크케이블,12550,2022,1.0,-1868509.0,-3.62
114,(주)프리젠,12603,2019,1.0,-112879.0,-33.36
115,(주)코우,12617,2021,1.0,-3110657.0,-5.21
116,(주)네오슈테른테크놀로지,12629,2014,1.0,-1181240.0,-10.58
117,(주)휘라포토닉스,12641,2017,1.0,-463541.0,3.05
118,(주)동일씨앤이,12647,2014,1.0,-3106565.0,-122.18
119,(주)에프알제이,12665,2016,1.0,-231370.0,-10.79
120,(주)아세아이엔티,12670,2017,1.0,-1259425.0,1.95
121,주식회사에스카테크,12730,2014,1.0,746642.0,0.85
122,호남식품주식회사,12794,2018,1.0,-1275559.0,-8.79
123,가산토건주식회사,12819,2019,1.0,-5487324.0,15.29
124,(주)가야미디어,12820,2018,1.0,-1044057.0,-10.61
125,강동수산주식회사,12838,2019,1.0,-802154.0,-1.04
126,강원고속주식회사,12851,2022,1.0,1663915.0,-1.72
127,강원여객자동차주식회사,12856,2014,1.0,2641785.0,-0.39
128,(주)건우정공,12888,2014,1.0,-1109400.0,-2.31
129,(주)벽산엔터프라이즈,12891,2022,1.0,-896916.0,-44.63
130,건화공업(주),12894,2014,1.0,981943.0,0.27
131,주식회사알멕,12903,2019,1.0,-799348.0,0.19
132,주식회사경남무역,12905,2020,1.0,-865678.0,-0.86
133,(주)경동,12913,2015,1.0,-7190188.0,6.17
134,경동시장주식회사,12915,2017,1.0,3668851.0,0.62
135,경동흥업주식회사,12919,2018,1.0,276876.0,-0.56
136,(주)케이비앤텍스,12928,2018,1.0,-210814.0,1.09
137,경산개발주식회사,12932,2014,1.0,3418262.0,0.59
138,경산제지(주),12933,2015,1.0,-3753764.0,-4.89
139,경양석유주식회사,12940,2014,1.0,-826227.0,-0.72
140,경오건설주식회사,12941,2016,1.0,-232657.0,0.0
141,경원여객자동차(주),12950,2022,1.0,2123595.0,-473.83
142,주식회사티티경인,12956,2018,1.0,149123.0,999999999.0
143,경인실업주식회사,12957,2014,1.0,-9770688.0,-7.06
144,주식회사의왕아이시디,12958,2019,1.0,641842.0,-1.64
145,(주)경인일보,12960,2017,1.0,-1904540.0,-3.08
146,경인포장주식회사,12964,2014,1.0,3896790.0,-9.35
147,경일석유주식회사,12970,2014,1.0,1099041.0,0.04
148,케이씨더블류(주),12980,2018,1.0,152908.0,-0.12
149,고려냉장주식회사,12999,2019,1.0,1480455.0,-2.03
150,고려농상(주),13000,2018,1.0,-146446.0,9860.71
151,고려애자공업(주),13014,2014,1.0,54668.0,-17.13
152,고려여객자동차주식회사,13015,2014,1.0,1861326.0,-7.03
153,고원기술(주),13030,2015,1.0,-423406.0,0.0
154,에이에프씨주식회사,13036,2014,1.0,-2342600.0,-3.41
155,광남개발주식회사,13051,2017,1.0,-356700.0,-450.94
156,(주)광산,13068,2014,1.0,960106.0,0.97
157,광주관광개발주식회사,13091,2014,1.0,1772521.0,0.77
158,광주문화방송주식회사,13093,2020,1.0,-3295689.0,0.0
159,에이제이아이씨티주식회사,13172,2019,1.0,2555249.0,0.91
160,극동수산(주),13181,2014,1.0,-625787.0,-5.01
161,(주)근화씨엔씨,13189,2014,1.0,814471.0,0.22
162,(주)글로벌아이엔씨,13193,2016,1.0,-82080.0,-2.61
163,금강기업(주),13197,2021,1.0,1674277.0,-624.27
164,금강기업(주),13197,2021,1.0,,-624.27
165,(주)금강B&F,13200,2014,1.0,312281.0,-0.87
166,금성수산(주),13223,2017,1.0,-3673388.0,-236.44
167,금성제어기주식회사,13225,2021,1.0,-3118674.0,-25.09
168,금아산업주식회사,13228,2020,1.0,-8886268.0,-40.31
169,(주)금자탑,13237,2019,1.0,79584.0,0.05
170,금한냉동주식회사,13244,2022,1.0,-128955.0,-3.69
171,기흥관광개발,13288,2014,1.0,-1210208.0,0.5
172,(주)기흥기계,13289,2019,1.0,-2179022.0,-10.31
173,김포교통주식회사,13297,2014,1.0,1320453.0,0.95
174,주식회사나눅스,13305,2014,1.0,-1188263.0,-9.91
175,나진산업주식회사,13322,2014,1.0,-1724885.0,-3.0
176,남광석유판매(주),13337,2014,1.0,1308081.0,-0.52
177,남광주관광주식회사,13339,2014,1.0,58463.0,-14.77
178,한국코스틱주식회사,13344,2021,1.0,-581819.0,-39.24
179,남선산업주식회사,13348,2017,1.0,3684965.0,-0.6
180,남성기계산업주식회사,13352,2018,1.0,-1585620.0,0.02
181,(주)아이에스테크,13353,2018,1.0,15482101.0,-760.72
182,남양주택산업주식회사,13370,2014,1.0,-177788.0,-0.54
183,남양진흥기업주식회사,13371,2014,1.0,-1106253.0,-27.77
184,남영산업주식회사,13374,2014,1.0,-1774641.0,0.1
185,(주)남영전구,13377,2014,1.0,-1486571.0,-2.74
186,(주)남우,13379,2014,1.0,-1685135.0,-39.5
187,남유산업주식회사,13383,2017,1.0,-561087.0,0.0
188,남진건설주식회사,13387,2015,1.0,2658355.0,-3.75
189,남척석유(주),13389,2019,1.0,1589316.0,-8.6
190,(주)남청,13390,2014,1.0,-8880365.0,-0.46
191,남해종합건설주식회사,13394,2020,1.0,-7659893.0,6.11
192,남흥건설주식회사,13401,2019,1.0,-4846268.0,3.87
193,(주)셀랩,13411,2018,1.0,-458974.0,
194,주식회사넥서스,13422,2014,1.0,-11315645.0,-1820.87
195,(주)하나앤컴파니,13446,2014,1.0,84305.0,-9.39
196,농업회사법인(주)삼화육종,13455,2014,1.0,309151.0,0.5
197,뉴경기관광주식회사,13465,2014,1.0,-1282740.0,0.65
198,(주)다다,13486,2014,1.0,4004857.0,-1482.76
199,주식회사다다씨앤씨,13487,2014,1.0,-5048186.0,1.36
200,케이.엠.에프주식회사,13492,2014,1.0,706341.0,-1.31
201,(주)다원종합개발,13496,2014,1.0,-719124.0,-0.31
202,다이나캐스트코리아(주),13498,2021,1.0,540964.0,-2.08
203,다이노나(주),13500,2014,1.0,-1538921.0,-2.17
204,(주)그레이프커뮤니케이션즈,13502,2016,1.0,-1535892.0,3.08
205,(주)대경종합건설,13525,2014,1.0,7370904.0,0.27
206,(주)바이오액츠,13538,2016,1.0,-1010135.0,-5.59
207,더케이호텔앤리조트,13539,2021,1.0,-6163349.0,-24.91
208,디에스라이프주식회사,13547,2019,1.0,248175.0,-288.27
209,송마디엠씨주식회사,13549,2015,1.0,1065279.0,-5.2
210,대군토건주식회사,13552,2014,1.0,236408.0,0.29
211,대륭기업주식회사,13594,2019,1.0,-265571.0,-3.75
212,주식회사대륭전선,13595,2018,1.0,-452276.0,1.59
213,대림종합건설(주),13606,2014,1.0,-1181572.0,3.32
214,유한회사아이티더블유오토모티브코리아,13610,2021,1.0,,-237.12
215,유한회사아이티더블유오토모티브코리아,13610,2021,1.0,-468553.0,-237.12
216,대명공업(주),13614,2019,1.0,-713783.0,-5.59
217,대보실업(주),13626,2014,1.0,-2290834.0,-3.11
218,대선제분(주),13638,2014,1.0,11581663.0,0.64
219,(주)대성팜,13641,2017,1.0,-1481834.0,2.09
220,대성건설주식회사,13642,2017,1.0,-22005910.0,0.17
221,대성계전주식회사,13643,2014,1.0,731267.0,0.35
222,동화산업주식회사,13647,2014,1.0,7186645.0,-27.78
223,대성기업주식회사,13649,2016,1.0,460812.0,0.89
224,대신시스템,13669,2022,1.0,-633576.0,-66.45
225,대신염직공업주식회사,13670,2016,1.0,3155975.0,-6.58
226,대아레저산업(주),13681,2014,1.0,8499015.0,3.42
227,대양상선(주),13693,2014,1.0,-1834612.0,-3.81
228,(주)대양에프엠에스,13695,2016,1.0,201085.0,0.03
229,블루닉스(주),13711,2017,1.0,-400195.0,2.85
230,미건도시개발주식회사,13712,2016,1.0,-380623.0,0.26
231,넥상스대영,13716,2020,1.0,174666.0,-429.33
232,대영주택건설주식회사,13718,2014,1.0,-239222.0,-2.74
233,대왕철강(주),13726,2016,1.0,-552921.0,-1.34
234,주식회사대용,13727,2020,1.0,-29516.0,-15.99
235,새한에프앤비(주),13761,2014,1.0,-888988.0,0.0
236,(주)대원홀딩스,13762,2014,1.0,-1205539.0,-3842.25
237,주식회사다솔,13768,2014,1.0,-562366.0,-5.0
238,대은전자주식회사,13769,2017,1.0,148886.0,0.22
239,(주)크레아아이엔,13771,2015,1.0,-10054418.0,-13.14
240,대인훼리(주),13774,2017,1.0,-116232.0,0.0
241,(주)대일씨앤아이,13784,2014,1.0,-520249.0,0.0
242,대전문화방송주식회사,13788,2020,1.0,-2616899.0,0.0
243,(주)대주,13793,2020,1.0,1414507.0,0.04
244,대주기업주식회사,13795,2015,1.0,1193971.0,-71.74
245,대준산업(주),13800,2014,1.0,729540.0,-3.74
246,대진여객주식회사,13810,2021,1.0,1466312.0,-3.47
247,대진종합건설주식회사,13811,2015,1.0,-333486.0,-102.81
248,대진침대주식회사,13813,2014,1.0,258521.0,
249,대창HRSG주식회사,13826,2018,1.0,2736663.0,-15.76
250,(주)대천나염,13827,2019,1.0,1281253.0,-198.78
251,티에프오인더스트리주식회사,13828,2014,1.0,-20632.0,-0.14
252,대한산업주식회사,13851,2020,1.0,-219104.0,0.98
253,대한산업주식회사,13851,2020,1.0,,0.98
254,대한주물공업주식회사,13871,2017,1.0,-232847.0,-3.01
255,대한출판(주),13874,2014,1.0,-61259.0,-0.19
256,주식회사대한특수강,13884,2016,1.0,-5816206.0,-0.17
257,대한특수금속(주),13885,2014,1.0,1194805.0,-0.5
258,대해수산주식회사,13887,2015,1.0,-2298334.0,-9.63
259,(주)더프리마,13891,2015,1.0,588606.0,0.29
260,대홍전기(주),13902,2015,1.0,-1012604.0,0.9
261,(주)대화연료펌프,13909,2018,1.0,0.0,-0.98
262,주식회사대화제지,13911,2015,1.0,-3352202.0,-5.27
263,주식회사디에이치에이치아이,13916,2021,1.0,-12890592.0,11.04
264,대흥기업(주),13917,2016,1.0,-1808965.0,-11.93
265,(주)대흥산업,13918,2020,1.0,1047309.0,0.25
266,대흥실리콘주식회사,13920,2019,1.0,-166063.0,0.0
267,주식회사호텔덕구온천,13925,2017,1.0,-304423.0,-4.11
268,덕은인터라인정유(주),13939,2015,1.0,-158101.0,-1.33
269,진해물산주식회사,13942,2014,1.0,-557328.0,1.03
270,덕흥제선주식회사,13946,2014,1.0,-1228168.0,-3.01
271,가나안상사주식회사,13970,2021,1.0,-1566338.0,-3.95
272,도진물산(주),13983,2014,1.0,-15225.0,-745.32
273,동화이에스주식회사,13984,2018,1.0,-2512852.0,7.13
274,주식회사동광인터내셔날,13994,2020,1.0,16907950.0,-5.83
275,성운개발(주),13996,2014,1.0,-4499606.0,-1.12
276,동광정밀(주),13998,2020,1.0,2414573.0,-1.07
277,동국물산(주),14003,2017,1.0,-127910.0,0.56
278,동국물산(주),14003,2017,1.0,,0.56
279,(주)북플러스,14009,2019,1.0,-432761.0,-19.75
280,주식회사동남,14019,2014,1.0,223599.0,0.51
281,동남석유공업주식회사,14021,2014,1.0,3162312.0,0.97
282,참손푸드주식회사,14027,2015,1.0,1568328.0,-2.63
283,동남주택산업주식회사,14035,2014,1.0,-1601989.0,-1107.84
284,(주)디에이치에스앤이,14038,2020,1.0,707617.0,0.08
285,(주)동도전자,14041,2018,1.0,-2192501.0,-31.81
286,주식회사동림,14045,2020,1.0,-156170.0,-1.25
287,주식회사이동수에프엔지,14048,2018,1.0,-18287313.0,-32.32
288,주식회사디엠씨,14054,2014,1.0,-1016038.0,0.85
289,동미전기공업주식회사,14057,2014,1.0,-2510896.0,-7.41
290,(주)동방플랜텍,14061,2019,1.0,-1457899.0,3.01
291,주식회사팩슨,14066,2021,1.0,768566.0,0.46
292,동방콘크리트공업주식회사,14070,2020,1.0,322120.0,0.49
293,동보체인공업주식회사,14074,2022,1.0,2213764.0,0.7
294,(주)디에스종합건설,14076,2014,1.0,-32078823.0,4.96
295,동삼건영주식회사,14083,2014,1.0,-1281777.0,-31.78
296,제이레저주식회사,14087,2014,1.0,-1360059.0,-3.9
297,동성산업(주),14110,2019,1.0,-226564.0,1.69
298,주식회사동성씨-테크,14120,2014,1.0,-388129.0,-0.32
299,(주)동숭아트센터,14121,2014,1.0,-871245.0,
300,동신산업(주),14128,2021,1.0,2208757.0,-0.74
301,동신운수(주),14130,2022,1.0,2829237.0,-0.61
302,(주)동신유압,14132,2016,1.0,-1929788.0,-6.77
303,동아강업주식회사,14139,2020,1.0,8649333.0,0.36
304,동아서적주식회사,14147,2015,1.0,-119823.0,-9.76
305,주식회사동아일렉콤,14156,2016,1.0,-9889651.0,-16.89
306,동아베스텍주식회사,14158,2019,1.0,-2831878.0,-2.21
307,참빛산업(주),14167,2015,1.0,8410948.0,-0.92
308,동아흥업주식회사,14170,2014,1.0,-750798.0,-5.0
309,동양산업주식회사,14182,2014,1.0,191724.0,0.53
310,동양섬유(주),14190,2014,1.0,3770580.0,-1.0
311,동양화학(주),14209,2014,1.0,258183.0,-23131.25
312,(주)티와이밸브,14213,2014,1.0,-15008995.0,-12.6
313,(주)자은전자,14215,2015,1.0,-1701016.0,-0.63
314,동오화학(주),14219,2014,1.0,766844.0,-64.42
315,주식회사하엠,14243,2015,1.0,3092976.0,0.5
316,디에이치코리아(주),14244,2014,1.0,-363933.0,-37.8
317,(주)동원파이프,14247,2020,1.0,1012836.0,-0.96
318,동은개발진흥(주),14250,2014,1.0,-520155.0,-0.44
319,동익건설주식회사,14253,2019,1.0,-3177165.0,-88.22
320,동일건설(주),14257,2015,1.0,-2610100.0,4.03
321,동일조선(주),14268,2018,1.0,-864887.0,0.62
322,동일유업주식회사,14271,2015,1.0,367858.0,-0.61
323,(주)동재,14277,2020,1.0,1359104.0,-1.91
324,(주)에렉스,14280,2015,1.0,-1236814.0,-0.2
325,주식회사삼호에너지,14293,2014,1.0,-8085419.0,-2.42
326,동해상사주식회사,14305,2014,1.0,35711.0,-14.77
327,동헌산업주식회사,14311,2021,1.0,-1981018.0,-23.19
328,동호에이텍,14315,2020,1.0,-3372577.0,0.77
329,동화기업주식회사,14319,2014,1.0,-17070.0,-0.02
330,동화투자개발(주),14330,2014,1.0,3137476.0,0.75
331,(주)동환물산,14333,2016,1.0,-884715.0,-17.78
332,삼성다이나에이치백(주),14334,2014,1.0,-1204757.0,1.02
333,두고테크주식회사,14339,2014,1.0,-274128.0,-2.82
334,주식회사두성특장차,14358,2019,1.0,506179.0,-1.02
335,(주)두원정공,14369,2015,1.0,1015019.0,-22.83
336,(주)듀링,14374,2020,1.0,13545302.0,-0.83
337,(주)디엠디스플레이,14404,2020,1.0,-632710.0,-6.45
338,(주)디오원,14407,2017,1.0,-1206462.0,5.69
339,디케이코리아주식회사,14424,2014,1.0,9589353.0,-5.16
340,라성건설주식회사,14434,2022,1.0,-16630788.0,999999999.0
341,(주)화인시스템,14453,2015,1.0,-308831.0,-8.57
342,로얄앤컴퍼니(주),14470,2015,1.0,-3209323.0,-2.42
343,(주)롬엔드하스코리아,14487,2017,1.0,-1921376.0,999999999.0
344,롯데관광(주),14489,2019,1.0,456575.0,-12.88
345,주식회사리브로,14507,2019,1.0,1589333.0,-4.63
346,알앤투주식회사,14512,2014,1.0,-9671551.0,-100.75
347,(주)엠비씨경남,14519,2020,1.0,-3428066.0,0.0
348,마스터스통상(주),14523,2016,1.0,-1184652.0,1.73
349,(주)마주코통상,14532,2015,1.0,656827.0,-1.26
350,마천건설(주),14533,2020,1.0,-19326686.0,5.99
351,명성운수주식회사,14573,2014,1.0,4404519.0,-6.79
352,(주)명지문화,14584,2014,1.0,695536.0,-25.34
353,(주)문영건설,14611,2014,1.0,-19582787.0,-505.91
354,문학개발주식회사,14613,2018,1.0,4092697.0,-0.76
355,문화직물,14617,2016,1.0,-770544.0,-1.93
356,(주)미건의료기,14619,2014,1.0,-1700011.0,-10.23
357,(주)부성티에프시,14621,2020,1.0,-1118241.0,-6.14
358,미래건설(주),14630,2014,1.0,-190191.0,-0.11
359,주식회사미륭산업,14641,2020,1.0,-78005.0,-7.75
360,미진건설주식회사,14658,2022,1.0,-13578877.0,-4.78
361,미화콘크리트주식회사,14662,2018,1.0,-569460.0,0.06
362,바이켐주식회사,14681,2019,1.0,25004.0,-3.3
363,주식회사방주,14701,2019,1.0,-8834797.0,-10.92
364,백남관광주식회사,14705,2022,1.0,-179841.0,-0.87
365,(주)백산린텍스,14710,2015,1.0,777328.0,0.76
366,(주)범우,14733,2021,1.0,-4676351.0,-0.65
367,보광개발(주),14767,2014,1.0,-314019.0,-5.6
368,보국전기공업주식회사,14770,2017,1.0,-26026.0,-9.42
369,보끄레머천다이징,14771,2017,1.0,-4421438.0,-13.31
370,보령물산(주),14781,2016,1.0,-67269.0,0.44
371,(주)보령홀딩스,14782,2021,1.0,-6467200.0,-1.19
372,보명실업(주),14787,2014,1.0,-3628502.0,-5.06
373,보문관광주식회사,14789,2014,1.0,-2835361.0,-1.91
374,(주)보생,14791,2019,1.0,1020722.0,-17.24
375,(주)보생,14791,2019,1.0,,-17.24
376,보영운수주식회사,14813,2014,1.0,2537818.0,-7.21
377,(주)나이스엘엠에스,14814,2019,1.0,-3967895.0,-3.63
378,복산약품(주),14820,2014,1.0,-173162.0,0.0
379,부국관광주식회사,14826,2014,1.0,70907.0,-0.95
380,부국산업(주),14829,2019,1.0,1161152.0,0.23
381,부국철강공업주식회사,14832,2014,1.0,-469194.0,
382,부림비엠주식회사,14836,2014,1.0,-1790919.0,0.34
383,부산문화방송(주),14847,2020,1.0,-3441152.0,0.0
384,부산일보(주),14852,2014,1.0,-2684584.0,-21.16
385,(주)부성리싸이클링,14862,2016,1.0,-1170162.0,-12.93
386,(주)부성리싸이클링,14862,2016,1.0,,-12.93
387,(주)부영건설,14867,2017,1.0,-912047.0,1277.04
388,부전전자(주),14884,2017,1.0,-8374049.0,-6.18
389,(주)비씨상사,14908,2014,1.0,-159787.0,0.98
390,(주)빌트모아,14925,2014,1.0,-58970.0,-1.67
391,(주)뻬띠앙뜨,14929,2014,1.0,-278714.0,0.17
392,(주)산양,14939,2018,1.0,-10862501.0,-1.36
393,(주)삼건사,14952,2014,1.0,1523955.0,0.76
394,(주)케이엠에이치신라레저,14955,2014,1.0,-2204371.0,-1.78
395,삼광개발(주),14959,2019,1.0,-807600.0,0.57
396,삼구건설(주),14965,2022,1.0,-19953096.0,13001.64
397,삼대건설주식회사,14971,2017,1.0,2927261.0,-3.03
398,삼도종합건설(주),14978,2016,1.0,869454.0,-1.16
399,삼두실업주식회사,14982,2014,1.0,318530.0,-0.2
400,삼명기계공업(주),14991,2015,1.0,1567609.0,-1.12
401,(주)에스피인터네셔널,15011,2014,1.0,1196353.0,0.21
402,삼성공업주식회사,15025,2020,1.0,3958517.0,-4.52
403,삼성여객자동차주식회사,15040,2014,1.0,235480.0,-1.18
404,(주)삼성콘크리트,15049,2014,1.0,322103.0,-1.06
405,삼성에프.씨주식회사,15056,2019,1.0,-778095.0,-2.12
406,삼승철강(주),15059,2014,1.0,-3603323.0,-2.5
407,삼신엠앤디(주),15067,2016,1.0,403688.0,0.09
408,삼아건설주식회사,15071,2016,1.0,-2178756.0,1.13
409,삼양물산주식회사,15078,2014,1.0,-372362.0,0.0
410,삼양비지네스포옴주식회사,15080,2014,1.0,822497.0,-0.11
411,삼양화학공업(주),15090,2019,1.0,-170847.0,0.65
412,삼영금속공업주식회사,15096,2019,1.0,-257145.0,-3051.45
413,삼영기계주식회사,15097,2017,1.0,-1424836.0,-5.23
414,삼영산업(주),15100,2021,1.0,173883.0,0.41
415,다옴홀딩스주식회사,15106,2014,1.0,826097.0,0.25
416,삼웅에이에프티(주),15116,2014,1.0,-18115.0,-6.84
417,삼원관광개발주식회사,15117,2021,1.0,-258493.0,2.37
418,삼원금형정공주식회사,15120,2017,1.0,1178054.0,0.2
419,(주)삼원농산,15122,2022,1.0,-7909.0,0.54
420,(주)삼익유가공,15144,2018,1.0,-64320.0,14.44
421,삼일니트주식회사,15151,2014,1.0,-1713008.0,0.49
422,삼일방직주식회사,15152,2015,1.0,3056186.0,-7.1
423,(주)삼전,15159,2020,1.0,-392316.0,0.0
424,삼지석재공업주식회사,15178,2015,1.0,-3465004.0,-24.84
425,(주)삼진앤컴퍼니,15181,2018,1.0,-2206924.0,-1.06
426,삼풍건설주식회사,15202,2014,1.0,-8547.0,2.51
427,삼풍관광(주),15203,2014,1.0,-86417.0,-2.65
428,일경산업개발(주),15211,2014,1.0,-2060921.0,-3.73
429,삼형기업(주),15215,2014,1.0,270380.0,0.62
430,삼화비철공업(주),15228,2016,1.0,385737.0,-1.31
