,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
29400,(주)나노전기,92339,2022,0.0,31571.0,3.07
29401,주식회사뉴욕파이낸셜그룹,92340,2021,0.0,212795.0,3.32
29402,주식회사아주디앤씨,92346,2022,0.0,613387.0,1.37
29403,한일화학(주),92347,2021,0.0,1454732.0,26.48
29404,한창실업(주),92350,2022,0.0,272736.0,8.78
29405,신한에어텍주식회사,92353,2022,0.0,1276218.0,193.03
29406,주식회사해든빌,92357,2022,0.0,-214318.0,0.0
29407,주식회사빅스카이,92360,2021,0.0,12350131.0,3.72
29408,농업회사법인주식회사제주하르방축산유통,92361,2022,0.0,3360324.0,10.46
29409,(주)에프디에스,92388,2020,0.0,6129114.0,4.3
29410,(주)메인텍,92391,2022,0.0,462356.0,3.76
29411,(주)위더스디앤씨,92396,2020,0.0,1105964.0,1.18
29412,씨지뷰티,92397,2022,0.0,-2856989.0,-4.3
29413,하이브산업개발(주),92398,2021,0.0,20003076.0,0.86
29414,(주)디와이특강,92404,2022,0.0,-365929.0,3.45
29415,주식회사에스엠엘제니트리,92407,2022,0.0,5051563.0,11.51
29416,(주)이앤피,92408,2021,0.0,209213.0,1.04
29417,(주)천하,92411,2022,0.0,-4292665.0,0.12
29418,주식회사위산건설,92413,2022,0.0,-3721752.0,3.28
29419,주식회사다원종합건설,92414,2020,0.0,49460.0,22.2
29420,경동정밀공업주식회사,92416,2022,0.0,-60590.0,0.46
29421,주식회사거성인더스,92418,2022,0.0,,1.15
29422,주식회사거성인더스,92418,2022,0.0,719641.0,1.15
29423,(주)신전푸드시스,92419,2022,0.0,3366981.0,6.16
29424,주식회사도시미학디앤씨,92423,2022,0.0,16281751.0,0.99
29425,유승플랜트주식회사,92424,2020,0.0,22509.0,251.75
29426,(주)진명아이앤씨,92429,2022,0.0,-1242714.0,0.17
29427,(주)브이제이원,92432,2022,0.0,1283638.0,2.75
29428,(주)화승켐텍,92433,2022,0.0,,1.11
29429,(주)화승켐텍,92433,2022,0.0,-968657.0,1.11
29430,주식회사지음주택건설,92446,2022,0.0,5209822.0,-0.14
29431,농업회사법인(주)계림농장,92449,2022,0.0,305855.0,6.3
29432,주식회사케이제이아이,92458,2022,0.0,-185001.0,-1.17
29433,(주)씨엘모터스,92463,2022,0.0,4976937.0,0.13
29434,주식회사디와이메탈,92471,2022,0.0,1457973.0,2.95
29435,(주)펀진,92477,2022,0.0,2643272.0,1.09
29436,윤진종합건설(주),92482,2020,0.0,287636.0,-57.19
29437,주식회사이산컴퍼니,92493,2022,0.0,-8580303.0,-0.23
29438,에이치에이엠주식회사,92497,2022,0.0,-463912.0,17.68
29439,(주)아이씨디머트리얼즈,92505,2022,0.0,4729239.0,77.16
29440,(주)서안주택,92526,2021,0.0,303877.0,-3.88
29441,(주)에스피나래애드,92531,2022,0.0,13743.0,0.32
29442,(주)컴버스테크,92537,2022,0.0,-657399.0,4.43
29443,(주)에이엘테크,92563,2022,0.0,1385788.0,2.29
29444,주식회사메인,92631,2020,0.0,-577858.0,-0.73
29445,주식회사국빈장례문화원,92639,2022,0.0,1635199.0,4.13
29446,주식회사하이브미디어코프,92671,2022,0.0,7239360.0,1.23
29447,마스턴제51호여의도피에프브이주식회사,92701,2022,0.0,-24153420.0,-0.99
29448,주식회사범양플로이,92716,2022,0.0,-1444196.0,-3.81
29449,(주)범씨엠건축사사무소,92809,2022,0.0,2162981.0,9.65
29450,주식회사에스이그린에너지,92818,2022,0.0,3432381.0,1.01
29451,주식회사에이치티씨,92824,2022,0.0,1363427.0,1.22
29452,미래비엠,92828,2022,0.0,1431939.0,19203.42
29453,대한이앤이주식회사,92831,2022,0.0,-2978754.0,2.16
29454,다사마케팅(주),92833,2022,0.0,804718.0,999999999.0
29455,(주)씨앤디마이크로,92834,2022,0.0,14991060.0,999999999.0
29456,(주)한림건축씨엠종합건축사사무소,92835,2022,0.0,1966978.0,3.5
29457,주식회사엠케이씨앤디,92838,2022,0.0,-630891.0,-2.28
29458,주식회사비앤에프,92842,2022,0.0,-747395.0,3.75
29459,주식회사케이팜,92843,2022,0.0,2928031.0,84619.74
29460,코웨포서비스주식회사,92844,2022,0.0,-1410763.0,20.7
29461,(주)윤준에스티,92850,2022,0.0,10536768.0,10.91
29462,주식회사에코화인,92851,2022,0.0,5413542.0,28.28
29463,(주)동후,92852,2022,0.0,354550.0,-42.8
29464,주식회사엠허브대전,92853,2022,0.0,153904.0,0.34
29465,공주교통주식회사,92854,2022,0.0,957462.0,1.5
29466,(주)수협개발,92858,2022,0.0,3758162.0,999999999.0
29467,디엔,92865,2022,0.0,1376828.0,1.96
29468,주식회사아띠인터내셔널,92868,2022,0.0,636879.0,1.89
29469,테크빌교육(주),92873,2022,0.0,-227477.0,1.33
29470,청우화학(주),92881,2022,0.0,1322741.0,82407.6
29471,에이플주식회사,92885,2022,0.0,-552030.0,1311.03
29472,(주)에이치엔비아시아,92886,2022,0.0,-170273.0,8.15
29473,주식회사남부지오영,92887,2022,0.0,-254112.0,-202.14
29474,아이팜(주),92888,2022,0.0,1383284.0,25.62
29475,(주)파인스,92889,2022,0.0,1526428.0,2.13
29476,미가방유한회사,92893,2022,0.0,3023091.0,2585.69
29477,나이스파크둔산주식회사,92898,2022,0.0,345593.0,1.12
29478,해동여객(주),92901,2022,0.0,1260640.0,18.49
29479,주식회사엣지랭크,92902,2022,0.0,1356874.0,5.9
29480,주식회사대교산업,92905,2022,0.0,423242.0,999999999.0
29481,와이피피디앤씨주식회사,92906,2022,0.0,5615209.0,999999999.0
29482,(주)유일에스엔피,92908,2022,0.0,3405683.0,-24.81
29483,(주)세영기업,92911,2022,0.0,1329604.0,12.41
29484,파슬코리아유한회사,92913,2022,0.0,1254411.0,0.0
29485,현대교통주식회사,92914,2022,0.0,2241770.0,999999999.0
29486,주식회사시큐원,92917,2022,0.0,80470.0,-2.24
29487,(주)리빙지코,92918,2022,0.0,3561166.0,-0.83
29488,주식회사지오에너지,92927,2022,0.0,127331.0,1.91
29489,주식회사관작진테크,92928,2022,0.0,2271262.0,1.31
29490,주식회사인피닉,92929,2022,0.0,-1401110.0,-2.7
29491,주식회사모노글로트홀딩스,92930,2022,0.0,-2781194.0,1.83
29492,주식회사대호이앤지,92931,2022,0.0,41371.0,1.1
29493,주식회사와이에이치이코퍼레이션,92934,2022,0.0,2957654.0,999999999.0
29494,삼성에스엘주식회사,92935,2022,0.0,210485.0,28.82
29495,우성운수(주),92936,2022,0.0,6661088.0,3734.13
29496,(주)일성,92937,2022,0.0,266366.0,42.56
29497,부성여객주식회사,92938,2022,0.0,1033789.0,999999999.0
29498,에스제이(주),92941,2022,0.0,945290.0,-0.64
29499,주식회사유성계전,92942,2022,0.0,389403.0,1.05
29500,(주)세일로,92944,2022,0.0,600596.0,999999999.0
29501,(주)본정보,92945,2022,0.0,2161485.0,25.14
29502,주식회사서번텍,92946,2022,0.0,-108867.0,-28.89
29503,주식회사아이셋디에이,92948,2022,0.0,11074923.0,36.89
29504,(주)코멧센서,92950,2021,0.0,-163296.0,4.62
29505,(주)포롤텍,92955,2022,0.0,568872.0,1.29
29506,(주)선우이엔지,92956,2022,0.0,332381.0,60.74
29507,(주)이움,92957,2021,0.0,-2235295.0,-16.44
29508,(주)청인,92961,2022,0.0,270991.0,73.14
29509,주식회사국민티에스,92962,2022,0.0,747221.0,999999999.0
29510,(주)이티엠,92966,2022,0.0,23270.0,-34.58
29511,포센,92967,2022,0.0,4031.0,0.0
29512,주식회사슈퍼크리에이티브,92969,2021,0.0,17703125.0,999999999.0
29513,주식회사BSM범일,92972,2022,0.0,1176476.0,17.11
29514,(주)피씨엠,92974,2022,0.0,893613.0,871.96
29515,주식회사성호철강,92975,2022,0.0,1483828.0,3.78
29516,유한회사포도주류,92980,2022,0.0,2353358.0,6.78
29517,제일엠앤이(주),92982,2022,0.0,-884864.0,999999999.0
29518,원광산전(주),92985,2022,0.0,1578213.0,13.04
29519,(주)에테르씨티,92986,2022,0.0,13885436.0,180.86
29520,유한회사두리,92988,2022,0.0,1951568.0,1.54
29521,(주)어스에이,92989,2022,0.0,5987316.0,28.75
29522,(주)맥타무역,92990,2022,0.0,5922332.0,73.25
29523,주식회사알펜시아,92991,2022,0.0,-1383156.0,0.0
29524,호법강남대성기숙학원(주),92997,2022,0.0,8979472.0,5.61
29525,케이엘에이취인터내셔날(주),92998,2022,0.0,1210021.0,52.65
29526,주식회사스포티비커넥트,93001,2021,0.0,117072.0,0.0
29527,(주)엠티데이타,93004,2022,0.0,6267344.0,13.71
29528,주식회사천마레미콘,93014,2022,0.0,499479.0,0.35
29529,요다정보기술주식회사,93015,2022,0.0,-240658.0,266.0
29530,금화건설주식회사,93017,2022,0.0,3104249.0,-24.59
29531,대승관리(주),93018,2022,0.0,82109.0,999999999.0
29532,(주)평화장갑무역,93019,2022,0.0,-156578.0,1.94
29533,(주)케이커머디티,93020,2022,0.0,-3215317.0,-5.18
29534,관악개발(주),93022,2022,0.0,2031503.0,999999999.0
29535,(주)모스트인,93023,2022,0.0,224483.0,12.6
29536,선우ENG주식회사,93025,2022,0.0,3569708.0,147.75
29537,주식회사락토메이슨,93026,2022,0.0,499986.0,7.54
29538,엘에프에스주식회사,93027,2022,0.0,368621.0,8.54
29539,(주)에스메카,93028,2022,0.0,-238792.0,-21.19
29540,삼진콘크리트,93029,2022,0.0,619469.0,1.8
29541,(주)삼성티엠에스,93030,2022,0.0,3480590.0,556.11
29542,주식회사퍼니엠,93032,2022,0.0,250428.0,12.03
29543,주식회사대경이앤에스,93033,2022,0.0,-2043072.0,-9.17
29544,하이시티파킹유한회사,93045,2022,0.0,8277882.0,2.3
29545,(주)우리휴먼서비스,93047,2022,0.0,1756551.0,999999999.0
29546,주식회사조선영상비전,93048,2022,0.0,394871.0,999999999.0
29547,(유)송정주류,93050,2022,0.0,1300748.0,2.0
29548,동부청과(주),93051,2022,0.0,-1314698.0,11.48
29549,아이앤케이신항만주식회사,93054,2022,0.0,337578.0,156.77
29550,동성계전(주),93055,2022,0.0,-277243.0,999999999.0
29551,세우산업주식회사,93056,2022,0.0,229973.0,999999999.0
29552,주식회사용현컨소시엄,93059,2022,0.0,-4706762.0,2.92
29553,주식회사스마트카라,93060,2022,0.0,-1610585.0,-21.0
29554,주식회사신암,93063,2022,0.0,95666.0,0.71
29555,(주)엔씨테크,93066,2022,0.0,1001521.0,43.93
29556,오션네트웍스(주),93068,2022,0.0,2190847.0,0.2
29557,(주)에스에프,93070,2022,0.0,1472293.0,73.98
29558,(주)씨엔티브이(CNTV),93071,2022,0.0,7458604.0,999999999.0
29559,강원전선주식회사,93073,2022,0.0,5252013.0,32.61
29560,주식회사에코닉스,93076,2022,0.0,2125413.0,369.16
29561,주식회사신명써비스,93078,2022,0.0,-160156.0,999999999.0
29562,(주)큐니온,93081,2022,0.0,4968332.0,10.09
29563,(주)부산세광식품,93082,2022,0.0,2566166.0,-0.89
29564,주식회사더블유서비스네트워크,93085,2022,0.0,570003.0,999999999.0
29565,(주)벨에스엠,93086,2022,0.0,1142955.0,999999999.0
29566,(주)아이로지스틱스,93088,2022,0.0,-47268.0,6.38
29567,(주)감정평가법인삼일,93094,2022,0.0,790180.0,65.39
29568,주식회사케이엠아이,93095,2022,0.0,-66874.0,999999999.0
29569,주식회사비즈컨설팅,93096,2021,0.0,403860.0,14.3
29570,(주)일요신문사,93099,2022,0.0,1696847.0,15.27
29571,유진기업주식회사,93109,2022,0.0,1435303.0,36.8
29572,스코트라(주),93110,2022,0.0,7104431.0,1.45
29573,주식회사인프로,93112,2021,0.0,123492.0,999999999.0
29574,(주)주원,93113,2021,0.0,210947.0,999999999.0
29575,유한회사케이엠티,93114,2022,0.0,-5454108.0,76.98
29576,(유)한국타코닉,93116,2022,0.0,-4963869.0,-1.94
29577,중부발전서비스,93117,2022,0.0,845393.0,55.21
29578,주식회사휴엔텍,93121,2022,0.0,2194864.0,-1.45
29579,(주)에이피로지스틱스,93122,2022,0.0,3117274.0,3.27
29580,주식회사디이씨오,93124,2022,0.0,649813.0,10.94
29581,(주)새한엘리베이터,93125,2022,0.0,-954130.0,2.3
29582,주식회사넷앤드,93127,2022,0.0,6606353.0,99.72
29583,주식회사위메이드넥스트,93130,2022,0.0,31484526.0,384.21
29584,중앙전력주식회사,93132,2022,0.0,-98222.0,999999999.0
29585,주식회사코스원,93134,2022,0.0,913948.0,48.76
29586,(주)써브감정평가법인,93136,2022,0.0,315185.0,4.01
29587,명문바이오주식회사,93137,2022,0.0,-1075186.0,-9.99
29588,주식회사씨티케미칼,93139,2021,0.0,42613.0,1.36
29589,페리유한회사,93141,2022,0.0,-621802.0,210.79
29590,(주)신화비엠씨,93143,2022,0.0,32868.0,76.1
29591,주식회사윤텔,93145,2022,0.0,2748460.0,17.31
29592,일신산업전기(주),93147,2022,0.0,2560771.0,36.39
29593,보성건설주식회사,93148,2021,0.0,2218192.0,-48.96
29594,(주)덕양가스,93149,2022,0.0,2084179.0,7.86
29595,(주)제니스디앤씨,93150,2022,0.0,1475493.0,-0.47
29596,주식회사셀로맥스,93151,2022,0.0,5521506.0,1139.98
29597,(주)송림,93153,2022,0.0,2530280.0,200.88
29598,(주)청우운수,93154,2022,0.0,-809685.0,-42.16
29599,주식회사더함,93156,2022,0.0,7158491.0,1.41
29600,리치칸주식회사,93157,2022,0.0,-38558.0,-1.61
29601,헤레우스코리아주식회사,93160,2022,0.0,-1424437.0,636.15
29602,주식회사성진리테일,93162,2022,0.0,3232521.0,225010.73
29603,청일공업(주),93164,2022,0.0,,0.92
29604,청일공업(주),93164,2022,0.0,517432.0,0.92
29605,(주)아이디시스템,93165,2022,0.0,274932.0,-0.2
29606,에이비사이엑스코리아유한회사,93169,2022,0.0,1844488.0,700.57
29607,부민통신주식회사,93170,2022,0.0,1119210.0,10245.61
29608,(주)셜대학원,93171,2022,0.0,-259883.0,1.03
29609,주식회사서광,93172,2022,0.0,-251352.0,-4.83
29610,(주)코셈,93173,2022,0.0,1943598.0,175.96
29611,애경특수도료주식회사,93174,2022,0.0,11306479.0,1463.97
29612,(주)피앤피,93175,2022,0.0,1873721.0,113.12
29613,(주)아이엔에쓰,93176,2022,0.0,2725265.0,999999999.0
29614,주식회사건강,93177,2022,0.0,-4125750.0,-15.86
29615,(주)신우엠테크,93178,2022,0.0,935496.0,3.32
29616,대양산업(주),93179,2022,0.0,-342463.0,3.3
29617,(주)무지개약품,93181,2022,0.0,-4075608.0,4.5
29618,암페놀센싱코리아유한회사,93182,2022,0.0,12333393.0,999999999.0
29619,은산기업주식회사,93184,2022,0.0,414388.0,1.4
29620,(주)정원텍,93185,2022,0.0,-461672.0,12.42
29621,부일여객자동차(주),93186,2022,0.0,1951381.0,4.72
29622,범영훼리주식회사,93188,2022,0.0,-897095.0,999999999.0
29623,주식회사에스피환경,93189,2022,0.0,6882891.0,32.68
29624,(주)선안,93190,2022,0.0,1104317.0,30.67
29625,(주)해동우남,93191,2022,0.0,897345.0,322.31
29626,주식회사이포즌,93196,2022,0.0,3393225.0,49.9
29627,(주)골드그린개발,93198,2021,0.0,-864187.0,999999999.0
29628,(주)협신하이드로릭,93200,2022,0.0,579678.0,1.12
29629,주식회사에이엘티,93201,2022,0.0,2837626.0,-2.04
29630,(주)네스필러PKG,93204,2022,0.0,2087644.0,66.27
29631,(주)모듈테크,93206,2022,0.0,1156595.0,161.58
29632,골프존지디알아카데미주식회사,93208,2022,0.0,1692587.0,7.62
29633,서우테크놀로지(주),93209,2022,0.0,8247745.0,2923.31
29634,주식회사가림,93214,2022,0.0,1887255.0,-0.02
29635,(주)성보티씨에스,93217,2022,0.0,-867384.0,0.0
29636,(주)부일,93218,2022,0.0,-1141578.0,4.34
29637,디에이치아이(주),93219,2022,0.0,2665289.0,3962.79
29638,보광교통(주),93221,2022,0.0,3062640.0,999999999.0
29639,(주)휴먼컨설팅그룹,93222,2022,0.0,1908224.0,28.09
29640,주식회사한강산업개발,93223,2022,0.0,1891113.0,1.68
29641,주식회사디알텍,93225,2022,0.0,1155144.0,1.17
29642,주식회사대한엔지니어링,93227,2022,0.0,2523865.0,1.91
29643,빌드원산업개발주식회사,93228,2022,0.0,-5237419.0,-1.33
29644,주식회사정원투어,93229,2022,0.0,-2241542.0,-6.27
29645,(주)마스터,93232,2022,0.0,12635174.0,1728.16
29646,주식회사제이디,93235,2022,0.0,-2501803.0,1.93
29647,(주)휴먼텍코리아엔지니어링건축사사무소,93236,2022,0.0,4361376.0,459165.29
29648,(주)청수테크노필,93238,2022,0.0,3000227.0,999999999.0
29649,대일전기통신주식회사,93240,2022,0.0,465792.0,999999999.0
29650,주식회사인벤,93241,2022,0.0,73584.0,2.94
29651,(주)종합건축사사무소디자인캠프문박디엠피,93242,2022,0.0,1375484.0,4.97
29652,주식회사에이스엠,93243,2022,0.0,311658.0,999999999.0
29653,(주)원양건축사사무소,93245,2022,0.0,2556057.0,
29654,휴고보스코리아유한회사,93247,2022,0.0,3931685.0,3.82
29655,주식회사이카운트,93251,2022,0.0,2183574.0,72805.21
29656,정인건설(주),93252,2022,0.0,-1560393.0,25.46
29657,부경공영주식회사,93255,2022,0.0,458330.0,29.26
29658,주식회사에스바디워크필라테스,93256,2022,0.0,-794181.0,13.59
29659,재즐엔터프라이주식회사,93258,2022,0.0,2984383.0,17.22
29660,(주)한국티씨엠,93260,2022,0.0,124528.0,0.0
29661,주식회사모리아디앤씨,93261,2022,0.0,13688674.0,0.88
29662,주식회사케이피알엠,93262,2022,0.0,651883.0,11.44
29663,올리콘발저스코팅코리아유한회사,93264,2022,0.0,7496887.0,453.81
29664,나이스디앤알주식회사,93266,2022,0.0,4455627.0,56.5
29665,(주)우석산업,93268,2022,0.0,991045.0,6.89
29666,주식회사기로,93269,2022,0.0,-300841.0,0.03
29667,원방삼현주식회사,93271,2022,0.0,251547.0,1.28
29668,(주)범아비즈플랫폼,93272,2022,0.0,-2567979.0,-23.08
29669,주식회사준성하이테크,93273,2022,0.0,1257023.0,8.89
29670,(주)가이아글로벌,93274,2022,0.0,-567152.0,1.46
29671,주식회사케이이노텍,93275,2022,0.0,1038810.0,5.38
29672,주식회사보원개발,93276,2022,0.0,-9612521.0,-3.24
29673,(주)두원에이앤씨,93277,2022,0.0,940397.0,-34.26
29674,주식회사청담네트웍스,93280,2022,0.0,349845.0,16.21
29675,한주케미칼주식회사,93285,2022,0.0,14051078.0,69.32
29676,(주)경우시스테크,93286,2022,0.0,-733558.0,7.97
29677,에스원건설(주),93287,2022,0.0,2992793.0,21.66
29678,넥스큐브코퍼레이션주식회사,93289,2022,0.0,2924806.0,17.29
29679,(주)위즈바이오솔루션,93290,2021,0.0,-2037932.0,-14.07
29680,(주)에스쓰리알,93295,2022,0.0,-1150542.0,3.74
29681,주식회사투네이션,93296,2022,0.0,1805591.0,2.2
29682,(주)엠디에스인텔리전스,93297,2022,0.0,4869667.0,16.61
29683,한국건드릴,93299,2022,0.0,592611.0,999999999.0
29684,(주)마로상사,93300,2022,0.0,963467.0,999999999.0
29685,프라임감정평가법인(주),93301,2022,0.0,-316088.0,29.13
29686,(주)서빅,93303,2022,0.0,67664.0,999999999.0
29687,(주)제이에스텍스타일,93304,2021,0.0,344704.0,4.28
29688,(주)써지케어,93305,2022,0.0,1218260.0,999999999.0
29689,주식회사하이진로지스틱스,93307,2022,0.0,-26713.0,0.0
29690,주식회사에이치엔서브,93309,2022,0.0,-82155.0,999999999.0
29691,(주)에프앤비밸류파트너스,93311,2022,0.0,1225305.0,2.73
29692,(주)멘토뱅크,93314,2022,0.0,5831996.0,999999999.0
29693,다보오에스티(주),93315,2022,0.0,3408204.0,46.83
29694,(주)해양공사,93321,2022,0.0,201212.0,584.82
29695,엘에프로지스틱스코리아유한회사,93323,2022,0.0,9528200.0,34.82
29696,코리아인스트루먼트(주),93325,2022,0.0,3467222.0,13.83
29697,(주)대신환경기술,93328,2022,0.0,386748.0,2.61
29698,(주)조이파트너즈,93329,2022,0.0,-5210490.0,-0.48
29699,(주)흥덕기업,93330,2021,0.0,200412.0,1286.7
29700,(주)메트로앤리소서비스,93331,2021,0.0,-3782200.0,999999999.0
29701,텔레플렉스코리아유한회사,93332,2022,0.0,-421520.0,999999999.0
29702,주식회사유일,93333,2022,0.0,1808356.0,22.9
29703,(주)에이알텍,93335,2022,0.0,2892483.0,50.33
29704,(주)청우지엔티,93336,2022,0.0,-379762.0,16.94
29705,(유)에스케이씨에보닉페록사이드코리아,93338,2022,0.0,12778178.0,999999999.0
29706,주식회사케이비손보씨엔에스,93340,2022,0.0,1261325.0,999999999.0
29707,주식회사서화,93341,2022,0.0,381987.0,0.49
29708,한국크노르브레이크(주),93342,2022,0.0,665035.0,999999999.0
29709,씨제이케이얼라이언스(주),93344,2022,0.0,176215.0,4.92
29710,브라코이미징코리아유한회사,93346,2022,0.0,2557996.0,526.1
29711,길상창휘유한회사,93348,2021,0.0,-3607113.0,-105.39
29712,주식회사삼우진,93351,2022,0.0,560662.0,2.58
29713,주식회사도시재생앵커제1호위탁관리부동산투자회사,93354,2022,0.0,2635102.0,0.0
29714,주식회사썬테크,93357,2022,0.0,4712645.0,428.29
29715,주식회사휴메이드,93358,2022,0.0,2481260.0,0.0
29716,(주)이지앤드아이오,93362,2022,0.0,2062345.0,3863.47
29717,(주)대명창호,93363,2022,0.0,1030001.0,2.02
29718,주식회사무한컴퍼니,93364,2022,0.0,-338502.0,0.95
29719,주식회사케이아이티,93368,2022,0.0,-5875040.0,-4.34
29720,인성개발(주),93370,2022,0.0,1650210.0,15.05
29721,(주)현해산업개발,93371,2022,0.0,5691994.0,7.57
29722,(주)참마루이엔티,93373,2022,0.0,-1534882.0,24.07
29723,주식회사플립커뮤니케이션즈,93374,2022,0.0,-31349.0,2.32
29724,(주)남경테크윈,93375,2021,0.0,941613.0,10.97
29725,(주)이에스씨에스,93376,2022,0.0,10611976.0,13.31
29726,나라개발시스템(주),93377,2021,0.0,154085.0,-937.49
29727,주식회사진우엔지니어링코리아,93380,2022,0.0,-412516.0,2.02
29728,(주)삼부산업개발,93381,2022,0.0,-6133668.0,-0.84
29729,주식회사명연에너지,93383,2022,0.0,-565781.0,1.08
29730,씨티티디,93384,2022,0.0,1484201.0,24.41
29731,경인특장(주),93386,2022,0.0,5915996.0,30.45
29732,(주)뉴트리케어,93389,2022,0.0,4645700.0,999999999.0
29733,주식회사한아름,93390,2021,0.0,-2027938.0,-0.46
29734,주식회사지에이치엘,93391,2022,0.0,893386.0,0.86
29735,주식회사씨알상사,93392,2022,0.0,-4960479.0,5.9
29736,유한회사베스타까르르스타,93393,2021,0.0,-1271712.0,-3.74
29737,주식회사안동버스,93394,2022,0.0,334501.0,21.55
29738,(유)워터스코리아,93395,2022,0.0,11405625.0,999999999.0
29739,(주)하이콘엔지니어링,93396,2022,0.0,103428.0,0.0
29740,주식회사오설록,93397,2022,0.0,1787289.0,22.82
29741,진양메인티넌스주식회사,93398,2022,0.0,2047951.0,999999999.0
29742,(주)켐블루,93400,2022,0.0,833217.0,4.96
29743,주식회사이스턴투자개발,93402,2022,0.0,13609850.0,14.57
29744,(주)달구벌버스,93403,2022,0.0,884116.0,0.66
29745,(주)한길통상,93405,2022,0.0,695606.0,60.21
29746,주식회사나비엠알오,93410,2022,0.0,-28673.0,199.71
29747,(유)하이코스,93414,2021,0.0,1149919.0,0.0
29748,주식회사명동교자,93416,2022,0.0,6591700.0,19.81
29749,(주)사회평론,93417,2022,0.0,1182255.0,6.19
29750,(주)명성에프엠씨,93420,2022,0.0,221178.0,4.39
29751,(주)커리어케어,93421,2022,0.0,2811075.0,33.69
29752,서진산기주식회사,93422,2022,0.0,392663.0,999999999.0
29753,농업회사법인(유)에브라임코리아,93423,2021,0.0,274768.0,2.07
29754,(주)리엠디,93425,2022,0.0,776925.0,0.0
29755,(주)밀란인터내쇼날,93427,2022,0.0,-239191.0,-6.86
29756,(주)에프엠텍,93428,2022,0.0,1029620.0,143.82
29757,(주)롤앤롤,93430,2022,0.0,1048043.0,6.43
29758,(주)오토뱅크,93431,2022,0.0,425718.0,999999999.0
29759,서일주류판매(유),93432,2022,0.0,3797734.0,4.31
29760,중앙하이텔(주),93436,2022,0.0,-1341996.0,208.03
29761,"주식회사그레이스제이(GracejCo.,Ltd)",93440,2022,0.0,2028363.0,4.75
29762,주식회사금하씨앤디,93444,2022,0.0,14193910.0,999999999.0
29763,부일교통주식회사(작동지점),93446,2022,0.0,1712773.0,-35.99
29764,나이스몰드주식회사,93447,2022,0.0,1504712.0,19.54
29765,(주)아름다운에너지,93449,2022,0.0,321985.0,19.73
29766,주식회사진선팜,93450,2022,0.0,276016.0,707.66
29767,주식회사승창,93453,2022,0.0,104005.0,0.73
29768,농업회사법인플랜티팜(주),93454,2022,0.0,-4333720.0,-25.06
29769,주식회사삼이시스템,93455,2022,0.0,10513412.0,24.51
29770,주식회사씨에스아이엔테크,93457,2022,0.0,2481392.0,4.34
29771,주식회사성우알앤디,93458,2022,0.0,1253024.0,1.87
29772,주식회사티제이스틸,93459,2022,0.0,3620008.0,5.37
29773,광은비지니스(주),93461,2022,0.0,864776.0,4.38
29774,주식회사스마트엘,93462,2022,0.0,53016596.0,37.27
29775,주식회사아이피시,93463,2022,0.0,8943.0,-5.23
29776,우림,93464,2022,0.0,5139677.0,999999999.0
29777,주식회사다소마,93467,2022,0.0,-632917.0,0.76
29778,(주)케이원스틸,93469,2022,0.0,274343.0,3.34
29779,주식회사스킨이데아,93471,2022,0.0,14060194.0,92.77
29780,(주)원이앤에스,93472,2022,0.0,-2104180.0,0.83
29781,주식회사디투디,93473,2022,0.0,1201355.0,13.59
29782,서울데이타통신,93475,2022,0.0,273216.0,1.96
29783,주식회사뉴키즈온,93476,2022,0.0,709143.0,6.48
29784,주식회사루나디앤씨,93477,2022,0.0,2612170.0,-1.47
29785,(주)이엠케이,93478,2022,0.0,-1606838.0,0.24
29786,(주)열매마을,93480,2022,0.0,-82603.0,2.05
29787,(주)하이퓨리티,93482,2022,0.0,-1868112.0,11.76
29788,인크루트주식회사,93486,2022,0.0,1767286.0,4.34
29789,(주)신화여객,93489,2022,0.0,939724.0,0.18
29790,주식회사씨엔에이치코퍼레이션,93491,2022,0.0,32706.0,-53.01
29791,주식회사휴미디어,93492,2021,0.0,1966357.0,1.6
29792,주식회사메타케어,93494,2022,0.0,549167.0,999999999.0
29793,주식회사정진코퍼레이션,93495,2022,0.0,298776.0,999999999.0
29794,시민행복서비스(주),93497,2021,0.0,-146882.0,0.0
29795,주식회사에이제이피,93501,2022,0.0,54830.0,103.88
29796,(주)보물섬수산,93502,2022,0.0,966505.0,3.36
29797,주식회사에이블정보기술,93504,2022,0.0,-4458157.0,-1.27
29798,에이치엘비셀주식회사,93505,2022,0.0,-2824699.0,-16.4
29799,(주)하스피케어,93506,2021,0.0,2543750.0,999999999.0
29800,주식회사이노트리,93509,2022,0.0,-971467.0,-1.11
29801,무릉테크주식회사,93510,2022,0.0,-172797.0,-1255.59
29802,주식회사팜크로스,93513,2022,0.0,2356021.0,79.94
29803,에이치아이건설(주),93514,2021,0.0,-439402.0,5.69
29804,(주)대명,93516,2022,0.0,288007.0,-9.04
29805,삼형전자(주),93517,2022,0.0,4489159.0,13.76
29806,아이레이코리아주식회사,93519,2022,0.0,-1642328.0,999999999.0
29807,(주)에스아이판,93521,2022,0.0,,31.87
29808,(주)에스아이판,93521,2022,0.0,1330670.0,31.87
29809,농업회사법인유한회사광복,93524,2022,0.0,4290740.0,39.87
29810,주식회사휴스트,93526,2022,0.0,-29743.0,-1.8
29811,(주)대성이앤티,93527,2022,0.0,-784857.0,-9.6
