회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)윈팩,97800,2015,17,19,10,17,26,22,143,130,50,-40,13,14,41,-22.63,-9.63,-18.66,-6.74,-6.77,-13.18,4.03,-10.53,-14.580692203972903,-14.58,-19.04,-13.81,-13.86,-13.08,18631,24,29,43,-43,30,0.5573353005919233,9.56,4,1,1,1,1,4,22.0,11.0,-7.394366197183099,1909.925239530633,8870.09562583669,1410.044017414007,0,1,0,0,1.0
(주)에스지엔지,40610,2020,41,55,7,55,32,24,20,12,12,-7,8,3,83,10.3,7.24,65.78,0.13,0.13,2.26,2.74,9.74,-70.47582224713503,-70.48,-97.71,-51.18,-95.7,-86.54,44881,14,161,111,59,89,0.121978058039418,0.53,0,0,0,0,0,0,31.0,24.0,6.57563025210084,192.987284723916,263096.3175908938,1320.8032596070732,0,1,0,0,1.0
(주)삼진엘앤디,54090,2014,11,21,5,4,142,106,95,72,26,16,25,52,51,-8.9,-4.71,-3.49,-0.81,-1.04,-0.81,0.92,-11.07,-6.032479355745998,-6.03,-8.96,-2.58,-7.23,-1.81,43005,25,63,19,-19,15,1.3299811552935468,5.89,3,3,1,1,3,2,37.0,20.0,-7.05,515.1914119482502,3845.801575668048,198.21693984133788,0,1,0,0,1.0
신송홀딩스(주),6880,2015,13,38,4,4,229,172,42,17,10,15,92,27,70,1.29,1.72,0.9,1.75,1.54,1.57,0.03,-0.91,-4.460639013236572,-4.46,-22.59,4.74,-2.59,7.5,26722,12,52,12,8,30,1.0060358843627182,9.31,4,5,2,1,1,3,54.0,11.0,4575.0,676.4046545297685,6719.865047709381,473.538951625311,0,1,0,0,1.0
(주)삼영,3720,2015,1,2,0,0,101,66,58,48,21,0,3,31,63,-12.28,-7.71,-10.15,-6.98,-6.99,-9.88,0.92,2.6900000000000013,-8.692656811858036,-8.69,-12.32,-7.0,-20.87,-8.01,12630,7,12,10,-101,19,0.7408265629153987,4.24,4,1,1,1,1,2,65.0,48.0,-13.73076923076923,563.7528277977462,12243.77396326868,481.2061561942852,0,1,0,0,1.0
(주)코이즈,121850,2016,20,25,9,16,115,77,84,69,36,5,30,43,54,5.24,2.99,4.76,1.57,1.41,2.52,1.26,13.81,-5.314868362323319,-5.31,1.55,-9.92,20.9,-29.1,11706,21,51,37,13,44,0.572442148778989,5.13,2,1,1,1,1,1,18.0,12.0,33.758865248226954,1586.9664545658188,8272.832861526751,1504.288636602469,0,1,0,0,1.0
(주)솔고바이오메디칼,43100,2014,5,7,2,4,113,56,92,86,34,6,13,51,52,-7.09,-5.06,-8.27,-0.72,-1.47,-2.94,3.47,8.27,-12.38961604386146,-12.39,-13.85,-10.82,-14.0,-20.07,8508,15,63,28,-29,9,0.5348352591530037,3.45,2,2,1,1,1,1,29.0,24.0,-246.0,1051.4425227883175,13907.734515281736,1025.2121901884277,0,1,0,0,1.0
에이치엘비생명과학(주),67630,2014,34,59,20,18,113,95,148,113,34,6,16,51,40,11.47,4.23,3.84,5.01,3.56,3.97,1.27,56.55,-30.753523759789108,-30.75,-51.9,29.5,83.21,14.92,12751,38,360,35,11,18,1.094805071330084,5.29,1,11,1,1,3,1,26.0,16.0,44.16666666666666,1316.8300732369444,1696.716212646037,484.123687892182,0,1,0,0,1.0
(주)에이원알폼,234070,2021,45,3899,22,70,57,48,92,62,1,-14,12,18,52,-42.47,-16.05,-60.14,-15.24,-15.25,-57.61,5.75,-6.719999999999999,-25.26666301904657,-25.27,-12.69,-27.62,-36.33,-28.56,14297,22,28,71,-84,73,0.3095345264288933,5.01,2,0,0,0,0,2,19.0,9.0,-5.188974733764878,2547304.4742696127,5818194.5904749,4281915.059580197,0,1,0,0,1.0
(주)케이에이치필룩스,33180,2020,14,21,4,13,100,67,42,38,20,0,18,27,70,-17.37,-18.77,-39.67,0.33,0.01,0.05,2.95,-12.080000000000002,-8.069035714434737,-8.07,-19.28,-3.08,-12.06,14.08,-5836,-2,-6,-5,0,0,0.3101109581804079,4.94,2,1,0,0,0,1,41.0,23.0,-6.813643926788686,1365.6416300818466,52077.71988078495,3103.3544113069893,0,1,0,0,1.0
서울식품공업(주),4410,2020,12,17,7,9,70,56,164,110,42,-13,7,29,38,-9.36,-3.43,-4.06,1.22,0.99,1.21,2.12,-1.7199999999999998,-1.5994884122356934,-1.6,-0.91,-1.88,-0.94,-2.65,16830,23,35,27,-15,19,0.8236042557873618,6.76,3,1,1,1,1,3,59.0,51.0,-32.19178082191781,3018.09599247281,13894.686382484926,1390.5782707571686,0,1,0,0,1.0
(주)하이소닉,106080,2015,6,10,3,2,131,115,84,58,27,10,23,41,54,2.87,1.44,1.16,3.09,2.92,2.51,1.46,35.96,-9.92224267011948,-9.92,1.58,-16.45,52.36,-12.84,27581,63,136,51,2,30,1.226898887984896,5.1,3,2,1,1,2,3,23.0,14.0,-136.47058823529412,2237.881122330658,11970.96122681461,988.984290821568,0,1,0,0,1.0
테라사이언스(주),73640,2014,-2,-3,-2,-7,50,17,206,190,52,-31,2,31,33,-14.86,-6.07,-21.31,-3.95,-3.99,-16.29,9.96,-5.34,-0.4554066789087898,-0.46,-8.83,3.88,9.29,4.21,2592,2,3,7,-291,-129,0.2456808456091718,5.06,2,0,0,0,0,1,31.0,20.0,-2.665399239543726,399.689911728194,13936.371409926012,532.0332283697524,0,1,0,0,1.0
(주)투비소프트,79970,2019,-4,-6,-2,-4,114,112,81,79,30,6,18,50,55,-37.84,-29.99,-52.64,-10.75,-11.26,-26.49,2.91,8.589999999999996,-18.521182751884734,-18.52,-13.26,-23.1,-24.37,-2.13,9030,10,360,22,-238,-106,0.4732986356190124,3.8,1,16,1,0,1,1,24.0,14.0,-5.0,1471.517273544599,157512.88080814423,1722.0540733829198,0,1,0,0,1.0
(주)씨티프라퍼티,52300,2014,137,428,26,21,212,211,24,17,6,16,89,30,81,-25.2,-13.97,-10.23,-4.47,-4.76,-4.6,1.24,-15.2,-29.24374940377871,-29.24,-46.35,-18.24,-23.56,-49.95,9135,24,1326,19,-54,38,1.248897339251376,7.91,3,47,1,1,2,3,29.0,23.0,-5.956989247311828,1215.0876549364011,59337.85822300925,785.6984745957319,0,1,0,0,1.0
(주)아이윈,90150,2015,4,6,2,2,189,123,136,72,38,27,51,58,42,2.24,1.15,0.95,1.7,1.55,1.6,1.12,0.1700000000000003,-2.8603761062823647,-2.86,-3.92,-1.37,2.34,-1.68,15982,16,91,16,6,25,0.9868114373257704,5.99,3,6,1,1,2,2,25.0,18.0,130.96153846153845,789.0309694414269,23478.75154743393,339.0462849928043,0,1,0,0,1.0
성우전자(주),81580,2019,57,115,11,11,298,273,23,20,9,33,37,50,81,-5.59,-4.26,-4.53,-3.06,-3.83,-4.27,-0.54,-13.56,-7.882418730695977,-7.88,-15.42,0.94,-25.13,2.94,24268,19,48,20,-22,18,0.9357555072181842,11.85,2,2,1,1,2,2,37.0,17.0,-28.144329896907216,411.1862684055163,47328.91656195642,356.5559027210768,0,1,0,0,1.0
이화산업(주),760,2019,1,2,0,2,47,35,59,51,31,-17,14,15,63,-4.35,-9.08,-7.71,-0.53,-0.59,-2.74,4.83,-3.35,-1.646666544489,-1.65,-6.58,-0.72,-10.7,-22.82,5989,2,97,10,-79,-4,0.2182507259196467,3.42,2,9,1,0,0,1,74.0,30.0,-11.055634807417974,243.96763188113025,16736.34358710746,703.3674510845213,0,1,0,0,1.0
(주)미코,59090,2014,-2,-3,-2,-2,96,78,177,108,46,-2,20,37,36,-0.02,0.26,0.28,3.58,3.35,3.9,4.08,54.99,-5.984545274663771,-5.98,-3.0,-7.67,9.97,-8.71,62441,41,76,46,1,24,0.8881145560502731,7.51,3,2,1,1,1,2,25.0,22.0,21.91176470588235,645.1089244770628,15133.841125258685,262.00941219919235,0,1,0,0,1.0
(주)판타지오,32800,2018,-18,0,-4,-12,256,256,24,24,0,30,61,49,81,-19.62,-21.43,-67.57,1.98,0.68,2.59,-4.72,0.0,0.0,-17.87,-28.57,-4.36,2.33,-6.2,-6088,-13,-897,-45,0,0,0.0,0.0,1,5,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1.0
(주)기산텔레콤,35460,2017,-2,0,-1,-1,232,147,100,72,0,47,62,83,50,-13.79,-8.26,-8.73,-4.14,-4.48,-5.09,0.41,-7.169999999999999,-5.48798744341276,-5.49,-7.29,4.6,7.26,-6.62,5297,8,264,8,-105,-65,0.9049043762552782,3.24,2,29,1,1,6,1,30.0,25.0,-19.96551724137931,1206.020486122165,69132.86880425399,664.9283929741458,0,1,0,0,1.0
(주)예스티,122640,2020,3,4,2,5,74,60,153,107,52,-11,15,32,39,0.48,0.38,0.61,0.62,0.27,0.7,2.2,59.25,-3.644700310340062,-3.64,6.42,-7.66,23.84,2.04,26048,16,53,39,2,30,0.3987597953939041,5.7,2,1,1,0,1,1,24.0,9.0,76.72413793103448,2031.9590408553447,11530.577168365136,2012.3770168459528,0,1,0,0,1.0
조아제약(주),34940,2016,4,8,1,2,186,158,60,51,18,28,11,60,63,0.34,0.17,0.2,0.35,-0.01,-0.01,0.41,-1.8,1.0083203107388494,1.01,7.11,-6.81,10.83,4.79,22662,30,105,41,1,16,0.7397137505500027,2.68,2,3,1,1,2,1,28.0,25.0,463.0,2785.0283271020107,140879.01301350576,2359.5870379692874,0,1,0,0,1.0
(주)에스앤더블류,103230,2014,42,117,12,18,237,94,40,19,10,18,20,32,72,0.36,0.28,0.39,0.14,0.09,0.14,0.1,-0.66,-0.8865504150430038,-0.89,-4.79,1.07,2.01,-0.19,13183,17,29,26,2,23,0.6601270494526696,6.12,5,1,1,1,1,2,15.0,15.0,71.96428571428571,263.0665927295052,2097.822619756492,285.46546336192057,0,1,0,0,1.0
(주)씨앗,103660,2020,7,10,7,10,49,27,1785,1428,71,-38,8,37,5,-284.09,-17.89,-21.8,-6.48,-6.49,-9.38,3.46,-284.09,10.051688507876529,0.0,0.0,0.0,0.0,0.0,2976,10,26,15,-144,-67,0.6914158730965916,7.7,3,2,1,1,1,2,18.0,9.0,-4.345654345654346,17035737.160820648,13295970.4803719,1307446.1016863063,0,1,0,0,1.0
(주)셀바스에이아이,108860,2020,6,8,3,7,172,152,85,46,32,18,56,43,54,12.3,5.65,12.31,-1.41,-1.65,-4.4,2.91,34.71,-2.7512763197713337,-2.75,-4.47,-1.43,-1.77,-10.83,24251,26,101,70,18,35,0.380040943920021,6.54,1,1,0,0,1,1,25.0,15.0,21.796875,1244.2051574067134,124758.6606750047,1768.7582010395406,0,1,0,0,1.0
(주)미래엔에듀파트너,208890,2022,-2,-3,-1,-1,81,63,189,175,40,-11,32,49,35,-29.73,-13.07,-7.01,-7.26,-7.59,-4.4,1.16,41.8,-0.1363103155927547,-0.14,13.31,-10.44,62.53,30.88,2508,32,450,19,-38,40,1.72377703744499,12.72,5,27,2,2,3,4,15.0,10.0,-4.135338345864661,1279402.7316352895,2204772.264631043,256809.5732068761,0,1,0,0,1.0
진양화학(주),51630,2019,3,195,1,1,129,96,41,30,0,6,6,28,71,-7.57,-5.43,-4.71,-6.95,-7.09,-6.17,-0.12,-6.430000000000001,-6.247549665738495,-6.25,-18.31,-0.55,-10.45,-0.03,3510,9,13,8,-60,-49,1.1887013550071264,6.8,5,2,1,1,2,4,23.0,23.0,-26.571428571428573,2093.5216647414145,43826.406588098536,1253.0430926235306,0,1,0,0,1.0
(주)상지카일룸,42940,2014,-22,-84,-15,-15,120,120,219,200,18,13,8,76,31,-68.13,-29.16,-29.81,-16.93,-18.06,-20.26,0.58,-74.27,-20.901879674591616,-20.9,-30.88,42.55,33.44,-7.67,-977,-4,-82,-4,0,0,1.0093415106742645,2.31,1,18,1,1,5,1,45.0,24.0,-1.3850415512465375,1451.5302037244037,2859.836958253484,451.2481448860805,0,1,0,0,1.0
(주)비보존제약,82800,2016,23,52,10,6,196,99,85,69,20,36,11,73,54,-7.52,-4.39,-2.61,1.71,1.08,0.72,0.49,25.610000000000003,-13.852144147242637,-13.85,-8.71,-25.18,-23.99,-13.93,6983,17,193,10,-26,29,1.6256019483222257,7.53,4,11,2,2,5,2,22.0,19.0,-26.80851063829787,2101.8506442883177,8143.955817980192,700.7892659953643,0,1,0,0,1.0
(주)코세스,89890,2015,7,15,6,5,58,40,754,713,40,-35,4,48,12,-19.1,-2.31,-2.06,-0.21,-0.28,-0.25,1.38,73.83000000000001,-12.400895692691972,-12.4,-11.91,-12.85,16.74,-5.83,9740,27,68,23,-9,26,1.1721203286716424,6.14,4,3,1,1,2,2,30.0,18.0,-31.818181818181817,6549.214097432393,75714.71721639678,654.1877017844683,0,1,0,0,1.0
(주)장원테크,174880,2018,24,96,9,8,141,102,56,44,9,12,42,40,64,14.99,9.96,7.77,12.14,12.06,9.78,0.55,20.23,14.93744659593214,14.94,22.59,10.36,33.42,7.91,39780,39,75,34,23,47,1.1529085374683958,9.27,4,2,1,1,2,3,24.0,8.0,10.872836719337847,1324.48312250938,8128.453012325343,738.6609484409876,0,1,0,0,1.0
(주)비케이홀딩스,50090,2014,7,13,5,29,69,66,188,150,36,-16,1,36,35,-43.41,-28.45,-115.83,1.29,1.23,8.47,11.98,-39.44,-20.40568145008338,-20.41,35.1,-35.36,-77.23,-53.15,2007,2,9,15,-761,-49,0.1634449793258029,2.37,1,0,0,0,0,1,24.0,20.0,-5.199203187250996,2533.609138330376,13010.633848475918,5376.199647321553,0,1,0,0,1.0
(주)원림,5820,2020,20,40,5,13,313,271,33,24,12,38,29,56,75,16.31,16.37,26.77,4.21,3.19,7.93,-1.09,12.98,8.720193189621574,8.72,26.96,-7.84,-13.52,10.1,34434,19,135,50,53,74,0.3855492277944484,4.07,1,3,1,0,1,1,56.0,34.0,2.135038474043568,324.9035822006812,3447.830364836776,633.9325673319687,0,1,0,0,1.0
(주)에스케이씨에스,224020,2019,5,7,5,5,31,18,9039,8254,70,-63,0,28,1,-35.72,-0.46,-0.45,1.37,1.36,1.33,3.52,349.75,-4.041729909929028,-4.04,-3.0,-4.44,-11.29,-4.09,3536,20,30,19,-2,44,1.044921836965509,7.32,6,2,1,1,1,4,20.0,8.0,-37.58064516129032,18465850.51546392,6836593.511450382,193516.36776145204,0,1,0,0,1.0
(주)제닉,123330,2019,-12,-14,-6,-7,88,64,114,113,45,-6,30,47,47,-36.2,-18.25,-22.88,-7.41,-7.65,-9.62,2.19,-3.3200000000000003,-20.683399912614693,-20.68,-19.24,-21.9,-24.29,-23.09,6075,10,21,12,-197,-108,0.8987542138114889,6.45,3,2,1,1,1,2,23.0,13.0,-1.0123456790123455,1268.9944781053869,25012.400892719023,658.995542691153,0,1,0,0,1.0
제룡전기(주),33100,2022,-28,-1970,-5,-6,401,246,24,23,0,57,88,76,81,19.2,15.65,14.5,19.75,19.34,18.57,-0.39,17.21,13.537630380557758,13.54,21.0,-4.72,76.42,-2.38,28122,32,158,33,44,61,0.9791777229433484,8.05,2,5,1,1,4,1,38.0,27.0,14.47876447876448,2551.2105621599817,-10616.876927738334,2099.694097183635,0,0,0,1,0.0
(주)에너토크,19990,2022,16,34,2,5,370,256,17,15,7,35,84,48,86,1.7,1.98,2.89,2.72,1.82,3.6,-1.53,-2.6,-0.3859668132421428,-0.39,8.5,-7.45,16.45,-8.91,8246,16,61,31,9,22,0.5080609678356609,4.2,1,2,1,1,1,1,37.0,18.0,93.86792452830188,2186.3423988404984,-98550.34527568248,3692.8061378907264,0,0,0,1,0.0
(주)이글벳,44960,2022,24,42,5,7,320,178,28,19,13,33,21,48,78,6.31,5.8,6.07,6.94,6.62,8.17,0.13,-2.95,4.306955105348587,4.31,-1.77,10.58,7.67,2.2,7760,14,46,18,34,51,0.7935578180921591,5.87,3,2,1,1,2,2,41.0,24.0,25.35407476201533,1606.9337253470433,-217130.43986221863,1585.327659399719,0,0,0,1,0.0
(주)마니커에프앤지,195500,2022,-7,-11,-3,-3,162,115,60,58,25,23,13,59,63,-0.41,-0.26,-0.29,-0.69,-1.65,-1.93,-0.29,-0.0699999999999999,-1.9264180855229605,-1.93,-7.31,7.01,5.22,9.96,12188,12,30,14,-2,30,0.8641183073621742,7.75,2,2,1,1,2,1,20.0,5.0,-187.8125,738.4763139855681,-3536.3647855981453,535.6101936123886,0,0,0,1,0.0
(주)티비씨,33830,2022,47,1326,3,8,1284,1284,6,5,0,60,36,65,94,4.13,4.95,11.6,4.81,3.17,9.54,-4.91,0.1100000000000003,1.441723872062317,1.44,5.97,-5.97,-0.84,1.73,23805,18,149,56,21,35,0.3299972632076292,3.06,1,3,0,0,1,1,30.0,14.0,21.346153846153847,912.8908227480354,-53426.876895811816,2612.7921787219525,0,0,0,1,0.0
(주)위세아이텍,65370,2022,14,22,6,8,103,102,75,41,28,1,30,24,57,14.41,19.32,10.21,3.03,2.7,3.44,2.27,-1.59,3.28252780844238,3.28,-18.13,12.69,11.24,17.61,17052,35,381,45,23,40,0.7728971037111624,30.71,3,2,2,1,1,3,34.0,4.0,17.488076311605724,2584.59521578457,-54129.223875504,1908.9646869337944,0,0,0,1,0.0
모바일어플라이언스(주),87260,2022,12,25,4,6,191,160,56,55,18,32,50,67,64,4.7,3.41,4.02,-0.48,-0.94,-1.37,3.82,-1.1899999999999995,-11.084749267513024,-11.08,-15.96,0.95,9.83,-3.5,7782,11,180,15,27,73,0.7281796199568848,3.57,1,12,1,1,2,1,20.0,7.0,44.83870967741935,1964.5747159319285,-587990.0043532217,1724.6953486106845,0,0,0,1,0.0
(주)시공테크,20710,2022,-6,-44,-1,-2,164,164,31,27,3,13,63,34,76,5.8,7.37,6.91,-1.65,-3.27,-5.19,-2.48,3.31,4.208073895471587,4.21,-19.92,23.0,8.23,17.3,19930,12,63,20,35,21,0.6160837490496067,12.67,2,3,1,1,1,2,36.0,25.0,-85.71428571428571,678.4565306772166,-26301.010103534205,840.2711689217756,0,0,0,1,0.0
대모엔지니어링(주),317850,2022,0,0,0,0,275,148,46,26,18,31,32,48,68,2.7,1.77,2.35,3.09,2.85,3.89,0.4,-7.419999999999999,-12.924294437634492,-12.92,-18.39,-7.14,10.62,-3.3,11513,17,34,21,11,29,0.7871196125523895,6.98,2,2,1,1,1,1,35.0,5.0,59.05172413793103,2397.960670978282,-57997.35757421651,2081.1160511819508,0,0,0,1,0.0
(주)네오셈,253590,2022,6,19,3,6,154,81,110,104,18,27,45,77,48,17.66,9.75,13.39,8.31,7.62,11.2,2.13,5.67,47.24492937174291,47.24,68.5,4.0,100.86,32.67,25877,20,211,35,39,55,0.5708373827703697,5.63,1,5,1,1,3,1,8.0,6.0,13.678861788617889,2077.7024651669635,9747.090255170748,1732.881443770301,0,0,0,1,0.0
(주)파워풀엑스,266870,2022,-5,-10,-1,-2,443,352,29,22,12,59,59,76,78,22.19,19.62,20.34,-3.89,-4.83,-6.83,-0.87,23.93,-13.35389034051869,-13.35,-26.31,93.73,-8.11,129.44,3282,19,147,25,82,0,0.7618729405602233,11.08,1,7,1,1,4,1,10.0,7.0,2.885514018691589,585321.6831829612,-9980731.147540985,596122.6029976652,0,0,0,1,0.0
(주)티피씨,130740,2022,5,9,1,2,186,131,45,38,16,22,32,48,69,-2.35,1.9,2.72,-0.7,-1.28,-1.98,0.04,0.4099999999999997,-10.071716168937291,-10.07,-14.33,-5.68,1.18,4.26,23334,20,42,29,10,24,0.6859283793328248,6.0,2,1,1,1,1,1,25.0,13.0,-43.86363636363637,399.4723099527641,-169589.53612987013,401.3310746659052,0,0,0,1,0.0
(주)지엔씨에너지,119850,2022,-16,-44,-5,-6,193,155,46,46,11,29,21,60,69,26.32,18.38,17.5,3.85,3.63,4.1,0.3,21.38,3.2500835225003466,3.25,-6.06,21.68,1.38,4.68,16572,10,61,11,157,39,0.8698885152392942,5.62,2,4,1,1,2,1,31.0,11.0,2.145858343337335,502.43889766033845,-1918.21433654324,395.8685774290825,0,0,0,1,0.0
(주)에이치케이,44780,2022,10,16,3,3,206,119,46,45,19,32,18,63,69,7.46,5.0,5.25,6.89,6.69,7.14,0.35,-2.920000000000001,-1.584161022100554,-1.58,-4.34,3.51,13.37,1.99,16749,19,56,21,26,41,0.9438979198891632,4.98,2,3,1,1,3,1,34.0,24.0,7.971311475409836,608.854430010174,-39600.40192029256,442.29983213161125,0,0,0,1,0.0
(주)오이솔루션,138080,2022,-1,-2,0,-1,255,158,27,26,19,32,60,53,79,-3.89,-4.18,-7.77,-4.08,-4.47,-11.31,0.01,-13.27,-6.89596475789119,-6.9,-7.17,-6.58,-22.02,-5.06,26289,14,70,34,-23,7,0.409504332727928,7.09,1,2,1,0,1,1,21.0,10.0,-36.0655737704918,1266.353526523057,-23431.206258544666,2429.816623531582,0,0,0,1,0.0
(주)룽투코리아,60240,2022,-171,-1113,-23,-33,537,537,15,15,2,56,2,69,87,-55.96,-61.27,-102.65,-28.88,-29.78,-60.4,-0.48,-45.36,-43.94904274124103,-43.95,-41.6,-48.46,-21.03,-28.42,-23936,-56,-4694,-82,0,0,0.6862672436506791,6.98,1,48,1,0,1,1,31.0,22.0,-2.4740484429065743,1977.370661198482,-3481.082759808061,2500.4376585319765,0,0,0,1,0.0
(주)이앤에치,341310,2022,-15,-26,-6,-13,63,48,62,49,23,-11,14,19,62,-54.53,-39.67,-99.01,-15.98,-16.33,-44.19,0.79,-67.63,-34.35454862355776,-34.35,-53.1,-27.53,-27.9,-32.94,-4026,-14,-21,-30,0,0,0.4661526985380656,9.01,2,1,0,0,0,2,23.0,5.0,-1.6021361815754338,1173627.4177129285,-17936110.63094209,1549703.532223135,0,0,0,1,0.0
(주)러셀,217500,2022,12,37,3,6,480,306,41,25,9,68,221,86,71,6.37,5.13,9.13,6.76,5.96,10.74,0.63,-7.14,7.991543822442742,7.99,12.04,-11.79,-27.41,-3.23,12483,16,149,30,31,45,0.5345631287560247,9.6,1,5,1,1,4,1,9.0,9.0,27.216494845360824,1513.2141154960966,-12687.370335182371,2003.13413071497,0,0,0,1,0.0
(주)세경하이테크,148150,2022,138,560,23,18,239,192,20,17,4,20,83,34,83,9.98,7.33,6.34,3.63,3.4,3.07,0.6,-5.76,-20.31935017350744,-20.32,-40.41,-3.83,-2.86,-5.64,96171,46,83,37,17,46,1.248311185062006,9.86,3,2,1,1,2,3,18.0,5.0,11.074766355140186,801.6941326931969,2949.515458288261,535.7577531819292,0,0,0,1,0.0
(주)베셀,177350,2022,-14,-24,-9,-17,76,46,176,138,38,-12,7,38,36,-35.28,-19.82,-31.85,-7.28,-7.39,-14.9,3.41,-63.81,-9.335947579447822,-9.34,0.3,-14.37,79.13,-10.62,737,1,3,2,-1907,-1404,0.5213819319651387,10.96,2,2,1,1,1,1,20.0,9.0,-9.29757343550447,2938.269332567309,-16254.077005930614,2044.657230243656,0,0,0,1,0.0
(주)솔트룩스,304100,2022,-6,-13,-3,-7,147,147,75,73,20,20,28,61,57,-19.66,-16.63,-30.89,-1.44,-2.47,-6.46,2.2,-10.53,-1.7033357921490035,-1.7,-5.69,5.37,13.27,50.83,9113,12,419,30,-103,-76,0.3851565332488824,11.08,1,17,1,0,1,1,43.0,4.0,-16.262403528114664,3354.7690948254512,-74356.25070607777,4972.141429634697,0,0,0,1,0.0
코위버(주),56360,2022,-24,-69,-5,-10,310,180,28,27,8,45,15,66,78,3.46,3.16,5.01,0.54,0.18,0.33,-0.32,-2.1500000000000004,5.940900846072613,5.94,14.55,-7.55,4.56,0.44,14102,8,39,16,32,34,0.530735003185719,4.25,1,2,1,1,2,1,24.0,23.0,13.68627450980392,519.2192356706324,-4865.690430932572,762.8633673112009,0,0,0,1,0.0
(주)본느,226340,2022,-1,-2,-1,-1,77,66,176,116,41,-10,14,32,36,8.32,1.65,1.74,2.4,2.08,2.88,4.23,22.81,1.2582386640837,1.26,10.38,-2.58,12.85,-2.48,9139,11,102,15,12,47,0.7177550728316824,8.71,3,7,1,1,1,2,9.0,9.0,-55.333333333333336,1662.4923091347296,-14340.010726588487,839.2799060847885,0,0,0,1,0.0
유엔젤(주),72130,2022,-2,-8,0,-1,745,730,13,10,3,55,159,64,88,4.16,4.92,7.35,2.12,1.38,2.82,-1.26,-28.94,-1.1229412654350104,-1.12,-7.3,11.96,1.22,3.27,18299,30,410,61,12,18,0.492348652731781,9.34,1,5,1,0,1,1,25.0,21.0,47.77777777777778,738.5230987072564,-16240.2201027446,1321.9652112040435,0,0,0,1,0.0
(주)티에스트릴리온,317240,2022,-13,-16,-10,-11,26,11,292,284,64,-53,0,19,26,-60.59,-15.73,-16.18,-8.69,-8.69,-9.24,3.52,-25.6,4.400654486284214,4.4,-22.38,13.68,26.18,17.17,-2909,-4,-5,-5,0,0,0.921084598059629,16.0,9,1,1,1,1,4,5.0,5.0,-6.122641509433962,3515.877536157526,-17335.059007603257,974.1140527976368,0,0,0,1,0.0
(주)엑시콘,92870,2022,-19,-59,-3,-5,351,177,17,14,5,29,25,41,85,10.97,13.89,16.69,6.6,6.35,11.25,-0.43,-18.55,10.515160932063148,10.52,45.67,-5.47,37.73,-6.5,30359,18,67,33,50,57,0.5374273221130196,6.64,3,2,1,1,1,2,23.0,9.0,9.008919722497522,681.1161605516452,-38749.25086651418,1081.8161133982962,0,0,0,1,0.0
(주)루켄테크놀러지스,162120,2022,-7,-11,-5,-11,89,54,260,197,50,-6,1,49,28,-13.52,-4.54,-7.78,-3.55,-3.61,-6.98,3.59,-30.51,12.080731085498272,12.08,43.52,-7.15,-12.01,-8.74,4422,8,19,17,-47,-16,0.4886590197229276,3.22,2,1,1,1,1,1,17.0,7.0,-19.680851063829788,2696469.708222812,-17377249.230769232,1534501.800067927,0,0,0,1,0.0
에스비더블유생명과학(주),151910,2016,-12,-42,-8,-16,73,63,188,182,19,-17,23,46,35,95.37,22.36,74.29,-37.11,-37.12,-129.99,6.74,152.66,-59.06853592006832,-59.07,-62.54,-55.56,-56.06,-54.68,59883,74,147,151,49,67,0.4916443471219658,2.15,1,1,0,0,1,1,20.0,12.0,0.5239862935465448,6322.30170240402,-7804.228066105844,4459.596241022353,0,0,0,1,1.0
(주)굿센,243870,2019,-20,-47,-12,-19,60,58,139,126,25,-21,15,31,42,-55.19,-35.38,-51.27,-6.62,-6.74,-13.34,3.83,-34.98,-26.648231581335995,-26.65,-53.01,-1.3,-61.65,-8.12,3282,24,1316,40,-127,-21,0.5975217954765298,3.02,1,22,1,1,1,1,20.0,8.0,-3.0093118328412447,4016231.033268791,-27790753.34957369,2811262.7525874814,0,0,0,1,1.0
컨버즈(주),109070,2014,-2,-2,-2,-2,58,28,1136,868,71,-30,0,41,8,-87.64,-6.8,-9.59,-2.34,-2.41,-3.4,4.36,2.6299999999999955,-9.386757067702586,-9.39,-14.7,-5.36,-10.78,-5.47,4887,7,12,10,-99,-7,0.746035523346476,3.85,3,1,1,1,1,2,15.0,15.0,-1.83641975308642,2165.7235826757524,-20783.86737311964,234.8733546694031,0,0,0,1,1.0
