회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
그린웍스주식회사,67680,2022,8.4,12.55,5.6,3.62,98.57,70.3,200.24,179.58,44.65,-0.86,6.62,58.96,33.31,5.27,1.9,1.1,4.49,4.48,2.71,1.48,2.24,14.743265575982386,14.74,8.06,25.92,-8.39,33.73,2188.21,12.84,39.27,8.3,13.28,64.45,1.5468634405623567,3.92,3.67,5.41,1.73,1.65,4.2,2.73,25.0,0,1,0,0,0.0
(주)하심,66367,2017,334.25,0.0,26.11,68.41,27.96,27.96,8.47,2.12,0.0,-1.41,23.97,0.55,92.19,8.42,6.3,20.78,6.81,6.74,23.19,-0.15,-14.51,-38.54020127240214,-38.54,-97.75,-28.16,-59.13,-20.22,1754.06,14.89,15.08,39.01,53.27,73.92,0.3816681701068116,46.34,3.08,0.34,0.3,0.29,0.32,3.08,27.0,0,1,0,0,0.0
에어미디어,10810,2022,63.76,99.98,13.3,9.15,303.42,262.85,26.35,26.35,13.3,42.43,131.49,63.28,79.14,14.28,11.9,8.14,16.57,15.56,11.05,-0.4,3.94,-5.973004782876042,-5.97,-2.03,-12.07,7.92,-2.36,4508.08,32.43,138.47,22.32,36.45,51.84,1.4528238000801783,24.97,2.61,6.13,1.46,1.41,3.7,2.27,28.0,0,1,0,0,0.0
주식회사아이에스티이,82234,2022,14.95,18.53,8.54,9.01,121.41,80.19,133.34,99.04,46.1,9.09,16.72,51.53,42.86,10.83,4.42,4.56,5.75,5.63,5.93,1.87,0.0,0.0,0.15,-0.95,1.34,14.9,1.53,7372.33,16.98,37.69,17.92,25.46,72.91,0.0,2.87,2.32,2.11,0.97,0.95,1.97,1.83,11.0,0,1,0,0,0.0
(주)영원코퍼레이션,53190,2022,21.43,28.18,3.76,6.24,268.12,226.58,21.3,21.25,13.35,29.45,37.81,46.97,82.44,7.08,6.24,9.46,5.0,3.99,6.55,-1.42,0.79,1.809309660802268,1.81,1.4,2.18,12.4,-0.32,3371.52,11.24,25.82,18.64,50.74,61.03,0.6031309586527484,13.51,1.52,1.38,0.66,0.61,1.15,1.29,22.0,0,1,0,0,0.0
선일교통(주),95271,2022,75.73,0.0,17.25,7.04,164.83,163.49,29.5,29.5,0.0,14.77,111.28,37.55,77.22,-1.11,-0.88,-0.36,-0.73,-0.99,-0.42,-0.1,-7.83,-5.219431738912104,-5.22,26.98,-17.76,13.01,-16.31,13385.73,200.56,331.26,81.84,-0.44,7.12,2.450768000050344,22.91,7.37,3.69,2.44,2.39,3.54,7.3,56.0,0,1,0,0,0.0
한국페링제약(주),44106,2022,6.12,232.03,4.04,2.45,144.17,74.42,194.18,189.47,1.74,28.45,23.2,92.85,33.99,9.69,3.25,1.96,4.26,4.25,2.57,0.02,2.289999999999999,0.731671272243778,0.73,-0.32,16.75,-1.35,-27.9,10142.43,27.93,8826.63,16.92,11.6,23.64,1.6509205345577114,5.42,3.37,437.18,1.66,1.66,24.88,1.78,20.0,0,1,0,0,0.0
주식회사티티에스,51931,2022,4.25,5.65,2.5,3.06,99.47,58.59,143.42,89.98,44.25,-0.2,5.3,36.77,41.08,6.15,2.75,3.0,6.11,5.87,7.23,1.67,0.71,-1.122819264167806,-1.12,-8.16,3.49,-5.34,3.58,7885.18,15.48,31.69,18.94,15.82,65.95,0.8172332865052799,5.05,3.26,1.59,0.92,0.81,1.31,2.13,21.0,0,1,0,0,0.0
(주)오로라씨에스,14629,2022,10.6,15.73,4.59,19.24,343.55,343.55,76.48,9.75,29.2,13.46,68.06,18.99,56.66,7.44,4.8,17.28,5.9,5.39,22.34,1.97,-7.37,2.0953318882168994,2.1,10.14,0.38,13.12,-0.75,5989.35,19.87,31.3,83.24,20.76,38.13,0.2387114750196421,13.35,1.32,0.36,0.28,0.24,0.3,1.32,35.0,0,1,0,0,0.0
주식회사원일현대에프엔티,57362,2022,6.0,9.24,4.62,3.07,85.45,50.45,334.54,282.16,49.99,-9.45,2.57,55.49,23.01,16.82,3.63,2.38,6.16,6.11,4.0,1.45,0.0,0.0,3.32,12.56,-6.26,39.51,-6.19,4131.57,19.99,45.5,13.3,17.86,61.91,0.0,6.56,5.78,3.31,1.53,1.53,3.27,2.87,16.0,0,1,0,0,0.0
이피엔워터주식회사,63092,2021,58.72,720.12,17.65,11.61,173.13,159.16,42.98,40.57,2.45,20.75,81.29,49.12,69.94,29.15,30.51,11.74,24.4,24.18,13.84,-0.04,8.95,35.07667163666975,35.08,-12.73,186.73,30.8,-30.72,5504.79,33.56,15757.98,22.08,53.16,74.59,1.519779633819108,8.05,3.15,584.13,2.6,1.75,4.43,2.88,23.0,0,1,0,0,0.0
엠에프엠코리아(주),59672,2015,3.03,12.62,2.32,0.65,129.34,78.35,325.12,321.93,18.36,22.22,0.04,97.95,23.52,19.83,4.77,1.19,6.48,6.48,1.62,0.27,10.31,27.521534419558275,27.52,28.07,5.98,15.96,79.69,3590.6,11.9,3216.2,3.33,35.64,63.32,3.5760672844513115,7.97,7.59,1241.47,4.02,4.01,179.28,4.1,22.0,0,1,0,0,0.0
정석개발(주),48562,2020,69.86,74.84,53.71,21.8,45.71,41.07,332.39,325.01,71.76,-40.81,0.93,34.36,23.13,13.25,1.53,1.17,2.02,1.85,1.42,0.04,97.02,-64.00000301318146,-64.0,-87.62,26632.16,0.0,139435.57,437.91,7.05,10.87,2.86,40.77,69.65,2.463795462908087,0.0,6.89,7.59,1.31,1.3,7.48,1.58,24.0,0,1,0,0,0.0
(주)해성판넬,96555,2022,4.2,5.03,3.03,3.47,46.91,35.74,257.95,98.1,60.22,-14.55,2.85,12.86,27.94,3.19,0.65,0.65,2.16,2.16,2.25,1.69,-7.520000000000001,21.642156693900606,21.64,-1.52,26.01,4.34,26.11,1835.78,7.22,8.73,8.28,7.91,70.45,0.8721690371738456,9.83,8.5,1.18,0.99,0.96,1.12,6.73,13.0,0,1,0,0,0.0
서진산기주식회사,93422,2022,54.22,0.0,2.67,3.71,2714.09,2044.36,5.18,3.54,0.0,88.08,61.38,91.45,95.07,7.2,7.18,9.26,8.51,7.5,10.11,-1.37,-2.99,6.561961220248737,6.56,7.4,-1.63,-6.67,-5.3,2176.34,15.06,396.65,20.95,44.19,54.31,0.7188669746099733,3.78,1.04,18.41,0.78,0.74,8.34,0.81,14.0,0,1,0,0,0.0
우수AL-Tech(주),67379,2016,6.1,7.93,5.64,4.9,28.0,14.83,1216.04,955.54,71.14,-52.28,0.3,20.33,7.6,25.14,1.68,1.65,2.32,2.28,2.33,2.54,109.08,-25.94950762250884,-25.95,-61.78,-2.67,-15.01,-4.14,4123.73,15.27,20.92,13.26,12.47,85.97,1.1515060717528318,9.38,4.73,1.49,1.02,0.98,1.43,3.13,19.0,0,1,0,0,0.0
삼보계량시스템(주),94472,2022,25.74,984.46,16.7,22.63,124.16,92.9,184.77,182.01,1.7,15.44,57.2,79.35,35.12,23.04,9.33,10.2,9.74,9.72,11.2,0.06,-0.1400000000000005,42.69153312318903,42.69,62.12,-2.3,10.3,-1.9,7701.16,20.45,132.32,27.71,36.82,51.0,0.7379003610125174,5.01,1.65,4.71,0.91,0.87,3.53,1.15,25.0,0,1,0,0,0.0
주식회사나래산업,76928,2022,8.45,11.09,6.18,5.11,49.51,39.79,272.77,200.17,55.73,-27.11,5.61,26.59,26.83,31.7,7.07,5.38,10.13,10.04,7.77,1.96,27.28,14.72368870362462,14.72,43.49,6.96,82.02,6.7,5174.87,19.7,27.91,16.27,33.08,71.32,1.2102735353508902,9.2,6.87,1.73,1.31,1.29,1.7,5.36,11.0,0,1,0,0,0.0
(주)청명종합건설,82970,2022,12.97,24.56,7.99,10.03,57.46,51.27,160.5,88.87,32.54,-14.51,6.99,19.6,38.39,12.66,4.24,5.74,6.37,6.35,8.67,1.82,4.97,-14.813320687963955,-14.81,-45.56,-1.21,27.27,-1.23,1395.25,9.86,12.43,12.38,46.36,81.39,0.7964582260180905,9.06,6.29,1.0,0.74,0.73,0.98,2.86,8.0,0,1,0,0,0.0
(주)차본,72863,2022,-1.67,-1.8,-1.11,-2.6,14.4,7.06,197.43,177.4,61.56,-51.05,1.44,8.59,33.62,0.77,0.23,0.57,2.51,2.5,6.13,5.56,34.43,-7.307673141309172,-7.31,-39.38,-2.46,-0.24,-2.29,2775.61,6.38,7.02,15.02,3.8,86.24,0.424823600059188,12.05,8.44,0.46,0.41,0.41,0.46,3.73,15.0,0,1,0,0,0.0
주식회사성도피엔에이,95170,2022,42.65,0.0,15.68,3.69,131.8,131.8,58.16,58.16,0.0,11.69,9.73,48.47,63.23,-2.36,-1.62,-0.39,-2.15,-2.17,-0.55,0.0,-28.44,-13.97086079738675,-13.97,-37.01,31.14,-3.95,84.49,9252.52,321.25,1527.3,75.49,-0.52,7.59,4.255298013704908,9.31,6.79,26.24,4.11,3.94,9.37,6.79,16.0,0,1,0,0,0.0
주식회사파인비치,88757,2022,9.86,24.14,7.87,29.0,10.38,10.34,394.67,345.9,32.59,-62.67,2.93,7.26,20.22,32.97,6.6,24.57,8.75,8.71,32.52,5.48,-1.8999999999999984,-2.454437973139697,-2.45,-32.12,1.0,6.91,1.33,16995.08,17.44,18.82,64.31,38.21,81.34,0.2712460806264129,0.0,3.03,0.29,0.27,0.27,0.29,3.02,5.0,0,1,0,0,0.0
주식회사한샘개발,80168,2022,19.06,470.64,12.74,3.75,137.48,137.48,201.61,157.25,2.71,19.54,57.29,71.68,33.16,33.33,11.05,2.71,13.01,12.31,3.12,-0.14,38.25,39.31293579151197,39.31,23.55,105.73,94.57,52.54,7242.6,32.71,283.07,9.64,28.16,59.18,3.39376143125978,14.19,5.23,32.83,4.07,3.95,16.13,5.23,12.0,0,1,0,0,0.0
쌍신전자통신(주),19844,2022,35.05,0.0,8.23,12.36,341.3,218.35,30.66,21.77,0.0,40.2,42.62,56.86,76.54,3.08,2.78,3.47,4.83,4.2,6.34,-0.95,-11.43,-0.4141832775160921,-1.09,7.6,-10.6,-11.73,-3.2,4817.9,10.69,39.58,16.07,21.58,46.41,0.7087066937303504,4.72,1.82,2.4,0.8,0.66,1.46,1.21,51.0,0,1,0,0,0.0
주식회사인이스홀딩스,94633,2022,6.33,8.22,5.22,4.04,45.25,31.6,471.47,375.81,63.53,-36.0,1.2,29.76,17.5,19.58,5.32,2.57,9.77,8.84,6.65,1.74,19.25,5.623183139534884,5.62,2.07,7.2,22.96,-2.95,2563.63,19.83,63.8,15.32,16.75,39.76,1.2942644508286034,7.93,5.81,4.1,2.07,1.33,1.91,4.39,12.0,0,1,0,0,0.0
대화페인트공업(주),43044,2022,20.93,0.0,3.68,5.73,560.22,489.85,21.36,19.41,0.0,73.6,90.55,89.59,82.4,-1.32,-1.22,-1.71,-1.17,-1.91,-2.96,-1.15,-3.83,0.1672257219751238,0.17,6.37,-33.31,-0.97,-5.81,1009.23,1.88,64.75,2.92,-58.37,-75.58,0.6425078742001148,2.61,0.85,21.5,0.71,0.64,4.94,0.74,48.0,0,1,0,0,0.0
에이비씨나노텍(주),48887,2019,23.49,37.04,13.68,17.46,50.97,37.09,139.45,115.82,36.93,-23.71,2.48,24.65,41.76,20.4,7.77,9.87,8.59,8.56,11.03,1.74,1.8499999999999976,-1.822496667900794,-1.82,5.89,-4.11,11.73,-0.57,3053.35,27.5,45.84,35.1,28.11,56.92,0.7833948131431693,6.1,4.93,1.26,0.79,0.78,1.02,3.27,25.0,0,1,0,0,0.0
주식회사오르다코리아,41259,2019,38.31,46.6,20.51,24.34,239.87,83.45,115.29,65.94,44.03,42.84,2.23,73.46,46.45,7.03,3.13,3.84,6.57,6.54,8.64,3.24,0.0,0.0,-18.47,-19.15,-16.52,-8.88,-25.74,2740.52,25.83,2431.29,30.65,12.53,54.34,0.0,5.01,2.93,67.62,0.81,0.76,2.89,1.03,32.0,0,1,0,0,0.0
강립실업(주),50037,2022,1.81,2.25,1.7,4.26,8.89,8.89,1554.38,1308.23,75.28,-72.05,1.83,7.03,6.04,-15.91,-1.04,-2.63,0.06,0.06,0.15,5.95,31.360000000000003,-1.8041177325685231,-1.8,1.91,-2.07,0.16,-2.08,3912.89,31.99,34.48,80.42,-3.27,16.86,0.3977059702174546,0.0,5.71,0.42,0.39,0.39,0.42,5.71,31.0,0,1,0,0,0.0
한미철강(주,69496,2022,-0.03,-0.05,-0.02,-0.01,132.12,105.03,143.98,124.28,30.23,16.36,2.11,67.3,40.99,1.92,0.66,0.29,2.08,2.08,0.91,0.64,-44.17,-27.49292853685964,-27.49,-37.01,5.24,-4.81,5.25,1257.3,13.95,42.66,5.11,5.67,25.65,2.729858532808836,4.48,4.33,8.56,2.29,2.29,8.56,3.14,20.0,0,1,0,0,0.0
주식회사한림로덱스,68002,2019,-2.13,-3.7,-1.69,-2.03,58.14,9.12,384.32,317.07,45.6,-27.41,1.26,38.06,20.65,2.57,0.53,0.63,2.72,2.71,3.38,2.77,0.0699999999999998,-6.498030357930635,-6.5,1.8,-10.96,-28.44,-12.87,1756.43,18.98,33.25,22.87,2.76,67.78,0.8300319982536583,23.61,14.82,1.35,0.83,0.8,1.26,2.2,18.0,0,1,0,0,0.0
대경TLS(주),14098,2022,4.93,9.37,3.17,2.86,36.15,35.7,179.91,179.91,33.78,-41.04,16.43,23.23,35.73,2.75,1.15,0.91,2.34,2.1,1.98,0.87,3.76,-7.6720594101572575,-7.67,-23.21,-1.65,2.3,-1.97,2876.79,9.12,16.43,8.22,11.1,46.69,1.10848403187569,10.68,4.18,1.98,1.26,1.06,1.43,4.14,54.0,0,1,0,0,0.0
비카코리아주식회사,74168,2022,6.57,31.62,3.63,3.05,146.86,80.54,123.08,102.22,11.47,21.47,35.54,67.29,44.83,14.53,6.25,5.11,8.38,8.35,6.88,0.14,4.199999999999999,4.53361359609831,4.53,7.1,-0.38,7.01,-0.41,6614.71,19.65,63.38,16.55,30.89,46.7,1.1872252221931454,7.32,3.34,3.82,1.22,1.21,3.62,1.82,27.0,0,1,0,0,0.0
(주)동림유화,41229,2022,5.04,6.29,3.42,5.99,119.02,103.86,211.13,132.55,54.33,8.1,2.06,50.7,32.14,16.41,6.27,9.01,1.14,0.73,1.25,3.01,1.42,3.964754972889808,3.96,-2.66,11.79,1.63,5.0,4428.25,15.94,53.8,27.91,32.29,53.98,0.5711433302824178,1.82,1.27,1.95,0.7,0.58,1.22,1.11,28.0,0,1,0,0,0.0
송암철강(주),82302,2022,12.92,16.53,7.91,5.39,79.56,64.04,157.89,128.14,47.85,-10.15,9.77,39.53,38.78,33.33,11.8,7.55,15.36,15.18,10.07,1.05,5.549999999999997,5.7128851550836055,5.71,8.53,3.95,17.37,2.81,7507.68,22.53,39.57,15.35,49.17,88.04,1.467499758709043,6.59,4.94,2.6,1.56,1.51,2.47,3.86,26.0,0,1,0,0,0.0
유한회사동화,70666,2022,45.21,72.16,17.97,18.23,45.46,38.61,65.97,63.18,24.9,-20.76,4.57,17.31,60.25,2.49,1.73,1.51,2.02,1.83,1.96,1.01,-1.6499999999999997,-9.892248386190678,-9.89,-21.89,-6.9,-13.53,-11.97,4133.51,17.61,28.84,17.86,8.43,68.47,0.9859762387560606,8.22,5.92,1.48,1.15,0.93,1.15,5.0,14.0,0,1,0,0,0.0
주식회사벧엘엔지니어링,66018,2016,13.5,25.45,11.1,15.22,46.87,42.74,462.56,307.86,43.61,-29.08,0.45,25.65,17.78,132.91,13.94,19.46,13.45,13.45,18.83,2.69,132.91,-4.0723517761386,-4.07,-7.73,-2.74,14.52,-1.41,3134.1,29.37,42.66,40.27,48.32,71.51,0.7293298739855893,17.77,2.99,1.05,0.72,0.71,0.97,2.73,19.0,0,1,0,0,0.0
성도건설주식회사,39273,2018,46.72,179.81,20.08,25.33,133.19,132.93,75.4,45.79,11.17,8.67,37.0,34.77,57.01,-47.2,-32.2,-48.67,-8.26,-9.36,-15.27,-0.36,-63.86,-37.01843320846893,-37.02,-56.65,-16.97,-65.82,-27.99,1597.94,13.41,33.16,16.92,-287.72,-61.13,0.7927926181212979,3.46,1.38,1.64,0.66,0.61,1.1,1.38,30.0,0,1,0,0,0.0
(주)화인써키트,44077,2021,17.03,28.72,7.3,5.33,223.82,157.18,75.14,46.28,25.44,32.72,45.97,59.15,57.1,17.94,9.48,6.63,10.23,10.04,7.12,0.13,-10.299999999999995,5.985208211771226,5.99,-11.7,49.26,13.7,56.67,8291.57,17.2,44.66,12.55,52.83,77.56,1.370484246493991,8.02,2.95,4.34,1.43,1.41,4.02,2.17,33.0,0,1,0,0,0.0
이맥바이오(주),65774,2016,36.12,49.54,22.39,7.72,80.31,71.48,163.01,123.82,45.19,-9.27,7.11,37.81,38.02,38.62,18.0,4.31,21.97,21.29,6.83,0.43,22.12,16.159654432204967,16.16,-14.39,48.33,45.12,71.75,6023.89,27.15,104.21,9.36,46.08,84.61,2.9000648383507714,11.67,7.78,6.48,4.17,3.12,5.57,7.08,13.0,0,1,0,0,0.0
주식회사대동테크윈,89508,2022,6.54,7.45,3.7,6.01,167.91,96.09,129.97,75.0,49.62,22.15,25.94,54.76,43.48,7.36,3.27,5.05,6.28,6.28,9.89,3.25,-10.36,6.493433760900041,6.49,10.18,2.35,13.64,0.29,1800.8,10.25,24.56,16.66,30.3,71.92,0.6152438388610487,3.81,2.5,1.48,0.65,0.63,1.38,1.18,15.0,0,1,0,0,0.0
대영유지주식회사,66010,2015,9.78,14.64,4.95,5.78,76.77,53.66,102.55,59.38,33.82,-6.81,23.13,22.51,49.37,6.78,3.02,3.06,4.01,3.69,4.23,1.23,29.23,3.3491730547086944,3.35,-10.9,8.39,2.33,-5.3,2203.77,19.42,36.03,22.66,13.53,49.33,0.8571573465842275,11.41,4.53,1.55,0.98,0.87,1.15,3.59,24.0,0,1,0,0,0.0
주식회사중해마루힐,100007,2022,9.83,47.44,6.92,4.9,137.14,137.14,237.69,219.72,14.59,24.17,17.6,89.23,29.61,40.32,13.5,7.04,17.87,15.97,9.47,-0.28,20.91,47.99995104112059,48.0,58.34,-3.97,40.22,16.77,5769.81,13.95,2923.61,9.88,71.22,92.88,1.4124739317046815,11.17,1.94,318.88,1.92,1.69,12.85,1.94,5.0,0,1,0,0,0.0
주식회사풍년그린텍,87035,2022,30.52,52.44,16.89,11.83,101.18,79.43,123.84,68.96,32.2,0.36,2.89,31.17,44.68,7.38,3.42,2.23,5.29,5.2,3.7,0.76,3.66,-2.856687612747995,-2.86,-2.91,-2.83,24.07,-5.98,3828.98,16.69,29.99,11.69,19.06,85.33,1.4275716912380865,8.17,5.62,2.14,1.53,1.41,2.04,4.51,19.0,0,1,0,0,0.0
두림야스카와(주),47222,2022,7.23,113.92,3.67,7.5,155.39,94.27,103.32,98.42,3.23,26.81,48.49,75.22,49.18,11.01,6.92,10.84,4.16,3.81,6.6,-0.33,0.0499999999999989,54.61368022887113,42.76,63.74,2.79,14.14,-56.58,17562.26,10.31,107.96,21.03,51.54,69.84,0.6164736783064712,3.14,1.13,3.1,0.64,0.58,2.01,0.81,27.0,0,1,0,0,0.0
주식회사씨엠에이글로벌,67712,2022,34.27,52.16,11.18,14.83,168.28,151.35,48.43,45.25,21.43,20.82,56.72,51.3,67.37,10.35,7.68,8.91,10.67,10.09,13.0,0.12,0.0,0.0,6.06,4.28,8.0,-8.15,6.78,8337.07,22.91,73.7,30.39,29.31,47.17,0.0,7.57,1.68,2.34,0.86,0.78,1.61,1.5,14.0,0,1,0,0,0.0
(주)동산에스엔알,95231,2022,48.56,155.37,18.11,3.62,206.17,197.0,59.45,58.21,11.65,38.76,111.12,75.26,62.71,-4.9,-3.08,-0.63,-2.7,-3.07,-0.72,0.02,-52.16,-25.198549577380795,-25.2,-34.34,29.8,-15.59,-9.69,513.68,3.27,57.88,0.65,-96.2,-74.12,5.006860404543616,12.22,5.72,84.09,4.91,4.29,22.86,5.27,34.0,0,1,0,0,0.0
(주)진부,96224,2022,78.47,318.39,13.43,11.07,389.94,375.73,20.65,20.37,4.22,48.95,92.25,65.83,82.88,17.62,16.01,11.21,20.18,19.94,15.36,-0.13,3.700000000000001,14.914268985796411,14.91,29.79,-5.87,40.02,2.65,5236.59,22.09,90.32,18.21,61.58,85.11,1.2136264890370814,7.12,2.16,5.03,1.43,1.3,3.44,2.08,33.0,0,1,0,0,0.0
대견기업주식회사,54170,2019,87.41,0.0,12.99,67.58,3790.03,3790.03,17.46,2.78,0.0,87.43,3.58,89.8,85.13,15.12,13.03,65.41,16.32,14.49,73.8,-9.36,-0.6000000000000014,4.274634922718075,4.27,9.02,-24.64,2.15,-5.1,2875.64,16.69,163.77,86.82,75.34,93.44,0.1922853486353067,0.0,0.22,1.84,0.2,0.2,1.62,0.22,48.0,0,1,0,0,0.0
(주)기성엔지니어링,69790,2015,251.57,0.0,15.05,19.75,799.82,799.82,6.36,6.27,0.0,41.25,84.7,47.15,94.02,7.52,6.48,8.94,7.81,6.94,9.64,-0.83,-20.43,-10.432393934876233,-10.43,-18.48,-1.78,-34.8,-2.04,3091.03,27.04,53.77,35.48,25.19,60.69,0.7620871630950408,11.58,1.45,1.5,0.73,0.72,1.43,1.45,14.0,0,1,0,0,0.0
영진앵글주식회사,95552,2022,66.14,1333.02,28.71,23.42,159.1,152.29,76.7,76.68,2.15,25.64,45.3,69.04,56.59,61.98,30.17,22.31,37.75,37.17,27.61,-0.39,18.84,21.81056445620965,21.81,22.98,19.28,-25.45,15.66,19971.81,43.01,149.27,35.1,63.56,81.41,1.2255945084737951,7.13,2.03,4.56,1.35,1.35,4.31,1.96,19.0,0,1,0,0,0.0
(주)씨네시티부산,70414,2019,10.78,17.45,3.05,23.4,22.08,22.05,39.4,28.43,17.45,-15.89,19.11,4.5,71.74,4.94,3.5,26.58,2.01,1.99,15.15,3.72,3.2600000000000007,2.2816402786515955,2.28,188.3,-0.74,-11.17,-1.04,1728.15,7.71,8.1,59.26,44.85,85.42,0.1301755319607189,31.32,4.31,0.14,0.13,0.13,0.14,4.29,54.0,0,1,0,0,0.0
석영개발주식회사,69788,2022,7.16,10.13,4.95,2.72,105.55,85.87,224.62,110.25,48.9,1.88,1.94,35.85,30.81,1.39,0.43,0.23,2.7,2.7,1.54,1.17,-1.95,-7.0296883183786125,-7.03,-8.21,-6.36,-10.89,-8.13,4489.56,18.73,32.01,10.27,2.27,63.69,1.822611146879332,6.81,5.8,2.97,1.83,1.76,2.75,4.87,22.0,0,1,0,0,0.0
세미기업(주),65085,2022,13.9,63.98,2.82,1.89,321.47,252.82,25.44,25.36,4.41,44.77,63.19,64.98,79.72,6.88,5.68,3.56,5.29,4.22,2.74,-0.57,-0.6200000000000001,6.584486896623569,6.58,3.27,13.35,19.33,1.38,9942.24,25.78,89.06,17.28,20.57,26.29,1.49168001233647,10.2,2.86,5.19,1.6,1.54,4.53,2.33,34.0,0,1,0,0,0.0
주식회사세움1,80914,2018,12.31,14.69,10.64,4.32,693.25,365.21,640.35,106.34,72.48,85.21,9.98,99.58,13.51,166.98,10.6,4.99,23.78,23.05,10.85,0.58,0.0,0.0,-24.2,-24.34,29.08,484.9,0.0,3732.78,28.11,7810.95,11.4,43.73,97.47,0.0,34.04,7.01,1369.76,2.13,2.13,655.4,2.13,9.0,0,1,0,0,0.0
(주)평택당진항만,69038,2022,82.92,163.88,22.29,23.59,261.6,260.45,36.76,36.76,13.6,43.44,53.42,70.32,73.12,19.78,15.13,15.15,18.82,17.85,18.71,-0.52,-2.629999999999999,1.9098660718475653,1.91,6.19,-6.98,9.84,-30.49,6417.29,24.94,626.1,26.39,57.38,83.5,0.944776694921396,6.14,1.39,19.45,1.0,0.95,3.07,1.38,19.0,0,1,0,0,0.0
주)서원기업,74203,2022,1.82,0.0,0.5,12.02,2523.94,2523.94,38.12,0.67,0.0,11.68,181.44,12.16,72.4,-1.9,-1.54,-33.52,0.62,0.29,7.18,-8.33,-0.8499999999999999,-6.640022294622513,-6.64,-13.31,-5.63,6.99,-0.25,435.9,1.86,2.39,44.53,-75.26,-40.77,0.0417330546618666,5.47,0.32,0.05,0.05,0.04,0.05,0.32,10.0,0,1,0,0,0.0
주식회사송현이노베이션,81561,2022,343.55,54914.88,83.91,37.76,469.29,369.91,32.32,28.12,0.15,78.49,361.99,99.75,75.58,162.55,62.3,30.5,79.69,79.68,39.0,0.6,0.0,0.0,-14.93,-8.62,-97.0,562.98,-97.5,10918.36,95.76,45969.91,43.09,70.77,91.61,0.0,33.54,4.63,51.94,2.04,2.04,51.42,2.13,9.0,0,1,0,0,0.0
(주)남창,67469,2022,-5.86,-6.52,-3.41,-1.63,157.15,82.05,139.11,115.93,52.25,27.71,24.48,76.19,41.82,25.46,9.5,4.56,15.7,15.38,7.72,0.86,-26.89,-9.225606038474934,-9.23,-21.52,81.99,22.54,195.19,8439.44,21.99,129.85,10.5,43.42,72.57,2.0936106016049814,10.35,5.15,15.53,2.08,1.99,11.35,2.42,25.0,0,1,0,0,0.0
(주)한국유로폼,87831,2022,263.49,962.34,23.04,37.79,502.85,502.85,9.58,6.96,2.39,25.58,45.73,31.93,91.26,28.76,25.94,37.63,25.87,25.87,37.95,0.11,17.21,26.706265849065385,26.71,79.49,11.34,50.03,11.42,13327.87,44.32,66.75,72.68,51.77,89.33,0.6097797261960517,2.91,2.45,0.96,0.69,0.68,0.94,2.45,17.0,0,1,0,0,0.0
주식회사티오피클래식,78263,2019,194.95,545.96,61.83,399.2,358.85,128.97,46.45,25.67,11.33,45.37,0.75,62.9,68.28,2.25,1.35,9.79,2.4,1.45,10.75,-2.66,-20.06,-22.515221621379062,-22.52,-40.33,56.96,-77.59,64.9,825.19,3.85,12.42,24.88,39.35,67.57,0.1548920212719502,315.92,0.46,0.62,0.14,0.14,0.51,0.18,11.0,0,1,0,0,0.0
강인여객(주),49833,2022,38.38,0.0,12.78,6.96,305.72,305.72,49.93,34.32,0.0,47.09,60.26,69.98,66.7,18.61,12.57,6.23,11.86,11.17,5.54,-0.34,0.6799999999999997,21.766980997024024,21.77,29.53,6.84,17.25,6.44,12574.05,130.24,437.0,70.9,8.78,13.47,1.8370268385377733,15.85,2.96,6.36,2.02,2.02,6.32,2.96,45.0,0,1,0,0,0.0
주식회사한림공원,48843,2019,597.9,0.0,6.39,36.28,4528.73,4526.42,1.08,1.04,0.0,45.42,206.7,46.44,98.93,5.95,6.72,33.03,7.0,5.46,30.64,-8.63,-0.4599999999999999,2.430367322694907,2.43,-30.03,71.36,-1.02,-1.16,3927.68,13.89,46.54,78.9,41.86,45.01,0.1760164607150243,157.85,0.31,0.59,0.2,0.18,0.42,0.31,38.0,0,1,0,0,0.0
(주)에스와이글로벌,51197,2022,16.87,0.0,3.51,5.18,1081.61,905.66,26.3,6.86,0.0,53.35,196.24,58.79,79.18,3.47,3.81,4.1,7.26,7.01,10.43,-0.37,0.2200000000000002,-1.6359233141023193,-1.64,1.49,-5.78,19.14,-2.6,2718.32,10.4,100.09,15.33,26.73,43.25,0.678286575956096,3.62,1.42,6.44,0.93,0.67,1.6,1.16,22.0,0,1,0,0,0.0
