회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,비유동비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,매출액총이익률,총자본사업이익률,총자본정상영업이익률,자기자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,자기자본배율,유형자산증가율,재고자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,자기자본회전률,경영자본회전률,총자본회전률,비유동자산회전률,순운전자본회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
(주)쎌바이오텍,49960,2022,179,1445,12,27,1024,968,37,7,7,1,59,114,65,93,7.71,7.74,16.39,75.11,6.04,5.29,5.64,11.98,-1.63,-2.3400000000000007,2.624040867243562,2.62,12.05,-11.41,7.79,2300,-1.23,14.29,25100,22,77,50,33,0.4361735303852537,10.95,1,1,0,0,0,1,1,1,29.0,22.0,성숙기,0.0
(주)씨씨에스충북방송,66790,2014,-19,-26,-9,-21,157,155,90,84,60,34,19,8,51,54,-11.39,-7.18,-15.99,19.06,-3.79,-4.73,-8.71,-11.49,-0.43,-3.7200000000000006,0.4650149330208452,0.47,24.19,-16.17,-9.13,91,-6.84,-29.88,3968,6,17,15,-109,0.410459546233724,4.7,1,1,1,0,0,1,1,1,27.0,21.0,도입기,1.0
(주)씨아이테크,4920,2014,-22,-30,-8,-16,115,103,100,52,45,25,4,30,34,66,-19.22,-14.55,-25.88,30.42,-4.56,-6.15,-9.38,-12.9,0.1,-15.13,6.536406330383382,0.0,0.0,0.0,0.0,149,0.0,0.0,-79,0,-1,-1,0,0.4769788200639409,7.23,2,1,1,1,0,1,1,1,57.0,35.0,도입기,1.0
(주)씨에스,65770,2022,-7,-20,-3,-3,184,156,28,88,87,16,39,11,85,53,-17.62,-10.17,-9.89,5.97,-10.83,-12.06,-20.93,-11.75,0.31,-6.450000000000001,-0.96110112967788,-0.96,-1.93,4.89,-14.38,187,-6.04,40.62,1589,5,65,5,-219,1.0312250493297832,7.98,1,14,2,1,1,7,1,1,25.0,20.0,쇠퇴기,0.0
(주)씨엔플러스,115530,2015,-6,-6,-4,-7,46,38,220,193,157,58,-29,4,25,34,-56.12,-27.34,-44.41,7.73,-8.21,-8.3,-20.7,-16.22,2.57,-15.909999999999997,-10.909224239760572,-10.91,-14.63,-9.6,-18.55,708,-14.78,-15.64,-1320,-3,-4,-5,0,0.5430720033906221,5.92,2,1,1,1,1,1,1,2,21.0,13.0,도입기,1.0
(주)씨유메디칼시스템,115480,2018,9,11,5,7,111,74,134,116,75,42,4,15,38,46,3.91,2.42,2.27,22.27,5.02,4.4,8.09,4.8,1.31,11.44,70.06110371343274,70.06,16.15,138.77,30.78,597,501.11,-0.37,12963,12,31,17,13,0.7276189611249614,5.47,3,3,2,1,1,2,1,2,23.0,13.0,성장기,1.0
(주)씨티케이,260930,2022,-10,-25,-2,-4,356,332,64,18,15,6,33,156,46,85,-11.01,-16.17,-30.52,31.53,-7.46,-7.86,-9.23,-21.94,-0.07,-10.47,-14.219126832962766,-14.22,-4.56,-20.94,-39.72,1592,5.66,10.77,4348,2,11,6,-487,0.3881440408595824,5.95,1,2,0,1,0,1,1,1,23.0,7.0,도입기,0.0
(주)씨티프라퍼티,52300,2014,137,428,26,21,212,211,87,24,17,6,16,89,30,81,-25.2,-13.97,-10.23,17.31,-4.47,-4.76,-8.14,-4.6,1.24,-15.2,-29.24374940377871,-29.24,-46.35,-18.24,-23.56,88,-49.95,-33.33,9135,24,1326,19,-54,1.248897339251376,7.91,3,47,2,1,1,2,2,3,29.0,23.0,성숙기,1.0
(주)아나패스,123860,2020,-11,-36,-9,-8,114,108,71,397,373,25,11,25,86,20,-132.58,-49.36,-48.52,10.34,-19.74,-20.64,-60.71,-22.21,0.8,-96.9,-25.431905313910782,-25.43,-22.26,-40.19,65.95,344,-32.45,-69.76,-36373,-39,-622,-36,0,1.0875363481950662,36.87,1,10,3,1,1,6,1,1,22.0,14.0,쇠퇴기,1.0
(주)아리온테크놀로지,58220,2018,-1,-3,-1,-2,130,100,215,204,69,29,7,26,29,33,-47.35,-23.42,-24.34,14.51,-7.75,-8.05,-24.3,-12.78,8.6,28.770000000000003,12.552392119288406,12.55,-11.0,26.48,-11.32,140,-97.27,-10.52,-1414,-2,-300,-3,0,0.5945556091566465,5.88,2,5,2,1,1,1,1,2,25.0,19.0,도입기,1.0
(주)아모그린텍,125210,2022,8,12,5,5,106,74,144,156,106,40,3,12,44,39,23.31,9.22,8.03,20.67,6.93,6.86,18.05,6.22,1.3,16.72,25.241949290810773,25.24,2.12,52.2,16.43,678,57.16,9.36,31138,22,50,22,37,0.9928961839030764,4.86,3,3,3,1,1,2,1,2,20.0,5.0,성장기,0.0
(주)아미노로직스,74430,2014,-50,-91,-9,-96,344,197,59,21,18,10,37,171,52,82,-22.42,-23.28,-228.75,3.15,-10.47,-11.46,-13.77,-140.5,-7.08,15.869999999999996,-19.861586168325427,-19.86,-15.58,-23.99,8.1,435,-19.14,-9.79,-6273,-16,-969,-177,0,0.0916647256268868,2.7,0,5,0,0,0,0,0,0,27.0,20.0,도입기,1.0
(주)아스타,246720,2019,-45,-55,-19,-383,137,119,88,71,60,34,13,44,48,59,-48.28,-57.66,-1198.9,82.01,-17.67,-19.29,-25.54,-493.71,-17.06,-36.56,-32.46347888454184,-32.46,-53.33,16.39,-28.19,258,1243.81,-21.26,-10565,-41,-97,-845,0,0.0484613210549734,6.36,0,0,0,0,0,0,0,0,18.0,7.0,쇠퇴기,1.0
(주)아시아경제,127710,2022,15,19,11,92,76,76,249,279,171,57,-11,16,34,26,9.19,2.65,20.49,36.84,0.0,-0.16,-0.6,-1.34,0.46,-9.74,203.4321960971756,0.0,0.0,0.0,0.0,1089,0.0,0.0,57665,8,49,68,30,0.1183731408805299,8.57,0,1,0,0,0,0,0,0,19.0,9.0,성숙기,0.0
(주)아우딘퓨쳐스,227610,2021,-9,-13,-6,-7,122,77,116,189,142,47,11,15,60,35,-39.72,-16.67,-19.06,34.18,-14.42,-14.83,-40.73,-17.58,2.12,5.759999999999998,-5.715643729099403,-5.72,-3.97,-8.23,8.65,176,-8.26,-23.7,8809,17,50,20,-95,0.8689169766207873,9.12,2,2,2,1,1,2,1,1,24.0,7.0,성장기,1.0
(주)아이앤씨테크놀로지,52860,2015,-27,-48,-12,-69,189,143,133,85,28,26,13,7,28,54,-67.39,-58.14,-302.09,26.91,-11.32,-11.59,-17.14,-76.21,1.35,-43.83,-24.14766896310291,-24.15,-5.16,-29.68,80.64,402,-1.05,8.59,-23323,-43,-142,-242,0,0.1762158191501246,18.92,1,1,0,0,0,0,0,1,28.0,15.0,쇠퇴기,1.0
(주)아이에스시,95340,2022,58,134,15,29,199,171,73,34,30,11,22,66,45,75,17.91,16.79,24.56,47.18,18.37,18.02,22.78,31.24,-0.54,2.6099999999999994,36.95019668016688,36.95,64.48,20.38,23.64,3082,20.26,55.51,106706,30,109,60,41,0.4990376038454421,8.17,2,1,1,1,1,1,1,1,23.0,17.0,성장기,0.0
(주)아이에스이커머스,69920,2017,-14,0,-3,-8,291,289,46,28,28,0,42,71,64,78,58.94,66.6,92.39,48.53,-0.68,-1.82,-2.44,-3.83,-1.88,53.58,9.31198728576729,71.13,97.37,38.67,48.32,593,-73.6,-83.88,53739,55,6844,147,63,0.3759717281497499,4.6,1,19,1,1,0,1,1,1,23.0,17.0,쇠퇴기,1.0
(주)아이엘사이언스,307180,2021,-10,-22,-8,-12,84,73,195,373,329,38,-11,14,59,21,-101.08,-17.89,-15.78,27.94,4.65,4.54,20.52,5.27,3.13,-49.7,81.39328130450686,81.39,177.13,21.44,177.08,356,31.21,319.33,1090,2,9,2,-704,0.667508589809297,3.65,2,2,4,1,1,2,1,2,6.0,6.0,도입기,1.0
(주)아이엠,101390,2020,-11,-24,-8,-4,66,46,216,266,227,34,-21,11,41,27,-46.43,-13.61,-8.55,3.0,-7.11,-7.22,-26.13,-4.85,2.77,4.5,-32.645855509978915,-32.65,-26.45,-36.4,-27.64,101,-29.55,-25.18,29330,37,68,20,-43,1.850328919514764,9.86,5,3,5,2,1,2,1,4,18.0,16.0,쇠퇴기,1.0
(주)아이오케이컴퍼니,78860,2018,-3,-4,-1,-4,130,130,90,48,45,23,9,10,39,67,-16.58,-24.03,-44.65,8.02,-4.56,-5.19,-7.1,-19.33,14.71,-10.45,61.14173372565481,61.14,177.22,26.7,61.79,446,774.07,-85.71,7,0,0,0,-190075,0.2174992804832016,9.08,1,12,0,1,0,0,0,1,24.0,18.0,도입기,1.0
(주)아이윈,90150,2015,4,6,2,2,189,123,99,136,72,38,27,51,58,42,2.24,1.15,0.95,15.85,1.7,1.55,3.76,1.6,1.12,0.1700000000000003,-2.8603761062823647,-2.86,-3.92,-1.37,2.34,863,-1.68,7.22,15982,16,91,16,6,0.9868114373257704,5.99,3,6,2,1,1,2,1,2,25.0,18.0,성숙기,1.0
(주)아이윈플러스,123010,2018,-4,-5,-3,-5,71,56,203,192,126,55,-13,27,31,34,-53.13,-23.13,-47.4,-21.93,-20.09,-20.3,-48.6,-43.36,3.86,-24.72,-19.214506342572225,-19.21,-28.06,-14.58,-34.88,223,-14.39,-29.61,1437,8,13,16,-305,0.5239847127653039,6.0,2,1,1,0,0,1,1,1,21.0,8.0,쇠퇴기,1.0
(주)아이컴포넌트,59100,2014,12,14,6,11,86,50,137,102,75,43,-5,26,32,50,-9.45,-4.36,-8.26,10.43,-1.47,-1.57,-3.43,-3.0,4.52,3.0700000000000003,-1.9728696356330144,-1.97,11.25,-7.16,1.6,797,-6.02,23.76,6851,13,22,24,-34,0.5278757323124833,5.98,3,1,1,1,1,1,1,2,24.0,16.0,성장기,1.0
(주)아이톡시,52770,2018,-36,-135,-34,-36,76,76,629,2013,1950,25,-22,7,70,5,-2423.79,-121.65,-122.08,38.12,-42.94,-43.18,-912.33,-45.95,1.92,-1960.62,0.9030000703548104,0.0,0.0,0.0,0.0,5,0.0,0.0,-10207,-66,-2409,-70,0,0.9395573953674996,14.9,1,34,20,1,1,3,1,1,27.0,22.0,도입기,1.0
(주)아톤,158430,2022,19,29,8,20,148,148,91,68,52,26,15,37,46,59,28.32,26.61,38.53,66.24,8.08,7.42,13.02,17.98,2.02,25.82,21.641823402498016,21.64,-12.37,80.58,3.38,3152,335.73,129.81,30448,26,574,68,57,0.3758863137272692,8.15,1,13,1,1,0,1,0,1,25.0,5.0,성장기,0.0
(주)안트로젠,65660,2020,-23,-33,-3,-73,470,451,48,16,14,10,46,343,58,86,-5.85,-6.9,-105.39,41.97,-3.97,-4.15,-4.97,-89.46,3.54,0.6600000000000001,11.360581953055288,11.36,1.46,28.93,0.09,1783,48.78,61.52,-1912,-2,-24,-46,0,0.0440663686973569,2.32,0,0,0,0,0,0,0,0,24.0,8.0,도입기,1.0
(주)알로이스,297570,2022,12,26,3,4,391,241,11,33,31,11,68,116,92,75,21.63,15.59,21.17,32.87,10.92,10.39,15.28,14.95,1.57,-2.8500000000000014,1.1732088603620494,1.17,5.09,-28.97,-21.62,903,-15.47,63.49,11776,28,3471,41,52,0.6909740531721316,4.02,1,78,1,1,1,7,1,1,6.0,6.0,성숙기,0.0
(주)알에프세미,96610,2020,-4,-5,-2,-5,130,35,120,135,89,46,11,11,49,42,-46.59,-22.67,-59.89,-33.12,-22.09,-22.11,-48.28,-62.01,5.19,-41.220000000000006,-14.431346922949812,-14.43,-20.32,-7.85,-20.08,785,-12.04,-24.16,-5326,-6,-16,-16,0,0.3865878673645369,7.86,3,1,1,0,0,1,0,1,25.0,17.0,도입기,1.0
(주)알체라,347860,2022,-42,-90,-18,-94,720,720,27,71,20,20,73,444,84,58,-54.46,-22.51,-127.54,0.0,-23.82,-25.15,-66.01,-151.96,22.98,8.32,-21.20351352404149,-21.2,-26.65,31.98,10.88,322,-8.71,0.0,2785,5,101,25,-508,0.1877967649339826,3.05,0,4,0,0,0,1,0,0,8.0,4.0,도입기,1.0
(주)알테오젠,196170,2018,-144,-374,-9,-49,2352,2333,20,7,4,3,78,360,82,93,-12.91,-12.61,-51.59,14.28,-11.92,-13.39,-14.38,-55.9,-5.97,4.600000000000001,65.94987420193438,65.95,63.32,78.71,13.21,970,132.92,120.12,-2307,-3,-20,-17,0,0.1919718999476748,8.75,0,2,0,0,0,1,0,0,16.0,10.0,도입기,1.0
(주)알톤스포츠,123750,2017,-45,-56,-22,-30,139,76,63,95,94,39,19,23,68,51,-51.7,-33.01,-49.06,17.77,-18.58,-18.72,-31.94,-30.38,1.89,-43.010000000000005,-27.80354243025584,-27.8,-21.37,-38.35,-17.34,476,-18.31,-32.94,-10064,-17,-73,-23,0,0.7347372612237831,3.72,2,3,1,1,1,2,1,1,14.0,14.0,쇠퇴기,1.0
(주)알파홀딩스,117670,2018,-16,-22,-9,-10,83,81,127,117,108,39,-8,10,42,46,-12.04,-10.87,-7.23,9.25,-6.75,-7.41,-13.48,-7.2,1.7,9.970000000000002,61.66814016580887,61.67,64.93,59.43,21.56,730,12.97,249.68,6423,6,33,8,-96,0.8333965225529978,6.54,3,4,2,2,1,2,1,3,22.0,14.0,도입기,1.0
(주)압타머사이언스,291650,2022,-28,-67,-10,-1291,1496,1494,26,56,9,15,78,48,83,64,-23.45,-18.26,-1986.19,79.99,-19.66,-21.09,-27.42,-2322.35,-73.99,-11.95,37.23138764786798,37.23,52.99,-9.06,33.04,653,-1.32,94.59,-5641,-12,-77,-1575,0,0.0078486203643056,49.37,0,0,0,0,0,0,0,0,13.0,4.0,도입기,1.0
(주)애니플러스,310200,2022,31,70,13,32,126,115,108,76,54,19,8,55,38,57,6.71,5.03,9.37,43.38,8.75,7.93,15.19,16.56,3.05,-57.970000000000006,39.65426160721671,39.65,-11.42,118.02,18.55,1784,26.43,99.07,32397,23,370,56,17,0.4107304453824071,6.29,1,7,1,1,0,1,1,1,6.0,6.0,성장기,0.0
(주)애드바이오텍,179530,2021,-10,-12,-8,-13,69,52,241,311,247,63,-19,9,41,24,-36.92,-18.17,-22.5,42.34,-7.78,-7.81,-21.54,-13.13,1.05,41.83,11.24885310838281,11.25,19.63,6.01,20.63,133,38.59,18.72,1106,5,15,9,-241,0.5649114304340823,4.53,2,1,2,1,1,1,1,1,24.0,2.0,도입기,1.0
(주)액션스퀘어,205500,2018,-82,0,-35,-99,339,339,55,75,35,0,48,23,68,57,-87.74,-48.66,-150.11,0.0,-44.95,-47.09,-84.9,-145.25,-6.6,3.210000000000008,-15.345457584049983,-15.35,-23.66,10.85,-20.54,91,-5.17,0.0,4628,22,124,62,-242,0.3535387839668914,13.68,0,2,1,0,0,1,0,0,10.0,10.0,도입기,1.0
(주)앤디포스,238090,2022,-19,-33,-4,-7,336,248,47,23,23,11,43,49,62,81,-13.14,-12.05,-24.02,26.15,0.33,-0.68,-0.89,-1.53,0.21,-25.36,-25.39583141610173,-25.4,-43.36,51.97,41.53,1134,-10.62,-24.13,-10454,-6,-76,-12,0,0.5179444453917443,12.79,1,6,1,1,0,2,0,1,14.0,8.0,도입기,0.0
(주)앤씨앤,92600,2014,-13,-27,-2,-3,486,417,36,20,17,8,56,103,70,83,-4.0,-4.48,-5.32,38.45,-3.37,-4.74,-5.65,-7.51,-1.99,28.05,-2.43980011076077,-2.44,-4.2,1.94,-2.25,705,-31.7,34.55,5849,10,885,16,-33,0.6387591694492948,29.93,1,44,1,1,1,2,1,1,27.0,17.0,쇠퇴기,1.0
(주)앱코,129890,2022,1,1,0,1,341,232,69,78,32,38,43,40,61,56,-27.28,-18.19,-21.33,3.6,-13.66,-13.84,-23.98,-18.74,0.79,-17.98,-19.703038538578145,-19.7,-35.25,29.6,-18.82,1109,39.9,-30.09,-8567,-9,-48,-10,0,0.8288964759344774,6.08,2,3,1,1,1,2,1,1,23.0,4.0,도입기,0.0
(주)야스,255440,2022,18,230,5,19,216,164,69,36,31,2,26,32,49,74,-0.53,-0.83,-2.3,16.39,-1.59,-2.19,-3.01,-8.81,-2.26,-1.84,-3.255289564110897,-3.26,-16.82,14.61,10.3,2422,25.24,18.39,13015,6,35,24,-10,0.2528932666602762,3.1,1,1,0,0,0,1,0,0,22.0,7.0,도입기,0.0
(주)어스앤에어로스페이스,263540,2019,-6,-10,-5,-9,84,50,670,1288,851,57,-10,10,52,7,-155.51,-62.24,-125.79,-55.4,-32.75,-32.8,-86.6,-70.05,2.97,-150.42999999999998,-40.553169995827005,-40.55,-37.33,-43.65,-15.64,74,-36.87,-36.12,-13002,-31,-66,-49,0,0.6279212690110705,1.96,2,1,1,0,0,1,1,1,22.0,7.0,도입기,1.0
(주)에너토크,19990,2022,16,34,2,5,370,256,60,17,15,7,35,84,48,86,1.7,1.98,2.89,29.65,2.72,1.82,2.12,3.6,-1.53,-2.6,-0.3859668132421428,-0.39,8.5,-7.45,16.45,908,-8.91,56.8,8246,16,61,31,9,0.5080609678356609,4.2,1,2,1,1,1,1,1,1,37.0,18.0,쇠퇴기,0.0
(주)에스디시스템,121890,2018,-34,-94,-17,-13,147,119,62,107,99,18,23,45,70,48,-36.69,-17.84,-12.37,9.23,-13.08,-13.21,-30.03,-10.13,0.51,12.650000000000006,-0.969209935542346,-0.97,-9.43,26.96,-17.7,382,-9.2,-25.46,1882,5,43,4,-300,1.3109947360459813,6.39,2,10,3,1,1,5,1,2,23.0,14.0,성장기,1.0
(주)에스메디,118000,2014,-22,-34,-13,-21,96,86,110,137,133,37,-2,8,54,42,-74.13,-53.23,-76.85,26.17,-28.48,-29.14,-49.81,-51.58,2.82,-45.06999999999999,-10.447041135392048,-10.45,9.15,-25.85,-5.64,193,-9.51,-37.46,-3170,-16,-246,-27,0,0.5978996952813598,2.59,1,9,1,1,1,1,1,1,15.0,15.0,쇠퇴기,1.0
(주)에스아이리소스,65420,2014,17,26,10,9,120,101,131,128,81,38,7,23,43,44,-59.03,-47.33,-43.36,33.48,3.33,3.0,5.66,3.41,2.66,-59.66,-28.942987611930025,-28.94,23.19,-45.98,-2.47,56,-56.73,-36.35,-5706,-16,-84,-15,0,1.0597695315790847,12.13,4,3,2,1,1,1,2,3,37.0,22.0,성장기,1.0
(주)에스앤더블류,103230,2014,42,117,12,18,237,94,95,40,19,10,18,20,32,72,0.36,0.28,0.39,9.07,0.14,0.09,0.13,0.14,0.1,-0.66,-0.8865504150430038,-0.89,-4.79,1.07,2.01,1532,-0.19,3.67,13183,17,29,26,2,0.6601270494526696,6.12,5,1,1,1,1,1,1,2,15.0,15.0,성숙기,1.0
(주)에스앤에스텍,101490,2022,52,184,8,15,309,247,70,19,16,5,28,153,42,84,9.57,9.51,14.14,27.41,8.0,7.55,8.78,12.97,-0.73,2.9800000000000004,14.84588682158515,14.85,-5.07,34.94,24.95,1775,32.3,11.95,39518,17,45,32,44,0.5446815160938092,5.11,2,1,1,1,1,1,1,1,23.0,15.0,성장기,0.0
(주)에스에스알,275630,2022,95,665,11,28,829,827,18,13,12,2,74,272,84,88,7.1,6.81,15.17,59.81,9.55,7.99,8.93,19.08,-3.61,0.3799999999999999,11.726081923997494,11.73,11.49,13.02,17.27,925,28.69,151.03,7144,23,296,57,27,0.3967580071199209,5.02,1,5,0,0,0,3,0,1,14.0,6.0,성숙기,0.0
(주)에스엘에너지,214310,2018,16,24,8,16,97,91,106,106,104,34,-2,40,49,49,-72.23,-38.98,-53.76,14.79,-8.44,-8.94,-22.6,-16.82,10.3,-10.330000000000004,14.265419687793546,14.27,34.94,-0.26,-33.1,479,15.26,-34.97,3613,6,21,11,-478,0.4982870868922084,4.66,1,2,1,1,1,1,1,1,17.0,9.0,도입기,1.0
(주)에스엘에스바이오,246250,2022,62,125,27,29,296,281,85,75,30,21,34,75,52,57,54.2,27.26,26.28,39.16,22.88,21.78,46.48,22.54,0.12,52.61,11.868763641105549,11.87,61.2,-15.61,30.44,195,-14.74,29.32,7261,62,181,68,39,0.9148331120253856,4.23,2,2,2,1,1,2,1,2,17.0,1.0,성숙기,0.0
(주)에스제이그룹,306040,2022,38,74,13,13,255,182,57,54,38,18,38,56,63,65,25.0,18.41,14.69,73.21,21.02,20.06,30.8,18.1,-0.06,0.2600000000000015,22.42595817116811,22.43,18.59,29.49,32.15,2593,19.96,49.02,58246,30,202,29,50,1.0068363814170818,11.71,2,7,2,1,1,3,1,2,16.0,5.0,성숙기,0.0
(주)에스제이엠,123700,2014,54,571,11,12,415,257,40,25,21,2,52,79,68,80,11.38,9.65,10.16,29.39,12.41,12.04,15.1,12.86,-0.36,-1.2699999999999996,6.592425249781753,6.59,7.71,4.29,-14.2,1676,0.24,14.99,66740,39,130,42,24,0.9078663776164908,3.96,2,3,1,1,1,3,1,1,14.0,14.0,성숙기,1.0
(주)에스제이엠홀딩스,25530,2022,8,17,2,3,453,305,46,25,17,9,49,106,63,80,1.15,1.39,2.08,24.6,3.07,2.5,3.13,4.47,-0.5,-0.98,-0.3041896377575225,-0.3,9.35,-13.54,23.09,2010,-6.1,4.89,70813,22,145,38,5,0.5613733640535113,4.11,1,4,1,1,1,1,1,1,49.0,27.0,성숙기,0.0
(주)에스지글로벌,1380,2014,-9,-14,-3,-6,111,42,128,62,30,24,2,6,21,62,-1.2,-1.39,-1.23,8.34,0.41,0.38,0.61,0.63,1.18,-3.1,2.39395418713576,2.39,-51.92,46.14,-11.5,597,4.08,-60.05,15709,8,37,13,-9,0.6013290643970547,9.47,6,3,1,1,1,1,1,2,70.0,48.0,도입기,1.0
(주)에스지엔지,40610,2020,41,55,7,55,32,24,116,20,12,12,-7,8,3,83,10.3,7.24,65.78,9.61,0.13,0.13,0.2,2.26,2.74,9.74,-70.47582224713503,-70.48,-97.71,-51.18,-95.7,1622,-86.54,-97.26,44881,14,161,111,59,0.121978058039418,0.53,0,0,0,0,0,0,0,0,31.0,24.0,성숙기,1.0
(주)에스코넥,96630,2022,5,7,3,3,92,76,124,252,247,44,-6,27,65,28,9.49,2.05,1.35,12.26,4.07,3.77,13.11,2.91,1.86,41.19,16.133212702865478,16.13,36.66,-8.97,10.48,353,-9.73,100.51,40541,24,92,20,7,1.2064830186725053,8.76,3,4,5,2,1,3,1,2,24.0,17.0,성장기,0.0
(주)에스티오,98660,2022,27,40,14,11,129,33,92,102,85,35,12,4,54,50,5.41,3.07,2.19,58.99,5.41,4.99,10.28,4.16,1.24,4.28,-2.0337888323404334,-2.03,-7.26,4.97,13.45,479,12.22,-7.11,14105,23,74,19,11,1.210976443026485,25.07,8,4,2,1,1,3,1,2,21.0,15.0,성숙기,0.0
(주)에스피시스템스,317830,2022,10,17,4,5,168,161,80,58,47,21,20,79,50,63,4.46,3.85,5.17,21.15,5.17,4.57,8.37,6.39,0.75,7.57,17.078117033600314,17.08,25.31,9.92,47.96,4723,16.42,-4.81,18677,23,82,35,15,0.6640092335360148,8.65,2,2,1,1,1,1,1,1,36.0,5.0,성장기,0.0
(주)에이디칩스,54630,2014,-29,-40,-16,-8,229,143,74,118,63,39,37,69,66,46,-70.87,-27.76,-15.5,19.11,-22.79,-22.86,-44.65,-13.19,0.91,-31.040000000000006,-24.115504425170293,-24.12,-28.71,-13.2,-39.16,90,-3.14,-27.54,2071,16,53,8,-196,2.008792252446043,9.54,4,7,3,2,2,6,2,3,28.0,23.0,쇠퇴기,1.0
(주)에이디테크놀로지,200710,2022,25,34,7,10,260,243,46,40,36,21,41,92,67,72,3.61,2.63,3.42,16.05,2.54,1.88,2.65,2.68,-0.17,-6.18,-0.0612335286139824,-0.06,-2.94,6.27,-49.0,2490,1.73,-70.7,44441,19,97,27,13,0.7017526297431447,11.2,1,4,1,1,1,2,1,1,22.0,10.0,성장기,0.0
(주)에이루트,96690,2018,31,3982,7,26,192,169,76,27,27,0,19,51,40,79,-8.76,-12.81,-37.56,15.63,-3.7,-5.28,-7.79,-24.13,-6.76,0.5899999999999999,-25.7559190851829,-25.76,-46.18,-0.02,-39.46,309,-7.51,-10.42,-3089,-4,-31,-14,0,0.2567568727552325,6.3,0,2,0,0,0,0,0,0,22.0,14.0,성숙기,1.0
(주)에이비프로바이오,195990,2017,-32,-41,-13,-49,114,70,99,68,61,31,5,7,41,59,-11.22,-8.8,-25.09,4.42,-6.22,-6.9,-10.79,-25.4,3.95,-11.24,3.3098558255118573,3.31,-31.79,61.21,-7.22,265,-10.54,1.23,718,0,2,2,-1606,0.2672252219917538,2.85,1,1,0,0,0,1,0,1,20.0,9.0,쇠퇴기,1.0
(주)에이스토리,241840,2022,-4,-12,-2,-3,230,207,36,73,60,15,45,81,79,58,7.69,4.37,5.7,21.24,9.06,8.54,16.01,11.86,3.83,-28.01,3.668903036947756,3.67,1.08,14.79,21.78,1227,55.59,-65.35,26119,26,1987,36,16,0.7077273346827954,4.28,1,66,1,1,1,4,1,1,20.0,5.0,성숙기,0.0
(주)에이치시티,72990,2022,27,34,12,23,106,106,127,74,44,34,2,26,27,57,8.15,4.66,8.21,38.82,5.33,5.11,8.88,9.62,1.27,-8.24,10.331717508091298,10.33,4.69,12.56,6.08,2067,7.43,139.6,48586,37,61,72,11,0.5062480631874207,4.49,2,1,1,1,1,1,1,2,24.0,8.0,성숙기,0.0
(주)에이치알에스,36640,2022,64,244,6,8,848,449,58,10,6,2,42,247,47,91,9.74,11.95,11.65,23.28,9.78,9.63,11.11,13.29,-0.12,-11.19,-3.1775577523306646,-3.18,-13.45,8.33,2.42,1302,15.29,-20.23,24376,21,102,28,41,0.7366419234288671,6.46,3,4,1,1,1,1,1,1,43.0,24.0,성숙기,0.0
(주)에이치앤비디자인,227100,2021,12,19,3,16,333,322,42,39,29,18,49,267,69,72,-78.96,-45.56,-147.38,-30.13,-20.97,-21.21,-36.84,-69.91,7.02,116.89,192.1145008705944,192.11,139.17,489.1,-66.43,845,451.27,-83.59,-13458,-21,-182,-102,0,0.2036095429470324,5.56,1,3,1,0,0,1,0,0,12.0,6.0,도입기,1.0
(주)에이치케이,44780,2022,10,16,3,3,206,119,54,46,45,19,32,18,63,69,7.46,5.0,5.25,23.27,6.89,6.69,10.14,7.14,0.35,-2.920000000000001,-1.584161022100554,-1.58,-4.34,3.51,13.37,639,1.99,14.99,16749,19,56,21,26,0.9438979198891632,4.98,2,3,1,1,1,3,1,1,34.0,24.0,쇠퇴기,0.0
(주)에이텍모빌리티,224110,2022,24,68,10,9,137,101,100,68,50,14,11,56,41,60,8.23,6.34,4.15,25.35,5.28,5.19,7.88,4.34,0.31,3.7,37.73546447709101,37.74,8.61,68.84,14.14,2042,82.65,12.41,40718,28,113,27,15,1.0329317994417155,10.37,4,5,2,2,1,2,2,3,9.0,9.0,성숙기,0.0
(주)에이팩트,200470,2022,11,14,5,14,88,69,154,87,37,36,-2,43,18,54,3.33,1.99,4.2,11.78,2.95,2.78,4.94,6.23,1.45,-0.5299999999999998,84.51011475875995,84.51,77.75,86.02,55.97,542,82.46,0.0,40230,19,26,55,8,0.3439082088998876,12.72,3,1,1,0,0,1,1,3,17.0,10.0,성장기,0.0
(주)에이프로젠바이오로직스,3060,2014,-19,-31,-5,-13,467,403,58,37,17,17,45,90,57,73,-6.56,-6.28,-13.28,32.81,-5.63,-6.56,-9.02,-16.17,1.77,26.87,8.393641030411498,8.39,11.93,3.99,12.01,81,6.54,16.81,7527,9,34,23,-58,0.3901095744097192,2.76,1,2,1,0,0,1,1,1,64.0,40.0,도입기,1.0
