회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
국성폴리텍(주),60713,2022,4.97,5.33,3.89,3.52,80.26,44.34,361.9,169.14,73.01,-7.23,9.02,29.39,21.65,4.66,1.69,0.89,3.94,3.87,3.18,1.74,-0.0823649601152084,22.26919423397788,22.27,8.68,28.98,-10.82,41.85,2466.26,10.85,37.16,9.81,9.1,56.84,1.105818532889698,31.81,6.23,2.32,1.89,1.22,1.76,3.92,22.0,1,0,0,0,0.0
(주)조군,86364,2022,-5.73,-6.6,-5.14,-5.9,13.51,8.38,864.81,736.78,77.79,-66.04,2.86,10.32,10.36,-71.39,-11.14,-13.21,-8.34,-8.38,-9.95,3.25,-0.5512224248068671,-6.263583229668806,-6.26,-29.76,-2.51,-24.16,-0.92,1383.15,10.9,12.3,12.51,-105.56,-32.85,0.8710314135869828,33.72,12.35,0.98,0.84,0.84,0.96,6.96,13.0,1,0,0,0,0.0
(주)토모,86635,2022,-2.74,-3.77,-2.21,-1.72,86.9,56.14,421.6,287.94,58.75,-7.23,25.09,47.97,19.17,14.49,2.88,2.01,4.81,4.55,3.23,0.95,-0.0287335891893098,20.5597656436902,20.56,59.02,-1.43,-25.29,-2.36,2104.27,12.56,25.69,9.76,20.62,47.36,1.2873659591526447,13.87,5.5,2.6,1.43,1.41,2.46,3.29,18.0,1,0,0,0,0.0
(주)에이치케이씨,20019,2022,-10.43,-17.28,-8.75,-9.65,99.24,35.58,521.44,487.31,50.64,-0.6,10.08,77.82,16.09,19.62,3.79,3.25,7.15,6.53,5.68,0.92,0.1306365890978564,72.9599151124552,72.96,138.18,-11.78,67.82,-1.85,6174.35,10.41,104.44,11.48,28.32,68.77,0.9067361136482648,98.07,5.75,9.01,1.16,1.15,3.83,1.64,57.0,1,0,0,0,0.0
(주)세광토건,81666,2022,-33.82,-41.79,-29.25,-492.23,199.93,33.0,640.51,210.93,69.99,28.46,0.68,56.95,13.5,1.35,0.21,3.05,2.18,2.14,31.51,28.45,0.4321189897020089,33.42308252855916,33.42,-22.44,930.2735999999804,673.36,2514.323799999933,959.28,4.83,11.22,81.25,3.76,54.24,0.0594301551471345,0.8,0.45,0.27,0.07,0.07,0.27,0.09,16.0,1,0,0,0,0.0
주식회사비케이브,94129,2022,-3.55,-10.54,-1.49,-0.98,191.89,51.58,72.58,67.35,14.18,35.86,3.58,74.89,57.95,29.1,18.26,9.68,20.75,20.6,11.22,0.08,-0.2354402881067886,52.13000331724332,52.13,45.19,77.44,26.3,64.52,35112.90919999999,28.64,167.36,18.83,51.41,74.43,1.5211859668634948,12.3,6.2,9.45,1.89,1.84,7.75,2.41,10.0,1,0,0,0,0.0
(주)삼성의료설비,49162,2019,-0.47,-0.59,-0.21,-0.43,90.68,66.7,78.67,56.54,34.92,-2.95,4.42,28.69,55.97,0.82,0.58,0.96,0.27,0.24,0.51,1.45,-0.0040249454840077,-3.2465365346520025,-3.25,-9.63,-0.42,-19.67,-1.56,1209.08,8.03,17.86,16.8,5.71,37.92,0.4778404779522465,2.58,1.99,1.05,0.6,0.47,0.67,1.58,27.0,1,0,0,0,0.0
주식회사영일피혁,46020,2022,0.62,0.76,0.23,0.61,176.64,176.64,56.72,56.11,29.57,27.44,19.85,63.24,63.81,10.18,9.15,16.87,3.81,3.38,8.78,1.18,-0.0232189332092522,0.0,7.07,4.97,10.89,16.15,2.84,16112.84,8.95,172.69,24.02,70.23,85.76,0.0,3.44,0.6,7.29,0.54,0.39,1.07,0.6,19.0,1,0,0,0,0.0
(주)도고산업개발,63521,2019,7.1,10.47,4.04,8.0,68.64,35.53,131.75,123.57,38.55,-16.72,0.59,36.6,43.15,-2.98,-1.36,-2.58,1.36,1.16,2.34,3.15,-0.0805984699062278,-3.5911064631293663,-3.59,3.32,-7.18,-54.91,-5.28,1450.28,11.9,21.22,23.58,-10.95,61.48,0.504712059068846,15.71,2.78,0.84,0.53,0.5,0.77,1.4,18.0,1,0,0,0,0.0
무송지오씨(주),51903,2014,-0.87,-1.23,-0.62,-0.72,107.44,72.67,254.46,205.61,50.48,4.31,2.44,62.32,28.21,26.97,8.62,7.38,7.5,7.03,6.91,2.47,0.0462089260380116,44.61055215966843,44.61,64.18,20.8,5.72,-10.86,5518.69,16.55,77.65,19.23,38.37,75.71,0.8606070685182934,4.04,2.64,3.81,1.17,1.02,2.5,1.72,23.0,1,0,0,0,0.0
주식회사코리아보드게임즈,66720,2022,0.79,1.13,0.27,0.27,206.23,68.95,52.57,52.57,23.98,36.6,13.19,71.06,65.54,16.64,11.04,10.08,15.26,15.24,14.01,0.67,0.0287349395672599,18.010817666410126,18.01,22.77,7.75,27.43,1.3,20535.83,32.56,174.82,32.4,31.11,51.17,1.0048526193065666,6.1,4.57,5.43,1.1,1.09,3.6,1.56,20.0,1,0,0,0,0.0
뉴글로벌홀딩스주식회사,78097,2022,-0.87,-1.06,-0.84,-12.11,4.1,4.1,3325.08,1640.37,79.39,-45.93,2.83,1.96,2.92,11.95,0.33,4.74,2.26,2.26,32.16,26.73,-0.2132319348103731,2.438341765692876,2.44,-30.49,3.42,2.62,3.42,572.91,4.5,4.59,64.79,7.31,87.42,0.0694652920595069,0.0,2.9,0.07,0.07,0.07,0.07,2.9,9.0,1,0,0,0,0.0
농업회사법인주식회사제우스,91587,2022,-3.77,-4.38,-2.49,-7.93,91.28,51.76,193.62,138.21,56.82,-4.1,1.5,42.97,34.06,-3.72,-1.31,-3.8,0.94,0.94,2.9,5.94,-0.0933130387957692,6.7404585972087965,6.74,3.79,9.08,-38.75,6.62,1870.86,9.37,18.93,29.88,-12.73,35.72,0.3135788264964092,1.47,1.21,0.65,0.35,0.32,0.57,0.74,10.0,1,0,0,0,0.0
(주)동원에이스건설,95027,2022,0.13,0.17,0.09,0.12,337.42,143.25,259.24,73.77,55.15,48.76,21.09,69.29,27.84,-17.95,-7.58,-6.9,-2.81,-3.32,-3.82,2.16,0.0681357557791895,20.270532227882114,20.27,14.15,36.83,-43.66,-24.92,-13.69,-0.06,-1.0,-0.08,0.0,0.0,0.795371415981978,3.54,2.65,11.18,1.1,0.87,2.99,1.22,16.0,1,0,0,0,0.0
(주)휴비스,97640,2022,-7.66,-15.36,-4.75,-4.49,154.52,98.19,163.05,111.76,30.9,23.16,7.93,65.65,38.02,49.78,16.64,13.06,18.08,17.98,14.22,0.82,-0.1660158697697386,48.76988625192044,48.77,84.54,8.56,74.68,-0.5,6320.7,21.39,72.7,20.24,64.53,76.6,1.0569803567618616,3.57,2.86,3.58,1.27,1.26,3.2,2.09,15.0,1,0,0,0,0.0
(주)유니정보,97811,2022,-4.21,-5.2,-3.17,-2.77,65.56,19.34,304.81,282.37,60.92,-24.02,0.75,45.73,24.7,4.18,1.0,0.71,2.35,2.34,1.9,1.31,-0.0146126110079142,16.519523777466578,16.52,-1.84,38.31,6.17,40.22,2161.54,14.88,38.98,13.02,5.42,31.8,1.1432222927606814,8.5,7.68,2.53,1.41,1.23,2.45,2.48,12.0,1,0,0,0,0.0
(주)오성기업,64083,2022,6.11,12.55,2.66,2.46,108.06,71.87,77.21,77.21,21.23,3.51,14.27,47.08,56.43,0.4,0.26,0.21,0.43,0.42,0.37,0.54,-0.1035349299302381,9.438790895024672,9.44,3.01,15.87,2.54,11.39,3003.63,11.31,26.03,10.46,2.02,51.95,1.0820037453211735,4.89,3.33,2.62,1.24,1.13,2.2,2.33,25.0,1,0,0,0,0.0
서신식품(주),64804,2022,8.41,9.03,7.67,9.19,19.29,17.47,1048.45,996.89,84.99,-70.06,0.39,16.75,8.71,-91.42,-15.25,-17.27,-12.66,-12.68,-15.84,1.71,-1.0612909389472038,-7.952367022998636,-7.95,-34.44,0.19,-32.47,-1.52,43.43,0.43,0.6,0.52,-1253.8443,-512.6746999999999,0.8350891868908197,7.9,4.35,1.11,0.88,0.8,1.0,3.95,33.0,1,0,0,0,0.0
(주)진도토건,90107,2022,-2.61,-29.38,-1.77,-0.44,138.38,136.22,211.4,203.71,6.04,25.11,8.99,90.52,32.11,17.96,6.86,1.57,8.0,7.72,1.83,-0.01,0.0376171089593377,11.80934648655629,11.81,9.1,46.64,36.62,38.36,3630.22,15.01,476.6,3.76,41.69,57.84,3.988862039761328,5.96,4.67,147.07,4.38,4.21,50.05,4.6,33.0,1,0,0,0,0.0
(주)에스앤씨산업,58318,2022,3.5,5.0,0.54,1.02,289.82,257.69,18.08,17.63,10.72,28.35,61.14,43.28,84.69,3.18,3.61,5.15,3.46,2.14,3.87,-2.08,-0.0332499756160651,11.997115645300044,12.0,39.91,-2.8,6.06,11.62,6761.98,9.07,24.62,17.29,29.77,41.89,0.524188575982828,3.34,1.59,1.36,0.7,0.55,0.91,1.41,24.0,1,0,0,0,0.0
주식회사인텍디지탈,53324,2022,-15.8,-64.0,-7.23,-3.58,198.66,80.86,84.44,79.63,11.3,42.6,17.2,85.78,54.22,43.8,17.49,7.86,12.15,12.08,5.45,0.64,-0.4052324994661928,20.74593946394972,21.89,11.95,162.1,9.7,373.73,5183.37,18.78,543.93,9.3,83.39159999999995,75.21,2.018663991359464,11.91,5.63,96.58,2.22,2.22,20.54,2.49,19.0,1,0,0,0,0.0
주식회사신영하이테크,26396,2022,-0.15,-0.21,-0.1,-0.11,174.75,170.83,215.02,134.22,48.38,31.85,12.26,74.45,31.74,1.69,0.56,0.58,2.65,2.63,2.75,2.17,-0.0135390460640994,0.0,9.04,14.98,-5.22,21.34,-5.67,5680.26,7.69,31.61,8.4,6.92,61.06,0.0,1.55,1.34,3.65,0.96,0.96,3.49,1.32,36.0,1,0,0,0,0.0
케이에스엔시주식회사,30216,2022,3.64,5.49,2.65,1.25,81.64,81.64,269.12,254.18,48.32,-12.65,4.64,56.22,27.09,-1.35,-0.45,-0.17,0.14,-1.04,-0.46,0.26,0.341053185904535,14.698570555334678,14.7,8.94,23.05,-5.75,28.29,2449.7,14.36,53.04,6.79,-2.53,8.84,2.1152877764055025,12.72,3.92,6.26,2.6,2.26,5.33,3.92,23.0,1,0,0,0,0.0
(주)재호물산,63612,2022,-3.06,-5.62,-1.5,-1.22,240.21,145.68,95.64,75.22,26.65,53.91,4.38,92.36,51.11,6.65,3.55,2.69,9.08,7.9,5.99,-0.06,0.0353820367327193,16.890060860474403,16.89,18.76,-1.77,43.24,-26.59,4692.14,14.38,1743.86,11.76,22.87,44.27,1.222793333224407,7.34,2.21,117.82,1.32,1.32,15.85,1.44,21.0,1,0,0,0,0.0
엔알텍주식회사,66587,2022,-4.05,-4.77,-2.34,-3.79,101.91,58.91,137.76,82.75,49.19,0.67,13.02,35.47,42.06,3.76,1.58,2.15,3.35,3.31,4.89,2.85,0.0051587144638139,20.386209499337504,20.39,24.08,18.45,38.56,24.29,3688.86,6.1,11.06,9.85,21.82,79.01,0.618997739727053,5.49,3.21,1.24,0.73,0.68,1.04,1.93,22.0,1,0,0,0,0.0
에스엠씨디엠(주),90109,2020,-20.27,-23.52,-15.56,-25.3,19.04,19.04,330.23,231.5,66.18,-43.56,4.63,10.24,23.24,-25.06,-6.79,-10.83,-5.45,-5.58,-9.16,2.06,0.4658474793676327,-1.9616964752855024,-1.96,-57.66,15.36,-68.83,34.56,1924.61,30.44,39.28,49.49,-21.88,3.04,0.6150952975973933,6.2,3.57,0.91,0.63,0.61,0.73,3.57,15.0,1,0,0,0,0.0
범진시엔엘(주),73387,2022,2.6,10.37,2.41,0.97,89.39,64.19,1253.69,1253.69,23.23,-9.82,16.68,82.79,7.39,-105.85,-22.38,-6.69,-17.46,-17.78,-6.33,0.12,-1.4402966627857134,30.411125671192167,30.41,44.22,-10.71,10.61,-30.87,-1175.14,-5.46,-231.07,-2.2,0.0,0.0,2.482057548428223,9.16,4.3,85.87,3.34,2.81,13.61,3.54,9.0,1,0,0,0,0.0
(주)교동식품,73037,2022,-2.62,-3.03,-1.92,-1.8,42.44,16.47,272.04,168.59,63.29,-26.08,1.12,19.23,26.88,-18.11,-5.92,-5.04,-3.4,-3.43,-3.15,1.42,-0.0111117656965428,5.024139263271933,5.02,-46.09,35.65,6.23,37.82,3581.45,6.68,9.07,6.29,-80.13,16.91,1.0619388090647688,13.42,6.64,1.66,1.18,1.09,1.51,3.87,26.0,1,0,0,0,0.0
(주)더크림유니언,99671,2022,6.24,7.24,4.7,5.63,13.89,13.89,304.67,210.37,64.87,-44.76,8.17,7.22,24.71,3.65,0.98,1.06,2.56,2.52,2.94,2.06,-0.0181761883860961,5.479957086247996,5.48,-71.69,33.89,-21.41,38.89,4788.59,20.74,24.81,24.88,4.27,24.02,0.8339475050212012,51.95,5.1,1.16,0.92,0.86,1.03,5.1,20.0,1,0,0,0,0.0
능원건설(주),73433,2022,-106.25,-295.3828,-33.77,-18.75,236.2,233.85,46.59,33.02,4.87,30.68,75.79,53.2,68.22,7.84,6.87,2.86,7.13,6.16,3.76,-0.57,0.4211245480817051,-16.697760285012112,-16.7,-25.8,-3.2,-64.55,-2.92,2017.74,19.67,179.44,10.92,26.16,39.52,1.8006783067306895,11.41,2.96,16.18,2.4,1.64,3.79,2.88,28.0,1,0,0,0,0.0
(주)그린테크놀로지,59907,2014,5.72,8.26,4.92,6.69,64.99,51.91,620.95,280.23,59.63,-13.61,19.84,25.26,13.87,-105.74,-26.07,-32.53,-24.73,-24.89,-31.94,1.85,-1.2394327329128796,12.629219762059252,12.63,-39.3,58.44,-57.9,74.53,-6718.1146,-11.52,-17.98,-15.65,0.0,0.0,0.7357293344058387,7.42,2.98,1.36,0.8,0.78,1.21,2.2,21.0,1,0,0,0,0.0
(주)티플랙스,81150,2022,4.0,7.0,1.0,1.0,193.0,112.0,50.0,36.0,16.0,22.0,15.0,46.0,67.0,10.3,8.84,6.07,9.57,9.52,8.26,0.42,0.0182963710004306,13.722632161775556,13.72,30.78,2.19,35.98,1.7,30376.0,13.0,39.0,12.0,52.0,76.0,1.0832713512750256,5.12,4.0,3.0,1.0,1.0,2.0,3.0,33.0,1,0,0,0,0.0
주식회사쎌트로이,99039,2022,-48.12,0.0,-28.78,-35.05,29.37,29.37,148.82,148.82,0.0,-42.24,3.01,17.57,40.19,-178.8,-47.1,-85.97,-36.4206,-37.1664,-101.83,-0.05,-0.943810075465104,0.0,-50.84,-85.5861,232.67,156.91,1602.7,382.21,55.05,129.23,67.04,-128.22,-69.16,0.0,27.81,0.84,3.64,0.55,0.54,1.53,0.84,20.0,1,0,0,0,0.0
(주)미트뱅크,52185,2022,2.26,2.93,1.68,0.65,173.09,83.42,287.39,140.77,57.21,26.56,7.8,62.9,25.81,10.46,3.57,0.99,3.95,3.79,1.3,0.39,-0.1082697227554977,28.581776863651843,28.58,17.63,52.69,8.81,54.27,4973.27,15.73,125.21,6.1,16.31,49.11,2.580470843336712,12.54,8.4,8.75,3.59,2.9,8.41,4.43,27.0,1,0,0,0,0.0
에스엘티(주),98791,2022,12.66,38.71,10.09,14.78,88.34,31.12,391.68,314.13,26.06,-7.45,5.66,56.44,20.34,47.03,10.19,11.35,14.82,14.46,18.32,0.53,-0.4393501725901433,37.05353861221259,37.05,49.59,23.63,-14.93,13.04,10407.63,14.92,47.02,21.86,51.91,70.97,0.6824343821404618,6.27,2.83,2.28,0.9,0.79,1.73,1.45,5.0,1,0,0,0,0.0
(주)다보링크,49126,2020,-9.92,-16.56,-6.25,-3.05,136.56,89.37,170.23,167.03,37.75,22.59,20.71,84.41,37.01,80.19,24.63,10.09,21.05,20.92,8.71,0.67,0.5703015127947744,41.38004290205999,41.38,35.39,85.89,46.18,27.63,8092.48,26.14,345.79,12.75,79.13,80.01,2.049840959498332,10.75,4.13,29.98,2.44,2.4,17.09,2.79,24.0,1,0,0,0,0.0
블록썸주식회사,97364,2021,45.96,84.72,8.12,2.75,401.17,401.17,21.46,21.46,9.59,53.22,43.73,70.89,82.33,-120.0,-54.2358,-83.5,-36.4206,-37.1664,-94.47,-0.07,-2.958257578123264,-69.02980739441922,-71.0461,-83.42,155.87,-35.58,0.0,-687.56,-29.1387,-1349.18,-44.57,0.0,0.0,2.9579025875423715,5.63,1.19,60.55,1.11,1.1,14.61,1.19,6.0,1,0,0,0,0.0
인포트러스트(주),46398,2022,37.57,50.76,23.76,10.19,77.74,60.0,172.17,129.09,46.82,-10.56,0.29,36.87,36.74,-39.08,-18.41,-7.65,-11.54,-11.77,-5.08,0.53,-0.8639799176013025,-1.1351817531559794,-1.14,-15.47,9.73,-17.82,17.72,1757.28,12.9,25.42,5.53,-138.37,52.98,2.3313893289955794,15.19,7.17,4.97,2.41,2.32,3.86,5.79,23.0,1,0,0,0,0.0
(주)아로마무역,73211,2022,-13.56,-15.87,-6.38,-19.25,148.61,80.24,88.77,82.17,40.19,21.16,26.89,64.69,52.97,-18.48,-12.06,-32.57,2.25,2.02,6.26,3.88,-0.27515197300412,-4.94214291879876,-4.94,-8.04,1.32,-40.32,-1.97,1147.24,2.31,12.65,6.98,-466.72,-267.7,0.3312228336199254,15.16,0.8,1.79,0.37,0.32,0.94,0.49,14.0,1,0,0,0,0.0
(주)러셀,51296,2017,13.52,18.75,4.52,3.57,573.0,426.85,50.27,21.62,24.12,68.06,212.77,82.44,66.55,39.52,28.83,17.25,35.78,35.77,22.13,0.37,0.1581329586247118,75.67627598838557,75.68,111.67,-2.32,70.91,-1.32,9573.43,33.62,246.3,26.51,65.07,82.34,1.268367365036707,9.61,2.91,9.23,1.67,1.62,7.14,2.09,18.0,1,0,0,0,0.0
주식회사원컨덕터,78931,2022,-2.33,-2.82,-1.79,-7.03,124.98,99.98,330.64,77.6,63.47,4.5,20.08,22.52,23.22,9.96,2.26,8.66,1.5,1.47,5.64,6.12,-0.067440391447726,0.0,4.23,21.46,0.11,-24.38,-1.26,1757.69,6.5,9.22,25.52,33.92,77.36,0.0,2.35,1.44,0.36,0.26,0.26,0.33,1.24,17.0,1,0,0,0,0.0
(주)우진큐피디,88003,2022,6.01,8.17,3.36,2.97,173.27,117.19,126.87,71.27,41.14,23.02,8.27,54.43,44.08,7.9,4.61,2.96,3.73,2.57,2.21,0.13,-0.3323240315057991,5.727180649534924,5.73,19.85,-7.32,2.87,5.35,3456.17,15.0,74.11,13.24,22.34,35.16,1.1329624536747602,4.87,3.34,3.94,1.56,1.16,2.39,2.27,14.0,1,0,0,0,0.0
유진금속(주),71025,2022,8.72,10.16,5.26,3.11,136.08,52.58,151.89,132.09,51.75,18.92,14.51,71.36,39.7,2.57,1.12,0.61,3.29,3.24,1.8,1.19,-0.0114557471903503,13.11276600450874,13.11,19.97,-0.99,45.43,4.67,1420.67,7.98,30.27,4.72,12.87,52.16,1.6915130425674572,11.35,6.76,6.53,1.85,1.8,5.88,2.59,12.0,1,0,0,0,0.0
(주)대진종합금속,80138,2022,-3.27,-3.65,-2.28,-1.69,59.44,48.03,230.14,205.24,62.42,-25.21,4.54,36.96,30.29,8.26,2.86,1.78,5.85,5.51,3.71,1.43,-0.044946781291556,22.465284271792363,22.47,38.56,14.66,12.89,-3.79,4356.72,11.15,21.82,8.27,21.53,80.59,1.3491821999569265,6.14,5.3,2.59,1.6,1.49,2.29,4.24,32.0,1,0,0,0,0.0
(주)수성로지스틱스,97454,2022,7.98,13.18,5.38,1.22,172.96,172.96,207.03,80.4,40.82,19.11,20.29,45.29,32.57,12.84,4.86,0.89,7.93,6.98,1.4,0.1,-0.8646060976691596,29.662068820276904,29.66,-24.37,217.43,-18.87,246.62,1472.33,12.52,23.54,2.84,31.38,47.27,4.403806434934641,16.01,8.37,12.85,5.44,4.97,12.24,8.37,5.0,1,0,0,0,0.0
엠에스종합건설,95646,2022,-1.12,-1.29,-0.93,-3.57,110.35,34.87,482.84,250.18,71.9,4.44,20.26,47.37,17.16,1.86,0.42,1.21,2.61,2.6,8.89,7.81,-0.3571627506589552,27.6486676297144,27.65,-10.92,109.16,-22.47,118.57,2738.8,5.9,19.45,22.63,5.36,66.57,0.2606675641091494,17.11,1.39,0.72,0.35,0.29,0.67,0.52,11.0,1,0,0,0,0.0
주식화사가나문화콘텐츠,42477,2022,-0.35,-0.53,-0.33,-1.85,23.47,9.7,1695.21,1541.5,61.72,-65.71,0.73,20.16,5.57,-34.47,-2.34,-13.14,0.37,0.36,2.05,14.34,-0.3860875564158897,1.3002974167801722,1.3,4.59,0.5,-22.12,0.7,960.19,6.54,8.43,37.02,-35.49,35.41,0.1766066208953728,2.96,1.96,0.23,0.18,0.18,0.22,0.9,22.0,1,0,0,0,0.0
(주)딕트,95092,2022,-0.22,-0.27,-0.05,-0.03,387.24,229.88,32.54,30.27,20.5,65.59,21.83,88.42,75.45,15.04,12.03,5.72,14.0,13.62,6.48,0.13,-0.032109798600603,32.6307386297042,32.63,37.36,5.0,17.88,-4.61,5404.73,24.99,258.21,13.56,42.21,59.77,1.843130653949984,7.77,3.81,18.59,2.1,2.1,16.31,2.41,25.0,1,0,0,0,0.0
주식회사씨엘,90695,2022,-2.68,-2.78,-2.04,-53.39,22.89,3.26,317.47,158.37,73.47,-29.25,2.2,8.68,23.95,-34.51,-8.6,-115.96,-1.65,-1.66,-37.74,71.61,-0.505521061502255,0.0,35.58,5.16,39.41,-71.03,18.97,294.68,1.51,3.23,39.58,-292.97,-7.28,0.0,0.0,3.74,0.09,0.07,0.04,0.05,0.45,5.0,1,0,0,0,0.0
주식회사동양정공,46740,2022,-2.83,-5.58,-1.89,-1.52,143.73,104.37,201.7,148.14,33.94,21.47,20.5,70.58,33.15,-2.24,-0.75,-0.6,-0.12,-0.45,-0.36,0.43,-0.0348292959192522,0.4116631477294666,0.41,-3.21,10.32,-9.62,10.4,5540.79,13.29,48.08,10.67,-5.66,34.74,1.2451056444149204,4.7,2.32,4.73,1.25,1.25,4.44,1.74,29.0,1,0,0,0,0.0
(주)해천물산,84675,2022,3.72,20.9,3.14,3.15,65.27,2.32,548.0,506.69,15.04,-27.16,0.01,51.03,15.43,5.72,0.96,0.86,2.69,2.69,2.4,0.57,8.495080444884767,27.7071778824854,27.71,40.36,16.74,38.32,16.79,2025.31,8.92,18.26,8.94,9.61,78.12,0.9983562032898928,0.0,27.26289999999999,2.2,1.12,1.12,2.2,2.28,8.0,1,0,0,0,0.0
(주)오토피아,73340,2019,9.61,12.62,7.85,4.35,88.54,43.49,447.62,391.14,62.22,-8.19,1.44,63.24,18.26,-11.57,-2.2,-1.24,0.71,0.3,0.17,1.46,-0.1605600749520201,-4.406395598203623,-4.41,-8.68,3.96,-0.25,4.91,1810.72,16.59,45.24,9.18,-13.51,51.79,1.806702024113482,11.19,5.15,5.04,1.77,1.77,5.01,2.73,19.0,1,0,0,0,0.0
주식회사센트롤,80636,2018,-2.21,-3.19,-2.03,-7.48,54.48,37.31,1128.11,579.05,63.51,-21.46,8.44,25.69,8.14,-143.41,-42.93,-129.26,-36.4206,-37.1664,-136.69,7.55,-1.317198286203073,0.0,25.93,8.38,33.4,-43.81,815.06,-2898.52,-16.36,-96.5,-60.35,0.0,0.0,0.0,6.6,1.89,1.6,0.33,0.3,0.42,1.1,11.0,1,0,0,0,0.0
(주)세정건설,25819,2022,-12.96,-17.62,-9.98,-17.48,50.09,45.48,334.45,285.41,56.62,-32.79,4.8,32.91,23.02,6.5,1.74,2.54,1.91,1.88,3.06,1.01,0.0506233566740568,16.98369713240413,16.98,67.43,1.92,-25.2,-3.36,5112.06,4.45,8.33,7.8,32.58,84.77,0.5705985507267441,3.0,2.45,1.05,0.69,0.62,0.86,2.17,35.0,1,0,0,0,0.0
(주)구마자원,87338,2022,-1.93,-2.08,-1.38,-0.67,113.4,66.72,249.32,132.98,66.08,5.1,3.56,43.17,28.63,27.34,7.53,3.37,11.38,11.37,5.1,1.03,-0.0100050544331718,19.453351428051032,19.45,48.95,3.83,8.61,4.44,5202.73,17.54,31.16,8.56,39.31,78.7,2.047534469779085,10.61,9.18,3.72,2.24,2.23,3.67,5.68,18.0,1,0,0,0,0.0
주식회사태양,94931,2022,0.37,0.63,0.3,0.32,72.54,44.77,468.5,461.16,48.11,-22.28,1.33,58.84,17.59,4.77,0.88,0.87,2.78,2.61,2.6,1.61,-0.0412140258165935,11.01320033699374,11.01,19.71,0.57,6.03,-0.45,1835.29,9.49,24.77,9.94,8.77,34.88,0.9543332313603122,3.33,2.72,2.49,1.01,1.0,2.33,1.77,14.0,1,0,0,0,0.0
주)진우에스엠씨,88707,2022,1.85,2.35,1.3,1.73,87.29,18.42,237.71,118.2,55.51,-4.45,3.44,30.55,29.61,3.28,1.0,1.27,2.96,2.86,3.72,2.32,0.0006483654803323,4.211108006594169,4.21,39.57,-6.24,-0.62,-2.31,4405.27,14.26,28.85,18.93,6.73,64.79,0.7533349157662007,38.16,10.38,1.51,0.79,0.77,1.05,2.87,17.0,1,0,0,0,0.0
피앤에이파워시스템(주),85514,2022,-8.62,-18.02,-3.2,-3.31,76.74,37.38,59.07,53.37,17.76,-7.8,12.36,25.75,62.87,4.75,6.34,3.02,4.23,3.47,3.52,-0.27,0.2125284142371945,4.6379719649635085,4.64,21.63,-0.2,3.34,-5.68,1354.87,7.14,36.25,7.39,40.9,66.11,0.9660308967500404,14.48,9.24,4.76,2.1,0.99,1.3,4.12,25.0,1,0,0,0,0.0
주식회사에스에이씨,39405,2022,144.31,0.0,3.27,11.15,3262.89,2749.12,2.32,2.04,0.0,63.13,210.63,65.12,96.1729,3.03,3.59,9.97,0.37,-0.59,-1.99,-3.24,-0.0154407927607303,0.0,1.05,2.93,-2.29,-2.84,-7.49,12638.74,6.91,43.5,23.53,42.36,68.82,0.0,4.67,0.52,1.78,0.36,0.3,0.83,0.46,22.0,1,0,0,0,0.0
한국목재(주),85203,2022,-8.04,-9.02,-6.87,-4.62,81.98,20.55,587.15,318.5,76.19,-8.35,1.21,38.0,14.55,-2.2,-0.34,-0.22,4.26,4.26,2.75,1.61,-0.1881551797447178,8.180507335647889,8.18,29.73,-1.81,26.46,-1.23,3778.55,7.11,11.65,4.78,-4.56,56.19,1.4883527383825883,20.86,17.7,2.42,1.55,1.55,2.38,4.42,10.0,1,0,0,0,0.0
주식회사씨에스실업,59049,2022,-2.63,-2.76,-2.3,-87.13,78.87,78.87,694.54,666.03,83.32,-17.72,0.81,66.11,12.59,0.08,0.01,0.38,4.34,-0.94,-24.09,-19.44,-0.0428190480564991,0.0,129.1176999999999,554.888699999998,-0.24,9.36,-0.24,503.19,1.05,3.09,39.73,0.96,-1.26,0.0,364.13,0.08,0.08,0.04,0.04,0.08,0.08,16.0,1,0,0,0,0.0
엔케이건설(주),78073,2022,-9.68,-11.84,-6.01,-11.66,184.8,41.36,163.79,126.69,50.76,40.73,0.18,88.75,37.91,2.21,0.82,1.61,1.57,1.55,3.06,3.98,0.1392632426467464,-3.968940873778752,-3.97,-5.59,11.03,214.74,-3.39,1234.8,6.76,76.29,13.12,12.27,51.78,0.515503153355982,10.03,2.78,5.71,0.51,0.51,4.82,0.56,14.0,1,0,0,0,0.0
