회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)카리스해운,82207,2022,343.5789999999999,1088.77,44.41,36.23,437.38,437.38,8.67,8.67,4.08,26.92,118.29,34.9,92.02,43.77,36.09,26.96,35.47,35.13,29.49,0.19,-0.295175922531195,-5.424314457412905,-5.42,-28.3,14.09,-15.99,1.73,12106.17,49.38,104.89,40.28,66.93,82.28,1.2257669445826451,21.39,2.93,2.35,1.34,1.19,2.01,2.93,23.0,0,1,0,0,0.0
(주)휴베나,66903,2021,71.63,170.53,13.33,13.15,376.49,262.12,22.85,17.82,7.81,40.1,157.09,54.6,81.4,10.66,8.26,8.12,10.84,10.72,10.55,0.04,-0.0241305082227585,0.5659739845457522,0.57,-0.62,2.03,9.38,-5.05,4622.35,19.08,50.99,18.82,43.12,74.25,1.0137320256086275,7.6,2.64,2.64,1.02,1.02,2.26,1.85,28.0,0,1,0,0,0.0
조아조아(주),90981,2022,2.79,3.72,2.17,39.75,2.05,2.05,350.84,308.01,58.38,-66.92,0.54,1.4,22.18,-0.98,-0.22,-4.02,1.99,1.99,36.51,37.54,-0.0087755680777907,-0.7782712890329383,-0.78,-42.82,0.27,4.1,-0.97,599.24,4.31,4.56,78.95,-5.09,82.82,0.0546395941249593,26.86,2.84,0.06,0.06,0.05,0.06,2.84,21.0,0,1,0,0,0.0
(주)비엘헬스케어,86220,2022,4.0,6.0,3.0,3.0,58.0,36.0,216.0,144.0,53.0,-19.0,9.0,26.0,32.0,4.08,1.24,1.1,2.78,2.68,2.45,1.37,0.014127012884755,-8.126822382314112,-8.13,-22.56,-1.57,10.63,-1.2,17341.0,31.0,44.0,27.0,4.0,25.0,1.144806894444676,8.26,5.0,2.0,1.0,1.0,2.0,4.0,32.0,0,1,0,0,0.0
(주)해양정보기술,88732,2022,218.01,0.0,15.28,24.74,1078.22,1078.22,7.54,6.68,0.0,60.75,215.47,66.96,92.99,17.65,20.14,24.72,17.39,16.19,24.38,-1.81,0.0163857567082893,16.22444583866406,16.22,15.77,17.15,3.21,37.37,5692.42,25.61,239.22,41.46,59.62,82.48,0.6177474576249834,5.42,0.99,6.68,0.81,0.66,2.02,0.99,19.0,0,1,0,0,0.0
(주)영인정공,87357,2022,4.88,5.67,2.93,3.54,96.56,32.17,149.98,112.41,51.58,-1.55,0.21,43.42,40.0,-1.7,-0.78,-0.86,-0.29,-0.3,-0.38,2.04,-0.0238660876464151,-6.485796059677849,-6.49,-6.13,-6.75,-9.3,-8.03,1289.4,10.34,25.21,12.51,-6.87,46.84,0.8267190528460703,7.04,5.6,1.93,0.9,0.8,1.41,1.84,23.0,0,1,0,0,0.0
주식회사케이투세이프티,69286,2022,91.56,0.0,8.55,14.07,1062.4,885.84,10.3,10.12,0.0,86.77289999999999,117.19,97.52,90.66,16.57,15.18,23.15,19.88,18.16,27.92,-2.63,0.0043398299929932,15.161418323767236,15.16,14.99,22.19,32.63,76.77,35112.90919999999,18.7,7470.55,30.77,75.23,93.08,0.6078159635975708,4.02,0.78,310.13,0.66,0.65,26.93,0.67,10.0,0,1,0,0,0.0
주식회사이새에프앤씨,82140,2022,30.44,55.93,11.47,8.03,298.3,133.93,60.5,33.5,20.51,41.38,29.39,62.25,62.3,13.97,8.4,5.7,10.6,10.51,7.34,0.46,-0.0477239976651405,0.0,0.65,1.49,-0.7,15.56,8.54,8882.01,28.05,85.56,19.65,29.01,62.99,0.0,10.14,5.05,4.23,1.47,1.43,3.77,2.31,18.0,0,1,0,0,0.0
(주)티지테크,67085,2014,1.66,2.07,1.39,2.67,69.95,53.22,518.23,289.14,67.05,-14.05,0.1,32.72,16.18,-8.3,-1.55,-2.69,2.61,2.02,3.71,4.75,-0.3500611273594597,9.26942348778767,9.27,18.3,5.36,-20.15,5.18,1466.1,11.52,18.57,22.13,-12.16,42.88,0.5205242066415504,3.51,2.27,0.86,0.58,0.54,0.79,1.72,17.0,0,1,0,0,0.0
주식회사예림,94665,2022,1.39,2.87,1.02,0.45,187.37,156.05,269.2,138.62,35.37,32.8,65.82,70.35,27.09,67.0,14.46,6.01,22.44,22.3,9.27,0.54,-0.7371697949466712,0.0,13.58,20.51,-0.05,-11.54,-0.8,6039.28,52.74,207.71,23.31,25.77,49.35,0.0,8.39,4.44,8.87,2.41,2.41,7.63,3.52,12.0,0,1,0,0,0.0
아머스포츠코리아,16878,2022,41.95,0.0,21.2,16.1,202.11,143.64,102.19,93.16,0.0,47.05,111.35,93.13,49.46,18.96,9.93,6.77,12.03,12.01,8.2,-0.01,0.2616247333490387,25.407270595114333,25.41,23.62,56.02,32.51,256.25,8079.11,29.91,1609.98,22.72,29.82,48.49,1.316700954639509,18.52,2.16,110.68,1.47,1.47,23.35,1.56,28.0,0,1,0,0,0.0
(주)월성종합개발,50382,2022,8.22,8.83,6.24,29.04,129.12,128.99,316.14,62.02,70.69,4.34,74.75,19.24,24.03,17.19,4.69,17.69,8.02,7.91,35.8,11.45,-0.0639563346945342,5.74178526306682,5.74,15.47,3.66,3.58,2.03,3553.48,12.66,20.13,58.9,30.04,69.79,0.2150167102985188,249.76,1.2,0.29,0.27,0.22,0.27,1.2,25.0,0,1,0,0,0.0
엠스퀘어주식회사,38577,2019,3.1,3.37,2.34,30.39,2.18,2.18,307.92,285.47,69.43,-68.45,1.33,1.53,24.51,9.82,2.27,29.77,4.9,4.9,62.337399999999946,34.68,-0.0265186268577726,-2.538243031865941,-2.54,-53.96,-0.82,-8.23,-0.84,785.03,6.55,6.65,84.97,35.04,94.2,0.0770696264761238,8.68,3.19,0.08,0.08,0.08,0.08,3.19,57.0,0,1,0,0,0.0
머티리얼즈파크주식회사,61918,2022,20.36,23.43,10.17,12.65,60.34,44.16,99.77,99.23,43.4,-19.7,13.7,29.97,50.06,12.06,17.0,11.4,11.76,11.35,15.02,0.92,-0.0018294321509263,-11.373022873340302,-11.37,-7.02,-13.11,7.78,-0.72,16830.43,16.75,74.81,20.84,54.69,89.67,0.8039652108208383,7.41,3.32,3.56,1.49,0.76,1.07,2.58,23.0,0,1,0,0,0.0
원풍물산주식회사,90106,2022,15.73,92.77,9.04,6.05,113.61,103.23,135.26,127.56,9.75,7.38,36.35,61.6,42.51,19.7,8.35,5.29,-2.76,-2.93,-1.86,0.07,0.009861332468396,11.49918388744912,11.5,19.34,0.86,-13.9,3.53,3060.76,19.77,58.61,13.22,40.03,75.95,1.4949375723905065,6.86,2.89,4.51,1.58,1.58,3.91,2.64,18.0,0,1,0,0,0.0
(주)골든게이트디벨롭먼트,100593,2022,40.47,49.25,38.06,36.08,298.29,100.17,1580.43,552.91,77.27,65.24,11.18,98.15,5.95,9.65,0.43,0.52,6.57,6.56,8.04,4.83,3.044677486026963,-36.98729877734648,-36.99,-37.0,-36.43,13.18,0.0,1677.39,8.88,0.0,8.42,6.17,82.46,1.0547173392681468,31.47,2.22,0.0,0.83,0.82,44.21,0.83,8.0,0,1,0,0,0.0
(주)이에이엔테크놀로지,80412,2022,5.91,7.65,3.96,8.29,47.65,47.65,203.13,105.03,51.72,-18.14,8.54,16.51,32.99,-3.44,-1.42,-2.92,1.1,0.86,1.81,3.93,-0.0924476809807093,-1.8773348113956865,-1.88,-6.55,-0.9,19.97,-1.88,7049.07,25.68,32.15,53.76,-5.43,15.15,0.4776413493635141,8.01,2.8,0.59,0.49,0.47,0.57,2.8,21.0,0,1,0,0,0.0
주식회사제이텍,66235,2019,3.53,4.35,3.26,5.24,14.24,14.24,1226.22,1032.87,74.98,-66.79,7.06,11.09,7.54,57.05,3.34,5.38,6.76,6.63,10.8,4.9,0.9551505417301164,-2.6820639142871765,-2.68,18.9,-4.84,-25.42,-2.38,1000.04,12.12,13.9,19.48,27.62,75.7,0.6220396320284729,13.93,6.1,0.7,0.62,0.61,0.68,6.1,17.0,0,1,0,0,0.0
주식회사신우베스틸,83433,2022,33.44,41.98,8.08,11.86,145.06,144.52,31.85,30.53,19.24,10.43,42.49,33.59,75.85,10.0,8.84,10.74,9.61,8.95,12.88,-0.5,0.026332307863724,0.0,4.23,15.95,-0.84,17.94,-1.12,3248.73,12.04,25.82,17.68,60.72,88.26,0.0,6.77,2.2,1.45,0.82,0.7,1.02,2.18,16.0,0,1,0,0,0.0
(주)세정씨푸드,98020,2022,36.4,61.64,26.27,8.69,106.1,81.28,259.24,178.95,42.61,3.04,14.9,52.85,27.84,53.31,11.25,3.87,12.91,12.8,4.64,0.55,-0.2398511904468029,-16.271933299303733,-16.27,-19.26,-12.64,2.75,-4.05,2757.61,30.03,69.83,9.93,39.02,66.21,3.0240550120034424,11.3,7.11,6.89,2.91,2.76,5.98,5.11,14.0,0,1,0,0,0.0
삼일약품교역(주),82254,2022,14.17,30.62,10.95,7.96,137.82,101.55,340.3,244.42,35.75,21.0,15.0,76.51,22.71,18.32,3.92,2.77,6.04,5.88,4.19,0.94,-0.0309843851177151,4.211480506045844,4.21,-2.81,36.26,-1.48,33.9,3714.56,23.52,118.8,17.09,16.2,54.38,1.3757787792206015,3.15,2.39,7.96,1.41,1.4,6.76,1.77,40.0,0,1,0,0,0.0
(주)국제플랜트,42001,2022,30.29,95.69,13.52,7.97,261.79,261.79,80.64,45.99,14.13,41.19,47.47,66.64,55.36,1.81,1.08,0.58,1.18,1.04,0.59,0.22,-0.0356989882585357,7.773891497487988,7.77,12.58,-0.7,39.84,1.77,6867.99,14.54,51.84,8.57,6.81,41.08,1.696070953380479,3.99,2.7,6.1,1.85,1.76,5.07,2.7,30.0,0,1,0,0,0.0
남도꼬막주식회사어업회사법인,95971,2022,23.54,47.56,21.06,24.79,66.14,35.34,848.09,633.56,44.29,-22.63,0.81,44.2,10.55,18.44,1.69,2.1,2.68,2.68,3.31,2.17,0.0168216062299119,-9.353926690700932,-9.35,-12.15,-7.01,26.75,-7.15,3339.54,18.84,34.02,22.17,9.45,81.53,0.8496306596024272,4.86,3.57,1.48,0.81,0.81,1.47,1.8,7.0,0,1,0,0,0.0
(주)코리아종합관리,95024,2022,6.13,0.0,3.65,0.64,160.16,160.16,147.52,134.03,0.0,32.58,6.92,86.72,40.4,12.79,5.44,0.86,4.75,3.86,0.64,-0.15,0.1118627533570846,11.314277571894934,11.31,11.26,11.68,12.6,-3.05,2030.38,28.75,943.76,5.05,16.96,20.47,5.298806383510007,11.5,6.91,183.98,5.742899999999991,5.242899999999991,45.25,6.91,26.0,0,1,0,0,0.0
엠에스이주식회사,67347,2022,28.53,429.54,17.51,5.81,241.25,178.25,158.99,80.09,4.08,43.68,66.53,74.6,38.61,-0.26,-0.1,-0.03,-0.83,-1.44,-0.48,0.16,0.0301291984431494,-2.817814808130536,-2.82,-3.06,-2.11,9.34,-4.66,3005.66,25.73,114.23,8.54,-0.39,50.82,3.0135174184520235,17.87,5.14,12.58,3.01,2.97,11.74,3.98,22.0,0,1,0,0,0.0
동성산기주식회사,64219,2022,3.91,4.98,3.45,5.67,9.51,3.02,741.33,681.19,69.18,-73.27,0.3,7.7,11.89,9.73,1.09,1.82,3.62,3.62,6.03,5.52,0.0627219340344412,-2.1255723162280646,-2.13,-6.0,-1.79,12.67,-1.79,1564.16,11.43,12.38,18.81,9.65,55.19,0.6074351150325676,98.57,22.69,0.65,0.6,0.6,0.65,7.65,18.0,0,1,0,0,0.0
주)시흥에너지배곧주유소,86432,2019,7.41,7.51,6.41,2.94,15.39,6.55,640.22,335.84,85.34,-38.39,0.07,6.98,13.51,22.11,2.62,1.24,4.15,4.15,1.96,0.54,-0.3754103150496275,-5.039341898473524,-5.04,-38.43,-1.01,28.12,-1.07,1153.95,10.5,11.32,4.83,25.6,60.54,2.1762968145845587,79.28,27.26289999999999,2.33,2.12,2.12,2.33,15.95929999999984,6.0,0,1,0,0,0.0
주식회사푸드장,97761,2022,82.79,0.0,17.3,4.02,366.39,283.21,26.41,26.41,0.0,55.65,201.64,76.54,79.11,35.65,27.9,5.57,30.54,30.16,7.26,-0.09,-0.4311913764103465,-6.596023654144184,-6.6,-6.64,-6.45,0.19,6.15,6626.24,49.61,1396.46,11.54,48.26,68.42,4.300232593708448,17.24,6.97,112.25,5.01,4.15,17.72,5.43,9.0,0,1,0,0,0.0
(주)제이오텍,29856,2022,23.22,44.87,6.71,6.81,303.56,150.51,40.67,24.96,14.96,36.12,50.11,53.86,71.09,14.79,10.23,10.0,11.63,11.49,11.27,0.31,0.0146583495866413,6.85685590371844,6.86,11.82,1.6,34.96,2.19,13834.34,26.31,64.72,26.67,37.49,55.77,0.9865723875412374,7.53,3.77,2.45,1.02,1.02,2.16,1.93,35.0,0,1,0,0,0.0
주식회사아시아,71382,2022,9.01,9.93,5.28,5.29,103.14,75.38,141.26,78.98,53.12,1.03,23.11,33.76,41.45,18.47,7.17,7.03,8.82,8.74,8.68,1.54,-0.020660828202551,0.0,2.03,4.9,0.62,5.23,0.31,8227.11,18.41,28.62,18.48,38.07,78.1,0.0,7.48,4.31,1.54,1.02,1.01,1.51,3.02,15.0,0,1,0,0,0.0
주식회사서울정광,99468,2022,13.93,19.3,8.72,15.18,131.11,72.17,167.43,68.5,45.18,7.97,10.55,33.58,37.39,3.3,1.31,2.12,2.56,2.46,4.29,2.68,-0.211979226708988,-0.5340430534026975,-0.53,-5.38,2.11,-29.95,1.05,3806.73,19.85,32.56,34.56,6.12,52.36,0.5743439950481397,4.02,2.44,0.93,0.62,0.57,0.87,1.66,10.0,0,1,0,0,0.0
(주)미래코리아,64848,2022,11.58,38.76,3.67,5.17,127.31,110.94,46.45,27.14,9.47,5.06,28.84,23.59,68.28,25.34,43.61,20.74,3.38,2.68,3.28,-0.49,-0.1329937966330242,35.513431110165804,35.51,4.18,49.39,2.18,-2.4,35112.90919999999,25.69,278.01,36.19,57.32,76.58,0.7099218194681409,6.4,3.51,6.91,2.1,0.82,1.11,3.07,15.0,0,1,0,0,0.0
이한모터서비스주식회사,87145,2021,16.36,17.76,12.62,3.98,91.48,62.65,337.62,337.15,71.03,-6.57,24.49,70.48,22.85,29.92,5.76,1.86,8.01,7.59,2.56,0.49,0.0646667133351842,-12.154754107073906,-12.15,-25.2,50.46,26.1,4.8,1930.32,21.47,104.47,6.77,27.52,46.71,3.1693040871397584,105.23,7.12,15.78,3.09,2.96,12.9,3.85,13.0,0,1,0,0,0.0
(주)롤스웰,96419,2022,0.76,0.79,0.58,5.66,254.97,254.97,312.38,17.16,73.52,6.45,23.98,10.61,24.25,0.75,0.18,1.78,2.42,2.23,22.06,19.6,-0.0399510132341787,-2.416290339184516,-2.42,-25.02,1.21,-35.42,1.2,1254.37,4.71,5.33,46.12,3.85,80.65,0.1022184087226299,3.31,0.83,0.12,0.1,0.1,0.12,0.83,7.0,0,1,0,0,0.0
(주)선종,59668,2022,8.58,8.89,7.16,40.48,4.32,4.32,501.5,413.63,80.51,-65.8,2.26,2.97,16.63,46.62,6.6,35.81,9.61,9.59,52.7,12.43,-0.0599110410759279,6.13219604863042,6.13,-42.84,8.99,36.06,8.99,3480.95,12.94,13.61,73.21,48.92,94.56,0.1767849360903559,0.0,4.33,0.19,0.18,0.18,0.19,4.33,21.0,0,1,0,0,0.0
(주)세아에삽,26374,2022,18.21,613.06,4.43,3.23,258.38,117.87,32.14,30.8,0.72,36.92,10.65,60.23,75.68,11.93,10.98,6.19,7.71,7.12,4.89,-0.27,-0.0405346761668601,7.882225620049341,12.97,14.74,10.39,31.69,4.16,16301.37,19.29,113.69,14.05,44.03,63.1,1.4928117280905364,6.7,5.07,7.81,1.77,1.46,3.62,2.44,39.0,0,1,0,0,0.0
에이치설퍼(주),53126,2022,36.54,60.31,14.66,7.68,101.94,83.53,66.98,47.05,24.3,0.55,44.42,28.72,59.89,31.77,18.29,8.6,21.75,21.57,10.79,0.23,0.2073781880117556,9.950322343808454,9.95,22.03,5.73,66.78,6.88,15356.42,32.84,51.25,17.2,49.99,75.16,1.909012037067316,19.53,9.13,2.99,2.13,2.0,2.75,7.31,43.0,0,1,0,0,0.0
(주)에치엠엘리베이터,72524,2022,-11.56,-19.51,-7.67,-7.73,220.64,78.89,197.1,90.56,39.32,36.77,44.17,67.25,33.66,10.65,4.32,3.67,4.44,4.36,4.01,1.0,0.0683501615531697,21.189004708738462,21.19,28.21,8.94,42.03,-0.94,2760.55,14.8,61.4,14.92,24.61,40.52,0.9921822920472902,11.82,3.58,4.1,1.18,1.09,3.16,1.66,24.0,0,1,0,0,0.0
(주)보현,81291,2022,9.38,14.43,6.7,1.49,123.03,61.41,250.19,175.9,46.44,11.57,20.5,61.8,28.56,17.17,4.68,1.03,8.07,8.04,1.77,0.48,-0.0197102391798347,1.576343395192311,1.58,5.74,-4.51,6.67,-5.45,5096.21,14.21,38.32,3.16,32.44,85.89,4.496056339033799,24.47,14.54,11.74,4.56,4.53,11.5,7.48,9.0,0,1,0,0,0.0
주식회사상봉그랜드,67084,2022,2.56,2.86,1.79,28.28,2.42,2.42,231.62,168.52,62.42,-49.59,0.25,1.23,30.16,0.95,0.29,4.53,2.43,2.43,38.6,33.12,-0.0019077456739736,-0.7546324286788686,-0.75,-14.08,-0.56,4.79,-1.01,1426.57,5.66,5.78,89.59,5.05,81.38,0.0632057126535819,0.0,4.75,0.06,0.06,0.06,0.06,4.75,11.0,0,1,0,0,0.0
일신상선주식회사,62009,2018,39.78,46.33,25.65,46.98,109.14,104.9,181.44,72.59,55.36,2.36,66.98,28.15,35.53,1.74,0.59,1.12,2.92,2.55,4.88,3.82,-0.4906034061888484,-8.247457007141664,-8.25,10.0,-13.85,4.96,-15.05,2177.79,22.78,32.36,41.72,2.69,91.14,0.5459460233930911,16.04,2.15,0.71,0.52,0.52,0.7,2.03,15.0,0,1,0,0,0.0
주식회사케이에이엠,73418,2020,15.01,18.34,5.58,17.97,162.69,162.05,59.2,13.43,30.44,5.29,56.76,13.72,62.81,-1.03,-0.73,-2.1,-0.4,-0.63,-2.1,1.39,-0.1269557423358698,-5.80936711332899,-5.81,-24.9,-1.84,-50.03,-2.77,1531.5,8.55,12.45,27.53,-7.63,49.14,0.3106859458245683,7.55,1.95,0.45,0.35,0.3,0.36,1.94,10.0,0,1,0,0,0.0
(주)코베아,63958,2022,15.04,17.5,6.12,12.66,75.9,36.35,68.57,44.19,34.95,-6.32,11.09,19.9,59.32,7.82,5.48,9.41,5.46,5.44,11.4,2.2,-0.1214816448860614,-2.521284734162498,-2.52,-14.06,0.84,-25.09,-0.77,7994.81,11.27,18.58,23.33,40.33,77.72,0.4831481859810929,7.99,4.88,0.79,0.58,0.48,0.61,2.24,34.0,0,1,0,0,0.0
(주)제이엠씨코퍼레이션,91423,2022,9.6,10.36,7.41,34.65,120.71,96.48,337.28,333.83,71.45,15.81,0.69,92.15,22.87,48.43,11.07,47.32,16.21,12.72,57.49,-0.83,0.1977515387788268,7.369985626088858,7.37,7.29,8.31,21.94,-3.75,12279.3,14.21,2078.76,66.5,71.15,90.27,0.2137265030432029,0.0,0.3,11.39,0.23,0.22,2.83,0.24,13.0,0,1,0,0,0.0
(주)세우글로벌,13000,2022,53.0,2688.0936999999994,4.0,8.0,1104.0,976.0,9.0,9.0,0.0,81.0,155.0,89.0,92.0,3.36,3.31,5.42,4.66,3.13,5.55,-2.68,-0.0142549000813119,0.6736367004345342,0.67,6.86,-30.78,-13.36,-0.27,2988.0,6.0,136.0,11.0,51.0,58.0,0.5625685813833552,8.9,1.0,13.0,1.0,1.0,4.0,1.0,46.0,0,1,0,0,0.0
비카코리아주식회사,74168,2022,6.57,31.62,3.63,3.05,146.86,80.54,123.08,102.22,11.47,21.47,35.54,67.29,44.83,14.53,6.25,5.11,8.38,8.35,6.88,0.14,0.0419836570618942,4.53361359609831,4.53,7.1,-0.38,7.01,-0.41,6614.71,19.65,63.38,16.55,30.89,46.7,1.1872252221931454,7.32,3.34,3.82,1.22,1.21,3.62,1.82,27.0,0,1,0,0,0.0
지피다이쿄코리아(주),66300,2019,77.89,0.0,4.82,10.71,1080.08,1080.08,6.59,6.54,0.0,60.09,136.02,66.22,93.81,4.06,4.28,8.32,4.41,3.2,6.99,-2.62,0.0167999767716701,4.046468176271821,4.05,-12.84,67.8,-14.97,124.76,1153.63,7.02,28.62,15.6,53.34,56.03,0.4497043996499462,12.7,0.63,2.54,0.51,0.46,1.67,0.63,23.0,0,1,0,0,0.0
(주)한국종합건축사사무소,86999,2022,63.19,0.0,27.89,12.32,182.55,182.55,78.98,78.03,0.0,35.99,86.99,79.59,55.87,54.95,34.66,11.8,36.73899999999991,36.12579999999998,13.12,-0.16,0.2102853597354137,58.85360760383493,58.85,74.16,18.32,41.73,15.17,10255.98,41.64,398.62,18.4,64.15,79.03,2.262784888917975,10.76,3.61,23.19,2.94,2.78,12.01,3.61,38.0,0,1,0,0,0.0
한국프리팩주),40701,2022,34.86,66.42,12.46,6.8,207.26,163.22,55.63,38.04,18.76,26.22,1.51,50.67,64.26,7.2,5.32,2.47,4.76,3.41,1.79,-0.37,-0.0554849285715146,8.024886931223147,8.02,-9.09,33.93,10.74,33.43,2626.3,16.03,57.11,8.75,28.2,50.98,1.831748033794879,4.58,4.24,5.22,2.16,1.9,4.25,3.44,47.0,0,1,0,0,0.0
주식회사케이아이엠지,17490,2022,8.45,11.11,6.0,9.39,42.32,42.32,245.03,227.75,54.03,-38.07,3.3,27.93,28.98,28.43,8.07,11.31,12.06,11.96,17.91,3.43,0.1571315104093996,9.303594934098427,9.3,22.71,4.86,9.91,-1.85,6837.58,21.25,36.75,33.23,34.05,63.86,0.6393634043608857,3.52,2.52,1.1,0.71,0.67,0.91,2.52,50.0,0,1,0,0,0.0
태양트레이(주),58836,2022,12.0,23.8,8.58,8.05,144.54,106.22,250.23,139.71,36.04,17.77,39.89,57.66,28.55,21.26,6.24,5.15,8.13,7.95,6.74,0.84,0.248194833179988,23.96312665627354,23.96,63.09,-6.56,32.92,0.22,2496.62,15.57,38.46,14.62,35.23,59.89,1.0653689092768528,5.41,3.22,2.63,1.21,1.18,2.43,2.29,32.0,0,1,0,0,0.0
(주)메드빌트,86039,2022,5.42,6.36,3.55,18.95,33.69,31.79,189.34,51.52,55.8,-11.81,14.55,6.0,34.56,3.91,1.34,7.08,3.91,3.86,20.74,11.76,-0.0263414016463689,-0.9476573317065607,-0.95,-16.2,0.22,6.78,0.28,2366.42,10.5,12.2,56.06,12.63,68.4,0.1872352811988308,0.0,2.98,0.22,0.19,0.19,0.2,2.85,20.0,0,1,0,0,0.0
주식회사대양테크닉,74271,2019,3.49,4.46,3.15,4.63,70.86,29.05,932.41,653.58,70.69,-18.45,0.1,44.86,9.69,1.67,0.16,0.23,3.28,3.25,4.88,3.29,0.4624823656292913,-4.147555568706761,-4.15,-6.59,-2.07,18.74,-3.47,1354.17,12.75,24.39,18.71,1.26,41.16,0.6811891764705882,5.41,4.02,1.28,0.68,0.67,1.22,1.47,30.0,0,1,0,0,0.0
그레이스노트코리아주식회사,77555,2022,230.27,0.0,16.39,47.68,1065.59,1065.59,7.67,5.18,0.0,46.41,845.8067999999944,51.22,92.88,16.1,25.04,49.51,14.48,14.48,47.57,-0.02,0.072265687307528,-20.604100330576426,-20.6,-36.43,7.5,-2.67,-37.7,11035.99,33.15,5072.63,96.42,51.35,68.76,0.3438115171117411,4.29,0.52,40.39,0.51,0.3,0.73,0.52,18.0,0,1,0,0,0.0
(주)씨티케이,81947,2022,38.95,44.77,15.0,28.31,58.07,58.07,62.67,62.67,33.52,-16.16,24.65,22.37,61.47,0.86,0.53,1.0,0.88,0.84,1.64,1.3,-0.1652108791700269,-7.100827540535846,-7.1,-0.65,-8.81,-12.79,-9.94,12407.62,34.4,47.05,64.9,1.55,41.14,0.5300683554822203,5.38,2.36,0.69,0.52,0.51,0.65,2.36,26.0,0,1,0,0,0.0
(주)코스텍시스,12410,2022,9.04,15.68,6.62,9.23,107.33,36.49,274.34,125.74,42.25,2.46,18.07,36.05,26.71,-11.07,-3.36,-4.26,11.1,10.85,14.1,2.27,-0.1945217582221874,15.58555473102277,15.59,5.1,22.48,144.75,20.43,202.19,0.57,0.99,0.8,-533.79,-206.63,0.717807351764526,13.19,5.89,1.27,0.79,0.77,1.24,2.04,27.0,0,1,0,0,0.0
에이치제이글로벌개발주식회사,85905,2019,215.6,251.95,59.61,254.79609999999897,371.32,285.55,38.21,36.75,23.66,72.15,51.81,98.74,72.35,-19.94,-9.43,-248.23,-5.7,-5.94,-156.74,65.98,-2.066425754924312,-58.43947709113861,-58.44,-58.72,-9.08,-92.7,1227.34,-1169.48,-6.81,-2254.3295,-105.59,0.0,0.0,0.064542223673069,0.06,0.04,39.81,0.04,0.04,4.89,0.04,10.0,0,1,0,0,0.0
(주)아산에스앤테크,81254,2022,19.58,23.77,9.51,12.03,97.55,40.51,94.48,80.96,40.01,-1.02,12.86,40.61,51.42,11.7,6.63,7.57,6.47,6.42,7.98,1.26,-0.1199905407115369,3.5101559085525533,3.51,-0.92,6.77,3.2,-0.1,2824.01,16.38,39.3,20.72,36.56,62.01,0.7905497450285127,9.88,5.28,1.8,0.88,0.8,1.37,1.94,14.0,0,1,0,0,0.0
대구철강주식회사,95235,2022,22.79,31.73,9.48,0.41,267.69,224.56,71.25,60.74,29.89,59.48,154.65,94.94,58.4,11.12,6.43,0.27,12.99,12.93,0.55,0.06,-0.0668714927427048,4.019963384095229,4.02,6.34,-26.22,9.09,-22.35,1181.53,26.56,868.46,1.15,23.35,46.43,5.298806383510007,94.74,27.26289999999999,662.77,5.742899999999991,5.242899999999991,290.6963999999998,15.95929999999984,11.0,0,1,0,0,0.0
주식회사지에이치산업개발,87392,2019,92.87,136.25,57.7,254.79609999999897,139.82,24.63,164.04,153.86,42.35,23.2,6.36,81.48,37.87,-40.0,-8.12,-101.14,-7.02,-7.06,-87.93,24.18,-0.7795116492478456,-69.02980739441922,-71.0461,-76.75,15.17,-92.7,1348.91,-48.4,-1.07,-32.21,-5.69,0.0,0.0,0.1872051967323043,0.14,0.13,10.58,0.08,0.08,1.08,0.09,11.0,0,1,0,0,0.0
주식회사동양,67117,2022,35.88,59.03,20.04,11.25,128.7,125.14,126.6,80.14,33.95,10.15,24.66,45.52,44.13,29.94,12.37,6.45,11.51,11.03,5.78,0.15,0.002689068195207,15.562698777979506,15.56,42.5,-0.2,28.18,-1.37,6565.57,22.75,42.89,12.78,50.51,92.12,1.781106174526635,20.43,4.75,3.33,1.92,1.91,3.27,4.6,16.0,0,1,0,0,0.0
(주)지에스피,85302,2022,95.89,140.52,18.68,32.97,531.72,519.47,24.19,11.34,13.29,39.44,273.33,48.57,80.52,23.08,19.16,29.42,16.79,16.32,26.99,-0.29,-0.0393037109156512,14.340486608919626,14.34,41.84,-3.36,-2.76,-3.13,6146.74,24.76,56.48,43.7,67.34,76.9,0.5665589533988807,4.36,1.39,1.27,0.65,0.6,1.08,1.37,12.0,0,1,0,0,0.0
