회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)동남코리아,70118,2022,-18.74,-39.58,-3.41,-27.33,26.09,17.94,22.2,14.91,8.6,-9.02,8.88,3.18,81.83,8.12,15.9,50.95,-2.62,-2.62,-20.07,2.46,7.649999999999999,9.947532734525891,9.95,-15.22,11.03,13.48,-0.2,8331.62,10.48,29.13,84.14,60.55,69.18,0.1245950494960929,13.08,5.18,0.35,0.31,0.13,0.14,3.59,30.0,1,0,0,0,0.0
실란트로주식회사,90776,2022,24.36,26.27,6.51,7.43,116.38,33.26,36.5,33.9,24.79,4.07,14.42,28.9,73.26,9.67,7.15,7.72,9.57,9.55,10.84,0.67,-5.880000000000001,1.0352111808813491,1.04,-13.3,8.32,7.48,8.17,5679.17,18.51,30.45,21.12,36.57,55.84,0.8764490259069202,18.96,8.21,1.38,0.93,0.88,1.28,2.82,15.0,1,0,0,0,0.0
주식회사휴디스텍,98702,2022,8.93,21.11,7.25,2.89,80.98,75.83,431.98,371.79,34.34,-13.3,20.99,56.59,18.8,41.2,7.36,2.56,8.86,8.73,3.22,0.4,-70.8,18.03513938939788,18.04,26.64,8.43,18.74,3.38,7029.27,23.55,64.17,9.4,27.27,47.94,2.506060655201295,9.9,5.29,6.94,2.87,2.71,6.01,4.95,16.0,1,0,0,0,0.0
강동냉장(주),21682,2022,1.12,1.42,1.0,21.15,16.46,16.46,812.45,192.38,70.41,-17.61,9.21,3.47,10.96,-16.92,-4.45,-58.27,-0.59,-0.69,-9.09,42.92,-32.28,323.50584815375123,323.51,-56.52,517.49,-63.86,548.73,2742.34,2.8,2.92,59.32,-98.23,-1.81,0.047171538721589,3.54,0.82,0.09,0.08,0.08,0.08,0.82,32.0,1,0,0,0,0.0
프리머스에이치알(주),96713,2022,-4.32,-11.87,-2.89,-1.15,98.71,98.71,202.23,120.77,24.38,-0.52,37.83,39.44,33.09,12.07,2.47,0.85,2.85,2.46,0.85,0.24,12.07,37.37623383309047,37.38,38.83,36.44,0.12,36.8,1280.62,15.69,28.4,6.26,13.51,31.83,2.5049143059026795,15.91,7.38,5.24,2.92,2.9,4.77,7.38,26.0,1,0,0,0,0.0
로로피아나코리아(주),43616,2022,-1.5,-4.4,-0.77,-0.51,177.03,51.94,104.67,103.26,17.4,38.86,0.32,89.31,48.86,13.56,7.1,4.14,9.79,9.7,5.66,0.21,-2.459999999999999,33.899392103349825,33.9,35.99,18.68,32.9,17.24,24586.33,30.84,528.45,20.6,20.12,50.58,1.4969165469319583,9.41,6.42,27.69,1.71,1.71,15.21,1.93,30.0,1,0,0,0,0.0
(주)피.와이.씨,74246,2022,1.95,2.81,1.1,0.77,82.23,33.26,128.58,126.22,39.03,-9.81,6.48,45.4,43.75,2.85,1.23,0.87,2.37,2.33,1.64,0.92,-0.6599999999999997,0.5164352065508211,0.52,7.75,-4.8,36.27,-4.1,1906.48,10.89,21.27,7.69,11.27,50.67,1.4168011095379602,10.49,7.89,2.71,1.42,1.42,2.53,3.24,39.0,1,0,0,0,0.0
주식회사일광엠씨티,66180,2022,-14.46,-19.34,-6.31,-12.85,118.53,112.39,77.39,68.3,32.62,7.14,10.88,45.64,56.37,-5.78,-4.41,-6.84,3.96,3.47,6.78,0.53,-16.81,8.477939728941664,8.48,40.28,-8.87,27.29,0.73,570.42,1.83,4.94,3.74,-183.03,-46.33,0.4908757791565856,2.11,1.32,1.3,0.64,0.51,0.86,1.26,15.0,1,0,0,0,0.0
(주)원텍,77940,2022,-11.24,-19.96,-7.48,-4.36,91.92,39.78,198.58,191.41,37.45,-5.18,0.22,58.93,33.49,6.51,1.41,0.75,4.53,4.53,2.43,1.72,177.76,19.10520675051773,19.11,7.41,41.16,-11.02,54.17,1520.53,8.87,23.07,5.17,14.53,81.3,1.715198450412964,11.83,6.91,5.41,1.88,1.86,4.89,3.01,19.0,1,0,0,0,0.0
터보윈주식회사,89133,2022,-3.41,-3.74,-1.93,-8.22,131.32,74.65,130.71,36.91,51.72,5.01,10.07,21.01,43.35,-4.69,-2.09,-8.86,-1.02,-1.03,-4.4,6.48,-6.19,-0.3415828197148585,-0.34,1.73,-0.88,4.54,-0.42,2671.92,3.27,4.19,13.91,-63.72,47.74,0.2350397399928133,2.67,1.9,0.3,0.24,0.23,0.3,1.13,9.0,1,0,0,0,0.0
에피도트주식회사,99769,2022,-16.42,-16.78,-11.04,-203.36,3644.01,315.79,205.23,8.31,65.78,96.54,24.69,99.26,32.76,0.64,0.22,3.85,1.66,1.47,25.71,20.51,-73.06,10.511999126375123,10.51,10.66,-5.93,-93.94,0.0,278.06,2.19,0.0,40.3,9.56,83.42,0.0542856472996981,0.0,0.71,0.0,0.06,0.06,7.14,0.06,7.0,1,0,0,0,0.0
주식회사서흥개발,82516,2018,-1.31,-1.9,-0.95,-7.18,125.16,15.81,260.6,253.1,49.95,17.66,8.86,87.85,27.73,-25.87,-6.23,-62.31,-4.84,-4.86,-48.61,18.33,-610.15,-39.25498079991296,-39.25,-42.29,-2.02,-96.27,-0.68,-4.01,-0.04,-0.35,-0.32,0.0,0.0,0.132253494026855,0.66,0.29,1.09,0.1,0.1,1.08,0.11,13.0,1,0,0,0,0.0
주식회사모던텍,85500,2022,-19.11,-29.08,-10.48,-14.37,114.14,83.47,121.45,95.2,36.05,6.08,8.22,49.07,45.16,-31.93,-8.49,-8.24,4.35,4.03,4.07,1.37,-31.93,112.29414615113036,112.29,113.58,111.07,82.72,100.51,1523.58,8.03,18.21,11.01,-74.85,29.1,0.729297869955346,3.88,3.06,2.21,1.03,0.99,1.94,2.02,13.0,1,0,0,0,0.0
세원전설주식회사,53491,2022,-5.41,-26.12,-3.38,-1.16,109.37,104.19,166.7,140.47,12.96,4.94,3.6,57.61,37.49,0.88,0.42,0.11,3.61,3.59,1.09,0.3,0.02,29.98628596606775,29.99,66.24,0.27,74.11,-1.67,1893.83,9.1,30.0,3.12,3.61,42.39,2.9146394373007896,6.95,6.62,9.52,3.7,3.29,6.88,6.32,40.0,1,0,0,0,0.0
주식회사엠텍,52595,2022,3.53,6.94,2.21,1.61,104.41,103.05,166.92,142.48,31.8,2.36,2.09,55.74,37.47,17.72,6.71,4.44,7.53,7.44,5.13,0.64,0.0,0.0,11.62,22.07,0.75,16.34,4.76,3538.91,18.3,48.99,13.31,33.33,63.42,0.0,3.04,2.82,3.77,1.51,1.45,3.12,2.71,27.0,1,0,0,0,0.0
세종파츠플러스유한회사,93703,2022,-0.08,-0.17,-0.06,-0.03,241.6,56.79,255.25,140.19,33.19,55.88,25.46,95.34,28.15,50.27,12.56,5.31,15.28,15.26,6.45,0.19,-9.009999999999998,24.86896205717032,24.87,26.84,-5.22,20.73,147.0,11776.53,44.37,3105.95,20.82,25.48,40.84,2.130966138953814,23.46,10.42,212.36,2.37,2.37,44.51,2.5,13.0,1,0,0,0,0.0
주식회사진흥플랜트,74238,2022,10.95,27.25,5.42,3.75,127.91,127.34,98.14,81.91,19.9,11.54,18.96,52.88,50.47,18.96,9.13,6.05,12.17,12.14,8.24,0.3,-8.779999999999998,4.0382483442319685,4.04,-12.23,31.36,2.87,36.77,8412.21,22.6,55.85,15.65,38.69,60.55,1.4442330918296118,3.77,2.56,4.12,1.51,1.47,3.48,2.55,16.0,1,0,0,0,0.0
(주)비엔지컨설턴트,50007,2015,-5.99,-15.9,-4.36,-3.05,105.07,94.08,267.12,242.89,27.4,3.35,2.91,69.51,27.24,31.73,11.16,5.21,7.77,7.54,4.2,0.8,12.18,67.78963431724073,67.79,87.65,35.17,37.98,9.93,11340.87,20.26,216.64,14.17,36.75,76.45,1.4302648047818645,3.84,3.12,12.56,2.14,1.79,5.39,2.68,28.0,1,0,0,0,0.0
(주)승우,73143,2017,-0.36,-0.51,-0.19,-0.25,66.03,66.03,118.64,88.73,37.49,-13.79,0.09,26.8,45.74,-12.94,-10.57,-8.27,-8.42,-10.22,-13.58,-1.45,-11.81,-8.464695294098682,-8.46,-12.87,-6.74,-14.1,-7.25,1311.6,11.79,39.73,14.96,-55.29,-12.38,0.7875728559440197,9.9,2.74,2.56,1.28,0.75,1.04,2.74,20.0,1,0,0,0,0.0
(주)디에이치파트너,77911,2022,-2.22,-2.43,-2.2,-225.63,299.92,299.92,10898.7,3000.81,90.42,54.54,0.03,81.83,0.91,-159.62,-9.9,-738.08,-1.88,-5.27,-454.74,293.52,-151.86,46.67969203358779,46.68,36.9,116.2,0.0,-24.44,7.81,0.04,2.79,3.9,-18903.87,-9350.37,0.0097384230357332,0.0,0.01,0.61,0.01,0.01,0.07,0.01,10.0,1,0,0,0,0.0
대승음료주식회사,90971,2022,-2.95,-3.03,-2.41,-118.35,140.89,6.57,445.88,289.73,79.54,21.7,0.87,74.78,18.32,-19.36,-4.71,-193.03,-0.7,-0.7,-34.61,158.43,-8.18,0.2289645056475257,0.23,0.17,0.42,-56.32,-0.61,134.42,0.69,8.21,33.86,-570.01,-40.33,0.0203417186935782,9.12,0.59,0.08,0.02,0.02,0.08,0.03,21.0,1,0,0,0,0.0
주식회사에이치모터스,78967,2022,7.75,8.83,5.15,5.34,28.84,28.16,198.28,193.4,58.35,-46.14,0.6,18.7,33.53,14.83,4.08,3.4,6.89,6.81,5.75,1.56,0.0,0.0,59.11,737.56,34.11,-4.47,34.2,4757.84,11.45,14.3,11.87,28.62,60.34,0.0,624.29,9.63,1.38,1.2,1.18,1.36,9.21,16.0,1,0,0,0,0.0
(주)제이제이네트웍스,101030,2022,-1.96,-2.39,-1.87,-4.28,53.53,25.1,2099.65,2005.99,78.46,-42.38,6.68,48.82,4.55,27.61,2.61,2.91,5.97,5.89,8.8,4.16,-16.009999999999998,224.934610061138,224.93,1101.25,91.61,4.2,36.05,5580.46,7.92,47.01,18.1,16.1,64.01,0.4375911787504549,70.77,3.31,2.68,0.9,0.67,1.12,1.65,7.0,1,0,0,0,0.0
주식회사가이아에너지,97084,2021,-3.87,-6.86,-3.12,-2.09,38.84,31.12,410.99,401.71,45.39,-48.08,1.13,30.54,19.57,4.3,1.3,0.55,3.67,3.67,2.46,1.65,-45.41,0.8675707846967832,0.87,-66.22,695.72,-17.54,-12.84,1103.6,8.91,354.82,5.99,9.25,44.22,1.4880352694165069,6.24,3.9,55.18,2.34,1.49,3.81,2.46,12.0,1,0,0,0,0.0
주)진우에스엠씨,88707,2022,1.85,2.35,1.3,1.73,87.29,18.42,237.71,118.2,55.51,-4.45,3.44,30.55,29.61,3.28,1.0,1.27,2.96,2.86,3.72,2.32,0.0599999999999996,4.211108006594169,4.21,39.57,-6.24,-0.62,-2.31,4405.27,14.26,28.85,18.93,6.73,64.79,0.7533349157662007,38.16,10.38,1.51,0.79,0.77,1.05,2.87,17.0,1,0,0,0,0.0
(주)하드램,43065,2022,21.11,27.76,14.38,17.3,172.79,152.36,213.76,132.0,51.81,30.62,36.55,72.69,31.87,10.72,3.69,3.92,8.98,8.74,9.51,1.92,-30.870000000000005,23.77929905868673,23.78,5.11,134.83,-37.47,159.64,3342.23,11.77,57.25,14.16,27.69,55.71,0.8314066978218817,3.76,1.33,5.84,0.94,0.92,4.27,1.17,24.0,1,0,0,0,0.0
(주)신시컴퍼니,44816,2022,-10.58,-16.16,-8.7,-3.33,94.57,34.05,461.42,461.42,53.83,-4.46,13.42,77.73,17.81,168.83,17.67,6.23,20.32,20.29,7.27,0.84,168.83,14.359527236000178,14.36,16.23,8.28,15.54,-2.57,3134.37,34.57,201.32,13.22,47.17,61.81,2.61574527224897,24.15,10.17,15.03,2.83,2.79,12.21,3.62,24.0,1,0,0,0,0.0
(주)누비콤,57889,2022,-1.68,-2.44,-1.08,-0.88,116.3,44.44,179.34,146.7,44.28,8.56,6.64,61.08,35.8,10.09,4.15,2.82,5.26,5.21,4.02,1.35,-2.120000000000001,11.308251310281664,11.31,21.53,-1.67,15.4,-8.44,7173.5,22.74,90.55,18.51,15.23,38.5,1.2283207743082614,7.33,5.02,4.68,1.47,1.29,3.13,2.21,21.0,1,0,0,0,0.0
(주)파이버프로,29376,2021,4.73,11.74,1.5,2.48,321.37,154.47,46.48,32.54,12.8,49.18,61.03,71.39,68.27,17.76,15.22,18.35,11.69,11.63,17.19,0.22,-10.509999999999998,27.468848590459288,26.67,26.22,27.82,-6.26,33.64,4355.14,18.06,247.92,29.85,61.48,75.7,0.602561888100704,3.76,1.75,2.87,0.83,0.68,2.37,0.95,27.0,1,0,0,0,0.0
(주)보현,29692,2022,-1.55,-3.46,-0.12,-9.2,52.79,52.79,8.08,3.92,3.34,-1.71,12.35,1.91,92.52,12.71,91.26,877.68,-0.32,-0.33,-24.8,8.22,-12.34,15.194757002278337,15.19,-30.56,16.7,-23.85,51.31,7428.35,12.59,111.13,1001.4,87.65,94.34,0.0125687827880903,20.0,0.54,0.13,0.1,0.01,0.01,0.54,39.0,1,0,0,0,0.0
동양팬주식회사,46353,2022,5.97,7.83,3.87,1.23,109.15,101.02,183.6,177.84,49.36,5.74,14.74,68.45,35.26,21.29,7.95,2.16,7.02,6.95,2.17,0.69,-14.75,4.210987295830713,4.21,6.76,-0.93,11.35,-2.85,2987.4,24.39,130.49,7.78,27.82,47.13,3.1340500651988843,7.02,5.47,16.52,3.67,3.2,9.89,4.73,19.0,1,0,0,0,0.0
(주)삼부산업개발,93381,2022,80.8,86.69,45.3,554.65,172.91,21.81,127.59,126.5,52.25,40.52,10.75,96.11,43.94,-17.74,-8.44,-104.76,-1.86,-2.07,-26.03,28.43,-90.13,-5.271040256112188,-5.27,-8.53,695.61,-93.91,386.15,-958.16,-4.03,-626.67,-49.36,0.0,0.0,0.0816657473503328,0.0,0.66,21.06,0.08,0.08,3.73,0.08,9.0,1,0,0,0,0.0
(주)금호정공,57217,2022,1.52,1.94,1.28,1.47,52.96,33.84,522.89,305.15,65.86,-23.04,0.99,25.95,16.05,-23.63,-4.77,-5.06,-2.77,-2.82,-3.15,2.53,-27.68,7.246573097970534,7.25,16.98,4.21,7.56,5.56,3476.81,5.91,8.7,6.82,-74.1,57.27,0.8657409350499237,7.58,5.62,1.24,0.94,0.9,1.19,3.6,25.0,1,0,0,0,0.0
대흥코리아(주),52815,2022,-10.38,-12.05,-9.86,-7.09,107.17,13.67,1904.98,1789.19,81.8,6.4,1.51,95.64,4.99,13.95,0.75,0.48,1.57,1.57,1.02,0.57,-2.66,23.82436883329479,23.82,25.38,-2.6,3.49,8.01,3192.23,19.15,2205.89,13.77,3.49,21.31,1.391082967855707,13.42,10.16,166.4,1.57,1.54,31.47,1.62,32.0,1,0,0,0,0.0
(주)미경테크,78990,2022,4.97,6.05,2.83,6.4,30.43,11.46,132.36,108.94,46.79,-32.61,0.62,14.27,43.04,-16.52,-7.71,-17.52,-5.44,-5.48,-12.67,3.43,-13.0,-4.435427914195391,-4.44,-25.23,0.2,-29.66,-2.67,1357.85,6.76,9.0,15.28,-114.63,-5.01,0.4424236375937601,8.24,5.65,0.58,0.44,0.43,0.52,2.65,24.0,1,0,0,0,0.0
(주)우림코윈,93978,2022,0.53,0.74,0.42,0.23,33.24,33.24,379.45,370.66,56.51,-51.61,0.26,25.7,20.86,-28.07,-6.46,-3.62,-8.57,-8.58,-4.83,0.63,-22.69,-1.5513769206177763,-1.55,-7.97,0.88,-8.06,-5.49,838.43,15.38,23.61,8.6,-42.1,-15.8,1.7882111700144714,35.03,6.67,2.67,1.78,1.77,2.42,6.67,15.0,1,0,0,0,0.0
(주)얌샘,98747,2022,-2.02,-2.44,-1.8,-0.94,27.98,21.6,821.98,761.3,73.88,-59.47,7.14,23.11,10.85,-8.9,-1.31,-0.54,1.44,1.22,0.64,0.84,-31.69,-2.8292794369304253,-2.83,-44.17,24.98,-2.44,23.89,2407.38,25.47,70.45,13.26,-4.05,29.2,1.9212687588542807,219.6,7.06,3.32,2.44,1.89,2.78,5.96,18.0,1,0,0,0,0.0
케이네트웍스(주),94893,2022,-8.07,-13.19,-4.92,-2.56,84.93,63.27,156.35,156.35,37.31,-9.19,5.83,51.8,39.01,27.55,23.88,5.01,18.62,13.68,6.05,-1.44,-28.89,43.012016914831634,43.01,135.99,0.47,27.8,-3.04,1864.76,18.81,2758.2,9.79,51.2,58.62,1.9217145241787268,8.54,6.64,277.5,4.77,2.26,4.0,5.21,11.0,1,0,0,0,0.0
제이케이앤디(주),97796,2022,3.67,4.95,1.86,2.38,209.43,97.02,103.04,40.83,37.66,22.0,35.5,42.11,49.25,16.17,8.89,9.17,11.52,11.39,12.96,1.0,-11.13,28.20529649899288,28.21,17.9,36.91,27.85,24.27,11701.73,22.69,57.6,29.02,31.58,61.71,0.7819307895013944,10.38,3.37,1.81,0.97,0.88,1.56,2.01,6.0,1,0,0,0,0.0
(주)코아시스템즈,60719,2022,-13.39,-18.27,-8.78,-29.6,24.63,23.46,190.3,190.3,48.05,-49.41,7.64,16.14,34.45,-78.23,-25.27,-74.84,-24.23,-24.24,-72.71,5.28,-42.24,28.37194203771952,28.37,-45.37,73.44,-44.04,76.25,-3620.3,-12.59,-15.8,-42.45,0.0,0.0,0.2965096613126086,2.51,1.39,0.48,0.34,0.33,0.45,1.3,18.0,1,0,0,0,0.0
주식회사세종국토개발,86793,2022,-29.46,-39.06,-21.76,-61.0,194.03,26.5,282.6,194.65,55.71,47.84,16.75,98.71,26.14,21.76,6.61,14.4,10.74,10.73,23.38,5.41,0.0,0.0,80.35,81.35,26.53,-33.17,203.8,4805.16,10.9,3622.11,30.55,47.14,83.03,0.0,281.47,1.86,178.38,0.46,0.46,30.96,0.47,16.0,1,0,0,0,0.0
주식회사대동모빌리티,10495,2022,-10.08,-20.54,-2.77,-6.35,362.96,292.12,37.83,21.21,13.48,40.47,184.23,55.86,72.55,-0.2,-0.15,-0.2,0.86,0.43,0.69,0.42,-7.3,154.3374119628288,154.34,235.93,94.54,19.0,96.66,6915.72,2.74,11.58,6.28,-3.21,22.49,0.4357919564020666,4.03,1.63,1.33,0.74,0.63,1.3,1.2,47.0,1,0,0,0,0.0
(주)프라스테크,46235,2022,2.21,2.75,1.31,1.33,67.6,45.78,145.92,125.27,47.68,-16.5,1.57,34.44,40.66,-2.25,-0.98,-0.83,1.94,1.9,1.71,1.37,-16.16,28.11649245945109,28.12,-9.84,64.49,-8.57,66.02,3283.84,6.09,10.38,6.16,-13.41,37.02,0.9875624578270704,4.97,3.8,1.9,1.18,1.11,1.87,2.72,42.0,1,0,0,0,0.0
싸이버테크(주),89669,2022,-0.35,-0.55,-0.21,-0.12,150.84,123.67,155.39,144.13,38.55,28.69,4.45,85.13,39.16,6.57,2.28,1.36,10.62,9.23,5.52,0.05,-16.11,-15.857357143162146,-15.86,-27.17,656.55,-14.93,-7.33,4784.74,24.78,1663.68,13.53,10.05,29.32,1.8306164224310468,7.57,2.27,118.24,1.68,1.67,21.75,1.81,29.0,1,0,0,0,0.0
(주)에이치제이글로벌,96950,2022,-5.43,-5.51,-4.94,-234.45,0.52,0.52,1015.89,1015.89,89.72,-90.56,0.16,0.48,8.96,-68.73,-9.28,-445.34,-4.84,-4.84,-232.2,203.57,4.069999999999993,-2.183859952832365,-2.18,-15.21,-2.11,-31.41,-2.11,-480.95,-1.49,-1.5,-70.61,0.0,0.0,0.0210738257940714,0.0,4.06,0.02,0.02,0.02,0.02,4.06,5.0,1,0,0,0,0.0
주식회사진선정밀,81952,2022,-4.52,-5.53,-2.89,-6.1,105.93,62.43,178.42,81.11,52.35,1.73,1.54,30.86,35.92,0.44,0.14,0.26,2.56,2.51,4.8,4.55,8.43,22.969372452180256,22.97,12.01,28.58,13.96,30.67,1516.78,8.01,12.19,16.87,1.53,55.36,0.4745833065897352,3.0,2.49,0.82,0.53,0.52,0.77,1.63,26.0,1,0,0,0,0.0
(주)다산북스,63663,2022,11.73,18.98,5.44,5.23,169.43,111.43,86.56,52.18,28.66,19.42,8.2,47.39,53.6,0.28,0.16,0.14,1.5,1.38,1.3,0.6,-4.48,4.104814807844705,4.1,23.67,-8.88,21.51,-2.84,6289.83,19.71,44.19,18.94,0.76,24.84,1.04062899963269,10.7,3.7,2.3,1.11,1.06,1.89,2.43,18.0,1,0,0,0,0.0
농업회사법인한돈산업주식회사,71076,2015,-2.11,-4.0,-2.04,-3.1,106.52,88.41,2791.53,1531.55,51.01,3.45,0.06,56.42,3.46,23.13,0.73,0.98,4.18,4.18,5.59,4.71,3.59,32.55842134871137,32.56,65.94,5.17,31.02,1.75,1099.28,8.08,19.22,12.31,7.93,77.44,0.6564900434543205,2.08,1.98,1.58,0.75,0.75,1.54,1.45,13.0,1,0,0,0,0.0
주식회사유송타일,64915,2022,-3.96,-4.74,-3.28,-4.62,64.23,23.22,481.49,297.52,69.28,-18.3,0.77,32.86,17.2,7.56,1.69,1.76,4.47,4.45,4.95,2.63,0.0,0.0,72.37,73.93,71.62,22.67,85.59,9869.57,14.54,24.66,20.47,8.62,44.0,0.0,10.84,8.04,1.48,0.96,0.9,1.34,2.74,17.0,1,0,0,0,0.0
주식회사팜스개발,86274,2019,-41.29,0.0,-31.51,-34.81,388.21,388.21,322.27,108.76,0.0,74.23,110.7,99.99,23.68,2.3,0.32,0.59,-0.16,-0.43,-0.81,-0.51,-2.53,-58.43450285862971,-58.43,-58.44,0.0,-1.16,-0.02,1782.03,27.52,1340073.03,30.4,1.96,18.16,0.9052936068969129,5.2,0.53,44084.01,0.53,0.53,9261.97,0.53,19.0,1,0,0,0,0.0
인바이오주식회사,17105,2019,-1.18,-2.55,-0.64,-1.19,136.9,98.58,119.78,115.4,25.25,19.37,0.18,71.88,45.5,4.55,1.78,3.02,7.85,7.73,13.19,6.9,6.96,17.136249924635795,17.14,19.26,12.04,11.24,2.62,9723.36,15.65,87.91,28.82,10.49,56.92,0.5429675710565702,1.58,1.22,3.09,0.59,0.59,2.04,0.82,27.0,1,0,0,0,0.0
굿모닝물류(주),95898,2022,-3.39,-3.68,-3.03,-32.68,80.57,80.57,837.9,117.21,82.39,-2.43,5.02,10.07,10.66,-26.14,-3.2,-34.57,0.47,0.09,1.01,33.62,-0.6799999999999997,-2.897627973154711,-2.9,7.19,-3.91,-87.86,-1.17,1699.15,5.57,6.43,60.07,-57.54,43.52,0.0927708025113845,2.35,0.99,0.11,0.09,0.09,0.1,0.95,24.0,1,0,0,0,0.0
영진알루미늄(주),86297,2022,-0.6,-0.8,-0.4,-0.84,60.74,36.15,203.35,169.72,50.01,-21.96,0.55,33.98,32.96,2.01,0.66,1.38,3.28,2.76,5.74,2.11,-0.4600000000000004,2.0863933118999776,2.09,8.87,-1.09,1.4,-1.19,1381.67,6.63,10.08,13.92,9.88,45.52,0.476108689151205,6.57,2.33,0.72,0.48,0.48,0.72,1.46,35.0,1,0,0,0,0.0
주식회사연합유리,18271,2022,1.89,2.62,0.36,0.72,191.93,98.75,23.54,21.64,13.72,16.1,32.42,33.61,80.94,4.27,7.16,7.11,6.02,5.64,11.49,-0.11,0.0,0.0,-3.87,20.74,-12.87,17.39,-14.11,4740.43,11.08,65.46,22.12,32.16,65.2,0.0,4.72,3.08,2.73,1.01,0.49,0.7,1.63,47.0,1,0,0,0,0.0
(주)엄지식품,41797,2022,2.29,2.95,1.52,1.43,70.44,50.04,198.43,139.69,51.55,-13.83,3.51,32.97,33.51,2.36,0.74,0.51,1.82,1.57,1.37,2.55,-14.670000000000002,16.500836863516486,16.5,77.22,-0.3,32.97,-4.7,8755.48,11.53,24.88,10.83,4.71,72.96,1.0648870975809046,10.66,5.94,2.24,1.44,1.15,1.59,4.13,21.0,1,0,0,0,0.0
주식회사엔케이텍,41183,2022,0.83,1.13,0.33,0.57,128.37,111.75,65.77,30.71,29.15,5.26,30.99,23.78,60.33,3.57,2.68,3.67,4.23,3.89,6.9,1.14,0.0,0.0,-4.35,-40.8,18.41,-24.52,-6.07,3973.31,9.22,20.12,15.99,22.97,58.98,0.0,6.86,2.0,1.22,0.73,0.56,0.82,1.8,29.0,1,0,0,0,0.0
중앙섬유주식회사,51728,2019,-0.46,-0.49,-0.46,-2.13,7.15,6.05,0.0,0.0,93.56,-88.76,0.91,6.84,0.0,0.0,-2.15,-9.75,-1.16,-1.16,-5.43,5.49,-13.48,-1.736427094276149,-1.74,-15.85,-0.51,-6.75,-1.0,378.03,3.39,3.82,15.74,-61.93,7.74,0.2150970626934197,7.97,3.55,0.24,0.22,0.21,0.23,2.88,25.0,1,0,0,0,0.0
이니스트에스티주식회사,49436,2022,1.78,2.0,0.93,1.67,130.81,69.57,110.16,63.03,46.57,9.24,4.43,39.24,47.58,5.46,3.36,4.55,5.54,5.49,8.85,1.05,3.24,25.670234176037265,25.67,1.68,48.26,29.12,55.39,10171.9,8.07,19.37,14.49,31.37,77.19,0.5567970176040425,4.13,2.59,1.21,0.74,0.62,1.09,1.43,21.0,1,0,0,0,0.0
아주건설(주),67286,2022,-2.51,-3.68,-0.88,-0.95,446.53,446.53,54.08,23.57,23.94,53.01,56.78,68.31,64.9,7.86,6.67,5.3,6.04,4.42,4.29,-0.88,3.2300000000000004,25.526066252081687,25.53,-3.63,260.85,3.3,-10.65,2738.4,8.19,255.75,8.85,59.91,58.54,0.9262968572147814,3.74,1.33,27.28,1.26,1.03,4.58,1.33,33.0,1,0,0,0,0.0
(주)피엔지플래닝,62353,2014,-13.63,-22.37,-8.41,-77.42,392.21,392.21,161.06,2.06,37.58,2.31,262.03,3.1,38.31,7.67,2.75,26.05,4.95,4.94,46.81,15.62,3.95,-5.42179295200391,-5.42,-61.32,-0.84,3.72,-0.85,839.23,7.92,8.29,72.95,35.72,82.34,0.1085856669592547,10.6,1.95,0.11,0.11,0.11,0.11,1.95,20.0,1,0,0,0,0.0
주식회사진양정밀,86027,2022,-0.67,-0.73,-0.49,-0.83,30.4,24.5,270.62,218.66,67.41,-41.07,7.93,17.93,26.98,-15.54,-3.88,-5.3,-2.2,-2.25,-3.37,3.17,-24.38,28.984517224042456,28.98,32.22,28.3,8.39,32.92,433.45,2.52,3.43,4.25,-124.82,68.51,0.5922069639150733,7.1,5.2,0.92,0.73,0.67,0.81,3.76,8.0,1,0,0,0,0.0
(주)영인코퍼레이션,100773,2022,8.37,11.41,2.26,1.71,241.3,108.03,36.88,35.63,19.78,36.78,18.05,62.81,73.06,19.12,18.79,9.73,27.22,26.48,19.36,-0.11,-4.879999999999999,6.995510703915891,7.0,12.98,-1.79,36.19,-4.78,5783.01,28.59,318.85,21.61,45.03,67.22,1.322807272039043,12.29,4.05,14.39,1.93,1.37,3.52,2.23,28.0,1,0,0,0,0.0
주식회사유니메딕스,84994,2022,-5.76,-10.35,-4.56,-4.18,103.9,69.98,382.92,283.31,44.1,2.29,6.52,60.96,20.71,49.93,8.42,7.57,-14.35,-14.46,-13.27,1.48,0.0,0.0,-0.61,-5.95,9.06,-13.62,22.72,4687.21,35.76,104.02,32.71,23.13,45.75,0.0,3.34,2.6,3.5,1.11,1.09,2.92,1.74,19.0,1,0,0,0,0.0
