회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)금호,52241,2022,2.12,2.44,1.64,4.16,68.9,52.64,337.94,210.06,67.0,-14.92,0.96,33.05,22.83,-23.99,-6.24,-13.3,-1.28,-2.43,-5.45,4.34,-26.56,30.88370935829256,30.88,-0.73,55.29,-33.49,65.7,1260.39,1.84,3.21,4.67,-284.74,9.74,0.3931624675219371,77.34,1.58,0.86,0.47,0.45,0.71,1.19,25.0,1,0,0,0,0.0
(주)테시스,83012,2022,-5.99,-6.39,-3.96,-14.06,73.97,51.73,194.38,118.61,61.86,-10.49,6.27,29.8,33.97,2.15,0.72,2.45,-2.28,-2.31,-7.82,7.43,-4.01,10.259713119892872,10.26,38.12,1.56,-9.19,0.03,1853.81,9.19,13.35,32.66,7.52,39.72,0.281275264665175,1.76,1.33,0.41,0.3,0.3,0.4,1.09,12.0,1,0,0,0,0.0
(주)밀레코리아,10719,2022,-19.43,-39.75,-9.68,-10.15,131.88,47.39,99.19,98.35,24.35,15.74,18.13,65.12,50.2,2.87,1.61,1.49,3.39,3.24,3.04,0.06,-7.47,26.24364095027556,26.24,39.05,7.72,-11.61,3.77,10895.36,20.93,71.05,21.96,6.79,27.49,0.9531786233647316,10.22,4.65,3.29,1.08,1.06,2.83,1.7,32.0,1,0,0,0,0.0
관문스틸주식회사,66785,2022,9.15,14.72,5.55,1.24,171.67,147.55,154.31,109.61,37.73,30.89,37.28,73.99,39.32,9.7,3.72,0.82,4.26,3.92,0.91,0.1,-54.19,-6.669178478709748,-6.67,-8.83,0.08,-5.51,-1.71,2871.3,16.28,88.66,3.64,22.44,36.52,4.468552901047112,26.82,6.73,24.13,4.54,4.31,17.19,5.76,20.0,1,0,0,0,0.0
(주)신성정공,71280,2019,-4.76,-6.91,-3.62,-5.63,98.08,61.43,317.08,164.25,52.4,-0.76,10.89,38.63,23.98,4.52,1.18,1.65,1.5,1.45,2.04,1.92,-1.4800000000000004,25.34064142313024,25.34,24.17,26.09,19.57,29.6,1315.84,6.37,11.03,9.92,16.66,85.73,0.6421310049721087,3.57,2.65,1.26,0.72,0.71,1.17,1.84,14.0,1,0,0,0,0.0
농업회사법인목인주식회사,101080,2022,2.29,2.43,1.8,1.17,128.95,100.24,368.84,123.08,74.02,7.6,5.88,33.85,21.33,11.03,2.26,1.45,2.53,2.52,1.62,0.15,-16.009999999999998,3.1365634229323422,3.14,22.88,-4.7,2.67,-4.28,1035.32,10.18,15.39,6.63,21.92,69.57,1.5340260514321369,8.35,6.23,2.27,1.56,1.56,2.26,5.0,12.0,1,0,0,0,0.0
주식회사나산기업,76237,2022,2.04,2.29,1.51,2.27,23.82,16.29,281.48,262.94,65.8,-52.51,1.65,16.42,26.21,-0.28,-0.1,-0.11,2.07,1.7,2.3,2.15,-9.1,25.135861475761327,25.14,-5.95,33.82,-2.99,-0.12,1542.3,9.06,15.42,13.64,-0.82,37.64,0.6640024186581123,7.21,5.44,1.12,0.88,0.74,0.91,3.92,23.0,1,0,0,0,0.0
(주)태극리사이클링,69536,2022,1.02,1.18,0.78,0.69,34.45,25.69,316.88,292.85,66.0,-46.05,1.13,24.2,23.99,5.1,1.35,1.06,3.62,3.34,2.88,2.0,-0.2600000000000007,6.3534714976011095,6.35,14.15,4.08,31.19,-0.22,1722.22,13.35,20.5,11.87,8.94,44.98,1.1248385118461082,21.84,6.11,1.73,1.27,1.16,1.51,4.95,17.0,1,0,0,0,0.0
주식회사알피오,98954,2022,-6.26,-18.52,-4.99,-2.24,111.83,74.57,395.29,369.32,26.97,8.82,13.38,83.39,20.19,-18.96,-5.97,-1.95,-1.79,-2.1,-0.77,0.21,0.0,0.0,57.38,63.49,32.54,18.23,-29.91,1828.55,8.26,302.59,3.7,-52.69,-27.33,0.0,6.95,4.37,29.01,3.07,2.73,15.33,3.32,7.0,1,0,0,0,0.0
부양산업(주),41634,2022,-2.22,-2.29,-1.26,-12.74,96.88,64.01,132.99,33.84,55.2,-0.45,41.36,14.07,42.92,-8.6,-5.84,-38.85,-1.83,-2.02,-20.58,16.23,-8.889999999999999,-1.7815776129579577,-1.78,-22.65,2.76,-10.3,2.06,311.58,0.54,1.29,5.42,-716.38,-204.49,0.0992756271428187,7.48,0.95,0.13,0.15,0.1,0.12,0.62,26.0,1,0,0,0,0.0
(주)진영엘이,74714,2019,5.58,6.78,4.3,8.53,74.16,74.16,335.83,142.54,63.46,-8.45,13.69,24.25,22.94,-28.03,-7.71,-14.83,-0.33,-0.46,-0.9,3.54,-32.33,5.665307924683454,5.67,41.86,-2.32,-3.12,-2.48,1137.25,9.57,12.71,18.97,-78.19,13.11,0.504264026817931,4.45,2.44,0.66,0.52,0.52,0.66,2.44,12.0,1,0,0,0,0.0
(주)삼성팩,59913,2022,2.57,3.74,1.72,1.46,61.21,58.11,200.23,142.23,45.89,-18.38,4.41,29.0,33.31,9.92,3.45,2.69,-2.65,-2.75,-2.35,1.85,-21.56,-0.1234641317170137,-0.12,-8.73,3.88,-7.22,-1.23,2697.2,14.06,27.33,11.99,22.38,66.84,1.1723856750965889,6.59,4.02,1.99,1.28,1.17,1.68,3.86,25.0,1,0,0,0,0.0
(주)삼정이엔지,95737,2021,6.67,21.73,4.98,1.23,151.4,151.4,294.44,204.13,22.9,26.6,4.3,78.35,25.35,20.96,6.01,1.19,7.97,7.38,1.64,0.06,5.8100000000000005,25.81531314861793,25.82,33.31,4.53,-8.87,7.81,2919.67,15.29,139.42,3.78,31.43,72.56,4.046601140514731,8.17,5.9,38.28,5.06,4.51,19.11,5.9,17.0,1,0,0,0,0.0
범한테크(주),76536,2022,-2.82,-6.54,-2.29,-1.57,127.01,119.21,425.29,288.96,34.94,14.86,3.7,69.87,19.04,6.02,1.09,0.76,1.06,0.99,0.7,0.6,-7.09,-5.769171307904816,-5.77,-10.88,8.68,4.65,9.22,1007.97,8.7,29.75,5.97,12.77,38.52,1.4589843208627242,2.47,2.05,5.21,1.43,1.42,5.04,1.97,13.0,1,0,0,0,0.0
주식회사태양,94931,2022,0.37,0.63,0.3,0.32,72.54,44.77,468.5,461.16,48.11,-22.28,1.33,58.84,17.59,4.77,0.88,0.87,2.78,2.61,2.6,1.61,-4.120000000000001,11.01320033699374,11.01,19.71,0.57,6.03,-0.45,1835.29,9.49,24.77,9.94,8.77,34.88,0.9543332313603122,3.33,2.72,2.49,1.01,1.0,2.33,1.77,14.0,1,0,0,0,0.0
장한기술(주),17232,2022,-3.34,-10.96,-1.5,-1.61,181.86,125.66,81.92,55.12,13.71,24.8,19.04,55.1,54.97,2.64,1.61,1.51,2.63,2.58,2.79,0.42,6.890000000000001,-1.6753425594723554,-1.68,-5.7,3.76,20.12,3.29,2795.72,10.95,35.56,11.74,12.83,29.64,0.9327852064267492,3.4,2.25,3.07,1.07,0.92,2.12,1.64,34.0,1,0,0,0,0.0
(주)태림,47223,2014,-4.32,-5.05,-3.13,-2.04,72.71,28.21,262.62,258.46,61.88,-19.45,1.45,51.83,27.58,6.04,1.49,1.05,4.68,4.2,2.99,1.86,-37.95,-15.800206393183023,-15.8,-28.06,3.1,-42.63,-3.48,2148.27,8.82,23.66,5.74,18.35,66.32,1.536356778824684,7.92,4.67,4.05,1.41,1.4,3.24,2.48,26.0,1,0,0,0,0.0
대신강업주식회사,44682,2022,-10.37,-24.01,-4.68,-3.26,198.54,153.82,82.42,48.59,19.52,26.25,63.62,52.89,54.82,-0.95,-0.62,-0.37,-0.64,-0.67,-0.43,0.28,-2.06,15.62170904914619,15.62,-2.5,46.1,12.88,48.92,2674.42,6.43,21.52,4.47,-8.18,29.9,1.438305671753688,7.2,3.41,3.8,1.7,1.54,3.62,2.69,29.0,1,0,0,0,0.0
(주)센트랄씨에이에스,63183,2015,3.34,4.34,2.88,2.61,39.37,25.19,616.45,446.73,66.34,-37.8,1.1,24.55,13.96,84.98,11.04,7.54,10.3,10.3,8.77,2.52,84.98,13.44272486934162,13.44,59.06,3.76,47.45,3.64,4531.93,18.85,25.23,17.08,44.15,91.43,1.1040902300916924,9.71,8.71,1.49,1.46,1.17,1.49,5.52,51.0,1,0,0,0,0.0
주식회사카비,98079,2022,-1.65,-1.83,-1.41,-1.14,61.44,37.14,571.03,279.71,77.1,-16.07,19.99,25.61,14.9,20.78,3.87,2.27,2.78,2.75,1.77,1.08,-3.2099999999999973,69.03181390974403,69.03,127.72,55.26,31.58,47.89,2352.5,8.18,13.22,6.63,34.27,88.5,1.235063218470788,736.79,10.89,2.1,1.7,1.55,2.02,6.7,6.0,1,0,0,0,0.0
농업회사법인금천(주),60793,2014,3.74,5.87,2.5,0.51,95.28,15.75,201.57,170.6,42.64,-2.67,0.94,53.9,33.16,34.23,11.19,1.96,19.83,19.69,3.44,0.34,-13.370000000000005,36.640238360939634,36.64,87.03,3.91,32.24,-1.78,8788.44,37.51,90.46,7.58,25.84,58.01,4.950395936760401,257.77,64.47,11.83,5.72,5.72,10.94,11.97,22.0,1,0,0,0,0.0
(주)대곤코퍼레이션,47795,2022,-5.89,-136.25,-2.37,-1.95,198.29,63.14,67.55,67.55,1.74,39.63,6.31,79.94,59.68,3.12,2.14,1.5,2.62,2.07,1.52,-0.37,-6.3,26.91353112861721,26.91,35.81,0.63,13.85,-0.7,10710.47,19.91,138.81,16.34,9.2,23.0,1.2188117703946215,5.01,4.2,8.45,1.43,1.36,6.1,1.76,32.0,1,0,0,0,0.0
(주)포천수지,69942,2022,-2.66,-4.29,-1.55,-0.84,97.77,66.08,140.12,113.77,36.21,-1.06,0.12,46.32,41.65,-5.79,-2.7,-1.35,-1.83,-1.84,-1.06,0.53,-15.07,-11.474199163295213,-11.47,-16.72,-6.39,-16.4,-1.62,1995.62,20.12,62.82,10.88,-12.42,28.04,1.8493638024842287,6.28,4.56,5.2,2.0,1.74,3.33,3.63,27.0,1,0,0,0,0.0
주식회사알케이글로벌,76635,2017,0.37,1.0,0.31,0.21,109.96,75.44,502.73,409.47,30.78,6.77,22.21,74.7,16.59,26.09,4.64,2.64,6.18,5.8,3.39,0.46,0.0,0.0,43.85,48.22,32.33,2.35,19.12,1928.25,8.05,48.31,5.56,47.55,88.93,0.0,8.21,3.33,7.55,1.76,1.71,6.53,2.32,16.0,1,0,0,0,0.0
재영아이텍,90955,2022,-1.55,-3.49,-1.44,-2.7,91.98,88.09,1255.65,833.66,41.3,-4.93,12.07,56.56,7.38,-16.23,-5.18,-5.2,-3.67,-3.77,-6.01,8.61,-82.77000000000001,42.35760674533138,42.36,452.27,-27.61,46.26,-13.14,1618.65,5.57,29.73,10.43,-49.89,63.87,0.5339715147067499,2.53,1.75,2.65,1.0,0.63,1.03,1.6,24.0,1,0,0,0,0.0
주식회사레몽,70108,2022,-35.56,-36.14,-34.54,-199.21,125.02,5.99,3392.86,2031.87,95.57,14.56,0.43,72.73,2.86,-57.39,-2.35,-13.29,1.79,1.79,10.34,23.75,-71.36,-0.5755745492612537,-0.58,-0.67,-0.33,-14.13,-1.0,887.38,3.99,16.11,23.02,-57.72,59.25,0.1733977632459361,6.85,3.99,0.7,0.18,0.17,0.63,0.24,20.0,1,0,0,0,0.0
주식회사희창유업,30363,2022,-8.92,-16.97,-2.56,-1.95,288.68,165.44,40.29,31.48,15.1,42.34,58.05,64.77,71.28,1.49,1.18,0.8,2.42,1.88,1.38,-0.22,-3.5,8.285169515241446,8.29,1.7,22.93,17.14,38.69,7923.76,11.4,50.3,8.67,9.26,47.63,1.3151666836656382,9.55,3.12,5.37,1.47,1.37,4.12,2.05,35.0,1,0,0,0,0.0
주식회사성운약품,26369,2022,-1.49,-3.62,-1.06,-1.0,76.62,64.01,244.23,197.15,29.23,-13.39,0.28,43.88,29.05,7.9,2.1,1.84,2.82,2.82,2.52,0.73,5.68,11.155631807514649,11.16,9.65,12.36,-4.16,13.4,1269.89,11.02,21.31,10.37,17.78,31.39,1.063349332757345,3.08,2.92,2.18,1.14,1.12,2.01,2.53,68.0,1,0,0,0,0.0
주식회사트라코월드,48942,2022,4.37,15.12,1.32,1.05,228.57,126.88,43.52,43.12,8.76,38.63,27.73,68.68,69.68,11.58,8.41,6.18,7.62,7.53,5.92,0.16,2.540000000000001,2.3725998747250303,2.37,14.64,-17.08,10.61,-1.55,7842.4,24.18,107.69,19.23,32.13,44.67,1.2573179722718129,6.46,3.32,5.39,1.36,1.27,3.64,1.96,31.0,1,0,0,0,0.0
주식회사골든앤와이즈,88892,2022,-0.28,-0.38,-0.21,-4.24,3.83,3.83,295.51,221.63,55.58,-53.89,0.03,2.14,25.28,0.94,0.25,4.75,2.32,2.2,43.82,36.82,-0.6000000000000001,1.59496585048348,1.59,1.26,1.6,7.62,-0.23,793.78,4.59,4.97,92.18,5.16,61.96,0.049790554134579,3.25,2.34,0.05,0.05,0.05,0.05,2.34,6.0,1,0,0,0,0.0
주식회사엠브레인,95571,2022,2.92,5.11,2.77,2.48,129.96,70.03,1823.44,798.64,54.19,12.44,11.37,53.96,5.2,89.91,2.3,1.37,6.33,6.18,4.62,1.92,0.0,0.0,48.01,63.83,32.96,6.69,34.38,4840.8,13.03,59.28,11.64,11.76,57.93,0.0,8.08,4.75,2.99,1.68,1.34,2.78,2.58,10.0,1,0,0,0,0.0
주식회사상진테크,98288,2022,15.45,25.18,10.4,1.42,130.8,91.78,205.91,199.95,41.31,20.13,14.1,85.49,32.69,39.3,7.62,1.47,16.48,16.24,3.24,0.09,-3.730000000000004,-47.8780425744949,-47.88,-53.82,116.2,-6.81,-6.74,2021.87,26.71,801.99,3.66,40.28,55.83,7.303108871593532,8.15,7.16,211.67,5.18,5.0,68.84,5.4,10.0,1,0,0,0,0.0
(주)진우아이앤피,83282,2022,0.19,0.21,0.13,0.2,50.49,31.93,254.18,177.88,62.77,-24.86,4.25,25.36,28.23,-1.59,-0.46,-0.61,2.64,2.59,3.74,3.9,2.59,7.52545651037108,7.53,12.83,5.83,12.96,5.65,1964.37,8.5,12.23,12.7,-4.82,71.93,0.6689843096712206,5.51,4.15,0.99,0.75,0.69,0.92,2.8,13.0,1,0,0,0,0.0
주식회사에치티앤디,52809,2022,-0.19,-0.2,-0.15,-1.39,8.77,8.17,323.11,111.53,73.54,-24.05,0.24,2.31,23.63,0.29,0.07,0.64,2.98,2.94,26.38,25.33,0.0,0.0,9.4,-43.39,11.87,130.82,11.99,4091.8,4.51,4.64,42.27,1.51,82.93,0.0,99.1,3.42,0.12,0.11,0.11,0.12,3.34,24.0,1,0,0,0,0.0
주식회사건국이엔아이,96308,2022,1.07,2.32,0.55,0.27,164.37,164.37,105.92,105.92,23.67,33.11,11.83,84.55,48.56,58.78,37.32,10.76,35.34,35.32,11.77,0.22,-86.35,172.6174099933386,172.62,217.31,53.95,61.53,-57.44,4299.95,29.08,33969.23,14.18,75.86,80.23,2.050816287939758,4.72,3.69,1430.45,3.47,3.0,16.09,3.69,24.0,1,0,0,0,0.0
현대필터산업(주),27809,2022,-1.9,-5.15,-1.3,-0.5,126.29,57.3,216.34,149.45,25.18,12.42,0.73,59.66,31.61,13.18,5.18,1.51,8.21,8.13,2.52,0.26,8.55,65.2438144618557,65.24,237.02,-5.78,34.58,-10.48,4589.42,15.25,44.97,5.89,25.63,73.19,2.589491346550053,22.75,17.29,7.22,3.43,3.23,6.23,6.69,40.0,1,0,0,0,0.0
쌍용전기(주),53420,2022,11.97,13.96,6.34,9.84,460.89,219.14,112.38,12.02,45.41,20.42,100.7,26.08,47.08,3.81,1.84,2.73,1.27,1.23,1.86,1.32,1.4700000000000002,5.253461089389311,5.25,17.09,1.63,-0.16,1.51,2769.7,9.42,13.16,14.64,18.67,74.44,0.6437309798143578,21.96,5.95,0.91,0.67,0.66,0.88,2.66,38.0,1,0,0,0,0.0
(주)메카로,51092,2016,13.51,21.18,6.59,6.35,217.61,113.23,95.2,44.92,31.12,27.06,51.99,50.07,51.23,13.1,6.7,6.08,7.2,7.09,6.44,0.5,-10.78,13.264290309310567,13.26,14.88,11.69,36.77,9.74,9062.13,19.53,42.34,18.83,32.29,66.4,1.0375215630668415,9.1,3.57,2.35,1.1,1.1,2.19,2.22,24.0,1,0,0,0,0.0
주식회사무궁화,17843,2022,-8.86,-12.28,-4.46,-6.65,43.03,22.29,101.56,87.7,36.35,-24.79,0.15,18.72,49.61,-18.2,-9.9,-14.05,-5.98,-6.05,-8.74,1.63,-11.36,6.536594510306109,6.54,21.98,3.52,2.28,3.58,-293.59,-0.45,-0.56,-0.67,0.0,0.0,0.6708280254117228,13.13,8.18,0.86,0.7,0.69,0.84,3.94,77.0,1,0,0,0,0.0
유도썬스주식회사,53849,2018,1.46,4.82,0.82,0.98,103.73,78.38,125.87,110.55,16.92,1.83,19.43,50.77,44.27,-35.53,-18.45,-23.04,-17.76,-17.78,-22.2,0.58,-32.14,-6.848020298239967,-6.85,-10.13,-3.2,1.37,-3.29,-4193.15,-4.73,-9.98,-5.7,0.0,0.0,0.8300599260736098,2.84,2.07,1.72,0.8,0.8,1.66,1.55,24.0,1,0,0,0,0.0
켐마트코리아주식회사,74146,2022,-7.81,-11.21,-5.02,-4.13,104.9,47.57,179.76,160.95,44.74,2.82,7.85,60.35,35.74,-4.42,-1.58,-1.33,2.71,2.67,2.28,1.18,-16.67,-6.625715662088191,-6.63,-11.08,1.08,2.09,1.27,2507.26,7.36,19.91,6.06,-21.94,55.73,1.2136650836898228,5.52,3.61,3.3,1.19,1.17,3.08,1.89,17.0,1,0,0,0,0.0
주식회사케이엠티,66148,2022,0.84,1.0,0.49,1.19,58.42,25.58,139.4,125.93,48.85,-21.87,0.49,30.73,41.77,2.16,1.1,2.18,1.85,1.85,4.36,4.24,-3.84,7.782952851621615,7.78,29.49,0.32,20.03,-0.23,1207.7,7.08,13.24,17.32,12.58,59.84,0.4089451080950754,4.1,3.61,0.73,0.5,0.42,0.59,1.5,40.0,1,0,0,0,0.0
주식회사천경,80155,2022,7.97,8.97,5.7,6.23,25.92,17.16,251.06,212.65,63.57,-44.88,12.24,15.7,28.48,4.44,1.29,1.41,3.29,3.29,3.61,2.29,-6.429999999999999,-0.6383010752125161,-0.64,15.35,-3.14,-23.87,-3.26,1539.88,12.68,15.08,13.85,10.17,49.73,0.915612959088195,45.86,9.08,1.07,0.91,0.91,1.07,6.25,28.0,1,0,0,0,0.0
(주)아이에스티,99316,2022,1.06,1.49,0.83,1.03,158.72,120.09,353.94,96.71,55.52,12.51,26.72,33.82,22.03,-40.37,-10.87,-13.88,-8.26,-8.3,-10.61,2.45,-84.8,-4.841984142055124,-4.84,-17.93,3.6,-18.29,0.51,3117.42,18.48,32.26,23.02,-60.28,-32.28,0.8028766693341469,6.42,2.55,1.41,0.78,0.78,1.23,2.14,25.0,1,0,0,0,0.0
(주)에피디어,63006,2015,-3.69,-4.76,-2.95,-4.0,86.78,44.57,394.71,316.1,61.95,-8.45,4.24,55.45,20.21,13.93,2.58,3.01,6.09,6.05,7.09,4.31,-18.69,37.627394361105694,37.63,74.1,9.16,-7.97,5.75,4340.64,17.27,40.75,23.44,12.85,68.89,0.7369152842323571,5.28,3.9,1.79,0.86,0.85,1.73,1.69,15.0,1,0,0,0,0.0
(주)우진큐피디,88003,2022,6.01,8.17,3.36,2.97,173.27,117.19,126.87,71.27,41.14,23.02,8.27,54.43,44.08,7.9,4.61,2.96,3.73,2.57,2.21,0.13,-33.230000000000004,5.727180649534924,5.73,19.85,-7.32,2.87,5.35,3456.17,15.0,74.11,13.24,22.34,35.16,1.1329624536747602,4.87,3.34,3.94,1.56,1.16,2.39,2.27,14.0,1,0,0,0,0.0
주식회사한국젬스,85888,2022,-11.06,-18.52,-6.39,-4.75,179.91,103.31,136.77,111.27,34.49,37.55,5.91,84.55,42.23,22.49,10.03,6.35,12.84,12.71,8.09,0.41,-0.490000000000002,40.91167429588821,40.91,24.34,420.05,13.9,3311.07,12951.72,24.68,194.77,18.36,34.59,51.36,1.343911155781208,3.98,2.83,20.61,1.58,1.57,14.59,1.76,16.0,1,0,0,0,0.0
성동산업주식회사,77526,2022,-1.5,-2.3,-1.15,-0.89,216.15,48.4,330.5,117.1,50.23,31.59,15.82,58.79,23.23,6.05,1.43,1.05,2.59,2.51,1.89,1.63,-1.71,4.565587872390889,4.57,15.03,-7.45,12.28,-8.88,3988.35,14.45,40.2,11.12,9.44,60.04,1.2992271473350097,17.49,10.7,3.45,1.36,1.33,3.03,2.36,9.0,1,0,0,0,0.0
(주)산들네트웍스,20875,2022,10.11,29.59,9.15,6.27,113.96,93.58,953.28,767.84,30.92,10.18,35.85,83.08,9.49,29.17,2.39,1.79,3.82,3.24,2.5,0.39,-12.759999999999998,-19.90544412675097,-19.91,-27.5,64.79,-12.82,153.17,7263.33,23.79,198.51,16.31,10.95,19.99,1.4587602293244697,3.99,1.81,17.45,1.34,1.3,10.73,1.48,29.0,1,0,0,0,0.0
주식회사매크로머신,89161,2022,-9.58,-10.53,-6.22,-17.04,107.64,88.08,185.54,89.66,59.06,2.4,27.12,33.8,35.02,-25.89,-11.4,-28.51,-9.96,-10.07,-25.94,2.95,-30.91,13.378417458234155,13.38,-45.09,148.47,-24.57,147.27,-2229.77,-5.01,-9.17,-13.72,0.0,0.0,0.3652024148500644,2.03,0.85,0.95,0.4,0.39,0.79,0.77,14.0,1,0,0,0,0.0
에스엠메탈(주),64449,2022,1.59,2.2,1.19,2.6,134.6,59.86,293.24,122.64,53.95,10.79,28.37,41.98,25.43,2.03,0.54,1.12,2.55,2.41,4.98,3.7,-0.3700000000000001,13.696969441562729,13.7,55.24,-4.74,-3.59,-0.3,1598.36,7.8,14.61,17.1,6.56,83.05,0.4557295674964422,9.72,3.3,0.85,0.49,0.48,0.77,1.32,24.0,1,0,0,0,0.0
조일성업전기(주),17394,2022,-6.74,-91.02,-1.96,-2.04,344.06,295.99,40.91,35.33,2.15,61.18,10.47,86.25,70.96,3.78,2.84,2.75,2.85,1.96,1.91,-0.87,5.06,14.69439822622788,14.69,17.64,-0.88,38.63,-1.93,2101.52,7.21,57.04,7.52,36.53,41.82,0.9589873907091924,3.51,1.4,7.51,1.03,1.02,6.94,1.2,50.0,1,0,0,0,0.0
삼성정밀공업주식회사,15044,2022,0.36,0.56,0.25,0.25,121.69,62.85,226.76,192.44,45.43,12.77,11.56,71.67,30.6,1.52,0.48,0.45,2.3,2.25,2.15,1.42,1.72,5.151420138616937,5.15,8.11,-1.65,-7.3,-2.3,6389.03,15.5,56.48,15.18,2.98,29.22,1.0211537899776115,3.53,2.64,3.67,1.05,1.05,3.57,1.48,36.0,1,0,0,0,0.0
주식회사서현테크켐,99361,2022,0.72,1.45,0.54,0.4,160.47,106.36,299.72,159.33,37.11,24.1,33.79,63.96,25.02,21.57,5.39,3.6,5.9,5.8,3.88,0.56,-18.24,23.917508089541485,23.92,31.8,12.02,37.04,12.03,2928.12,13.58,37.73,10.05,35.86,62.39,1.3520870348621798,6.02,3.64,3.97,1.5,1.5,3.96,2.4,17.0,1,0,0,0,0.0
바낙스,14685,2022,-0.88,-1.16,-0.21,-0.31,382.64,215.39,32.13,22.12,18.36,47.31,16.66,64.05,75.68,5.34,4.26,5.77,5.69,5.63,7.85,0.57,-8.81,9.992689150948072,9.99,9.91,10.14,-7.05,14.27,8184.34,12.52,39.48,18.3,31.55,56.73,0.6844704632324237,2.5,2.11,2.3,0.74,0.72,2.0,1.12,32.0,1,0,0,0,0.0
삼일특수강(주),49708,2022,-3.79,-5.12,-2.2,-1.7,110.15,81.18,137.79,117.14,42.9,5.0,0.56,54.26,42.05,1.35,0.59,0.44,2.48,2.47,1.85,1.36,-3.83,6.263463989982205,6.26,11.66,0.5,12.51,-0.37,1388.68,7.02,16.18,5.44,8.05,44.46,1.2904916101788413,3.78,3.65,2.97,1.35,1.33,2.83,2.51,27.0,1,0,0,0,0.0
한호산업(주),43091,2022,0.5,0.87,0.39,0.16,94.94,62.75,326.23,291.28,44.52,-3.46,0.26,64.88,23.46,30.52,5.7,2.94,7.87,7.73,4.1,1.29,60.4,-35.806861467261164,-35.81,-17.04,-54.73,17.19,-56.02,9137.79,21.67,70.03,8.99,32.72,83.43,2.4104143671474576,6.07,5.62,4.49,1.94,1.88,4.28,3.37,25.0,1,0,0,0,0.0
보은용사촌주식회사,63156,2022,-0.58,-0.96,-0.57,-0.54,70.7,61.47,6839.83,6382.24,59.55,-26.94,3.04,65.02,1.44,102.12,1.02,0.92,4.16,4.14,3.73,1.47,-81.53,9.70384531308326,9.7,17.65,-2.53,-13.92,-6.05,1442.07,7.92,33.4,7.46,12.3,62.27,1.0607479170533127,27.73,2.12,4.34,1.12,1.11,2.99,1.76,22.0,1,0,0,0,0.0
주식회사광영,89526,2020,-48.88,-80.97,-8.36,-26.86,2504.12,2504.12,20.63,4.63,10.32,92.24,441.16,96.07,82.9,8.63,6.99,22.04,9.88,6.83,21.53,-9.05,-26.43,3.916305362998779,3.92,3.82,6.4,-47.88,-45.1,1750.95,9.66,3629.09,31.04,71.0,75.5,0.3111504456407818,14.73,0.33,82.88,0.32,0.32,8.17,0.33,10.0,1,0,0,0,0.0
위블링,67973,2022,-9.08,-13.19,-5.47,-3.07,93.42,69.48,151.51,113.54,41.47,-2.97,6.21,42.17,39.76,-101.96,-42.36,-19.67,-36.36,-36.73,-18.08,0.63,-189.25,32.08875847111493,32.09,25.75,37.13,8.6,65.48,830.66,4.27,10.65,2.39,-822.41,-379.91,1.7847804097849955,19.06,6.55,5.55,2.15,2.03,3.57,4.71,24.0,1,0,0,0,0.0
주식회사해우씨푸드,85122,2022,-19.88,-20.67,-9.79,-4.12,174.45,51.43,96.94,95.4,47.35,36.06,0.63,84.5,50.78,4.18,2.44,0.88,8.85,8.84,3.19,0.11,-40.89,39.383130145400266,39.38,49.64,1.46,9.96,8.07,2163.83,11.66,77.92,4.9,17.86,53.66,2.37793903943159,13.32,11.04,16.51,2.78,2.77,15.45,3.37,23.0,1,0,0,0,0.0
(주)유용,70148,2017,-45.32,0.0,-0.62,-23.33,13666.0,13666.0,1.39,0.6,0.0,80.06,3676.26,80.65,98.63,-1.62,-1.64,-60.52,-1.77,-2.32,-89.16,-21.16,-5.37,-4.627874879430456,-4.63,-7.26,8.14,-29.57,181.02,224.08,1.21,7.98,45.38,-133.37,-67.47,0.0266984131069341,28.73,0.03,0.26,0.03,0.03,0.14,0.03,12.0,1,0,0,0,0.0
주식회사유림,82961,2018,4.85,7.11,4.82,30.25,131.48,36.01,16480.76,12602.36,67.84,23.93,0.08,99.94,0.6,0.0,3.77,18.79,5.46,4.6,22.91,3.84,0.0,0.0,69.6,69.8,-39.14,1981.04,-52.8,1043.64,5.19,34706.85,32.57,57.7,84.94,0.0,2.76,0.79,683.43,0.2,0.2,186.43,0.2,8.0,1,0,0,0,0.0
