회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),이자보상배율(이자비용),이자보상배율(순금융비용)
(의)소망의료재단가나안요양병원,099033,2020/12,NA,0,,,999999999,999999999
(의)소망의료재단가나안요양병원,099033,2021/12,UQ,524355,,,999999999,999999999
(의)소망의료재단가나안요양병원,099033,2022/12,UQ,54903,,,999999999,999999999
(주)가우디코리아,106039,2021/12,NA,4499293,,,5.57,8.12
(주)가우디코리아,106039,2022/12,DS,4630828,,,-0.4,11.55
(주)강남가설산업,091821,2018/12,NA,2886200,,,2.67,2.86
(주)강남가설산업,091821,2019/12,QS,2286388,,,0.21,-0.19
(주)강안교육,096169,2019/12,NA,3031650,,,44.03,47.84
(주)강안교육,096169,2020/12,UQ,522584,,,2.83,2.69
(주)강안교육,096169,2021/12,UQ,39691,,,-0.5,-0.74
(주)강안교육,096169,2022/12,UQ,3764807,,,5.62,5.13
(주)강진베이스볼파크,063861,2012/12,UQ,229758,,,-1.15,-0.85
(주)강촌레일파크,066189,2012/12,NA,-1087608,,,-2.97,-3.38
(주)강촌레일파크,066189,2013/12,UQ,2388185,,,0.22,0.29
(주)강촌레일파크,066189,2014/12,UQ,682978,,,0.81,0.98
(주)강촌레일파크,066189,2015/12,UQ,187393,,,0.94,1.1
(주)강촌레일파크,066189,2016/12,UQ,2084466,,,2.7,2.56
(주)강촌레일파크,066189,2017/12,UQ,2058977,,,4.15,5.13
(주)강호개발,058055,2012/12,UQ,-424700,,,-0.08,-0.25
(주)강호개발,058055,2013/12,UQ,-539452,,,-0.07,0.03
(주)강호개발,058055,2014/12,UQ,-471799,,,-0.16,-0.16
(주)강호개발,058055,2015/12,UQ,-515990,,,-0.09,-0.07
(주)강호개발,058055,2016/12,UQ,-172298,,,-0.21,-0.21
(주)강호개발,058055,2017/12,UQ,-9051477,,,-0.99,-1.11
(주)강호개발,058055,2018/12,UQ,-237712,,,-19.01,-18.96
(주)강호개발,058055,2019/12,UQ,1362989,,,-4.01,-4.03
(주)강호개발,058055,2020/12,UQ,-1862672,,,-1.76,-2.06
(주)강호개발,058055,2021/12,UQ,-4481035,,,-1.19,-1.27
(주)강호개발,058055,2022/12,UQ,-3166882,,,-1.45,-1.5
(주)갤럭시스포츠,068850,2013/12,NA,-184179,,,-2.98,-3.18
(주)갤럭시스포츠,068850,2014/12,UQ,5234,,,0.07,1.69
(주)갤럭시코퍼레이션,100517,2020/12,NA,-357935,,,999999999,999999999
(주)갤럭시코퍼레이션,100517,2021/12,UQ,-3442562,,,999999999,999999999
(주)갤럭시코퍼레이션,100517,2022/12,UQ,-8637469,,,999999999,999999999
(주)거제씨월드,069086,2013/12,NA,-740379,,,-14.89,-17.8
(주)거제씨월드,069086,2014/12,QS,-316436,,,-1.48,-2.34
(주)거제씨월드,069086,2015/12,UQ,-188855,,,-1.03,-2.57
(주)거제씨월드,069086,2016/12,UQ,481385,,,-0.37,-1.05
(주)거제씨월드,069086,2017/12,UQ,937478,,,0.23,2.76
(주)거제씨월드,069086,2018/12,UQ,1285854,,,999999999,999999999
(주)거제씨월드,069086,2019/12,UQ,912173,,,999999999,999999999
(주)건민,029929,2012/12,UQ,-1822135,,,-0.36,3.86
(주)건민,029929,2013/12,UQ,329291,,,0.09,0.09
(주)건민,029929,2014/12,UQ,582114,,,0.28,0.35
(주)건민,029929,2015/12,UQ,362971,,,0.29,0.29
(주)건민,029929,2016/12,UQ,328099,,,0.61,0.66
(주)건민,029929,2017/12,UQ,348328,,,0.88,0.89
(주)건민,029929,2018/12,UQ,631856,,,0.43,0.44
(주)건민,029929,2019/12,UQ,224164,,,0.37,0.42
(주)건민,029929,2020/12,UQ,162029,,,0.01,0.07
(주)건민,029929,2021/12,UQ,429530,,,-0.47,-0.47
(주)건민,029929,2022/12,UQ,455318,,,-0.38,-0.41
(주)건우해양,049380,2012/12,UQ,-633233,,,0.36,0.39
(주)건우해양,049380,2013/12,UQ,924170,,,0.82,0.86
(주)건우해양,049380,2014/12,UQ,352546,,,0.88,1.8
(주)건우해양,049380,2015/12,UQ,240349,,,1.28,1.43
(주)건우해양,049380,2016/12,UQ,279471,,,1.47,1.59
(주)건우해양,049380,2017/12,UQ,66615,,,1.32,1.49
(주)건우해양,049380,2018/12,UQ,340241,,,1.71,1.94
(주)건우해양,049380,2019/12,UQ,135508,,,1.19,1.47
(주)경,049448,2012/12,UQ,20591,,,0.39,5.53
(주)경주버드파크,070794,2013/12,NA,1227667,,,0.73,0.73
(주)경주버드파크,070794,2014/12,UQ,594831,,,1.25,1.25
(주)경주버드파크,070794,2015/12,UQ,418280,,,0.07,0.07
(주)경주버드파크,070794,2016/12,QS,1067204,,,1.23,1.23
(주)경주버드파크,070794,2017/12,UQ,1008572,,,1.23,1.43
(주)경주버드파크,070794,2018/12,UQ,773030,,,1.23,1.47
(주)경주버드파크,070794,2019/12,UQ,1907189,,,1.27,1.26
(주)경주신라컨트리클럽,029959,2012/12,UQ,616341,,,999999999,999999999
(주)경주신라컨트리클럽,029959,2013/12,UQ,914814,,,-78.4,999999999
(주)경주신라컨트리클럽,029959,2014/12,UQ,1256694,,,3.14,-2.18
(주)경주신라컨트리클럽,029959,2015/12,UQ,2165734,,,4.98,6.18
(주)경주신라컨트리클럽,029959,2016/12,UQ,2756764,,,5.02,6.74
(주)경주신라컨트리클럽,029959,2017/12,UQ,-485729,,,3.62,3.16
(주)경주신라컨트리클럽,029959,2018/12,UQ,1529414,,,2.06,-0.26
(주)경주신라컨트리클럽,029959,2019/12,UQ,1792802,,,5.96,8.19
(주)경주신라컨트리클럽,029959,2020/12,UQ,1832756,,,16.8,18.96
(주)경주신라컨트리클럽,029959,2021/12,UQ,3453766,,,26.34,41.13
(주)경주신라컨트리클럽,029959,2022/12,UQ,2106381,,,18.11,119.01
(주)고든하우징,092112,2018/12,NA,-7361905,,,999999999,999999999
(주)고든하우징,092112,2019/12,UQ,5974303,,,1.13,1.34
(주)고성관광개발,052054,2012/12,UQ,-2536014,,,0.29,0.11
(주)고성관광개발,052054,2013/12,UQ,2222042,,,0.96,0.82
(주)고성관광개발,052054,2014/12,UQ,860124,,,0.83,0.57
(주)고성관광개발,052054,2015/12,UQ,3179435,,,1.88,1.82
(주)고성관광개발,052054,2016/12,UQ,6312907,,,1.13,1.1
(주)고성관광개발,052054,2017/12,UQ,4297101,,,0.91,0.86
(주)고성관광개발,052054,2018/12,UQ,5020205,,,1.21,1.08
(주)고성관광개발,052054,2019/12,UQ,43262523,,,0.76,0.78
(주)고성관광개발,052054,2020/12,UQ,17754976,,,2.88,2.91
(주)고성관광개발,052054,2021/12,UQ,13170421,,,7.07,7.14
(주)고성관광개발,052054,2022/12,UQ,4499162,,,5.03,5.7
(주)고암개발,059791,2012/12,UQ,-2099425,,,1.39,1.4
(주)고암개발,059791,2013/12,UQ,-2033382,,,1.68,1.68
(주)고암개발,059791,2014/12,UQ,1915731,,,1.57,1.57
(주)고암개발,059791,2015/12,UQ,-269037,,,1.9,1.81
(주)고암개발,059791,2016/12,UQ,909654,,,1.53,1.48
(주)고암개발,059791,2017/12,UQ,268222,,,1.16,1.16
(주)고암개발,059791,2018/12,UQ,-1014245,,,0.31,-0.44
(주)고암개발,059791,2019/12,UQ,2833435,,,1.44,1.5
(주)고암개발,059791,2020/12,UQ,7164613,,,3,3.38
(주)고암개발,059791,2021/12,UQ,9276801,,,5.65,5.91
(주)고암개발,059791,2022/12,UQ,6988437,,,4.67,4.9
(주)골드시코리아인베스트먼트,072843,2014/12,NA,31251,,,999999999,999999999
(주)골드시코리아인베스트먼트,072843,2015/12,UQ,-310296,,,-1.99,-4.91
(주)골드시코리아인베스트먼트,072843,2016/12,UQ,-531195,,,-3.43,-5.3
(주)골드시코리아인베스트먼트,072843,2017/12,UQ,-529435,,,-3.63,3.15
(주)골드시코리아인베스트먼트,072843,2018/12,UQ,-443903,,,-4.71,-7.21
(주)골드시코리아인베스트먼트,072843,2019/12,UQ,-10924,,,-1.38,-3.41
(주)골드시코리아인베스트먼트,072843,2020/12,UQ,-1916797,,,-7.41,-4.29
(주)골드시코리아인베스트먼트,072843,2021/12,UQ,-2385507,,,-2.75,-6.62
(주)골드시코리아인베스트먼트,072843,2022/12,UQ,-1340735,,,-2.66,-3.06
(주)골드힐,096583,2019/12,NA,-4501211,,,-0.18,-0.28
(주)골드힐,096583,2020/12,UQ,-618550,,,-2.7,-2.73
(주)골든블루마리나,083246,2016/12,NA,-222089,,,999999999,999999999
(주)골든블루마리나,083246,2017/12,DU,252423,,,999999999,999999999
(주)골든블루마리나,083246,2019/12,NA,0,,,2.69,17.08
(주)골든블루마리나,083246,2020/12,DS,0,,,2.29,3.06
(주)골든블루마리나,083246,2021/12,DS,0,,,0.82,1.51
(주)골든블루마리나,083246,2022/12,DS,0,,,2.4,4.47
(주)골든쌔들,088165,2017/12,NA,141235,,,-0.41,1.75
(주)골든쌔들,088165,2018/12,QS,871538,,,1,1.32
(주)골든쌔들,088165,2019/12,QS,-377449,,,1.26,1.27
(주)골든쌔들,088165,2020/12,NA,-650741,,,-0.67,-0.77
(주)골든쌔들,088165,2021/12,UQ,-644540,,,-2.41,11.1
(주)골든쌔들,088165,2022/12,UQ,-1444406,,,-1.85,1.14
(주)골프존카운티매니지먼트,093663,2020/12,UQ,948284,948284,,160.67,162.47
(주)골프존카운티매니지먼트,093663,2021/12,UQ,4267545,4267545,,34.6,34.82
(주)골프존카운티매니지먼트,093663,2022/12,UQ,658525,658525,,32.52,34.78
(주)교원투어,073776,2014/12,NA,2713879,,,4,999999999
(주)교원투어,073776,2015/12,UQ,-829161,,,-18.88,-21.29
(주)교원투어,073776,2016/12,UQ,1616689,,,-1.13,7.81
(주)교원투어,073776,2017/12,UQ,2607063,,,4.77,9.83
(주)교원투어,073776,2018/12,UQ,-5037291,,,3.43,1.78
(주)교원투어,073776,2019/12,UQ,4946190,,,12.89,7.02
(주)교원투어,073776,2020/12,UQ,-9121992,,,-111.15,-120.34
(주)교원투어,073776,2021/12,UQ,-15525226,,,-13.13,-13.03
(주)교원투어,073776,2022/12,UQ,-11213956,,,-49.11,-60.94
(주)구리자동차운전학원,065141,2012/12,DS,-287027,,,0.98,1.04
(주)구리자동차운전학원,065141,2013/12,UQ,-430894,,,-0.64,-0.74
(주)구리자동차운전학원,065141,2014/12,UQ,-20374270,,,-1.89,-2.34
(주)구리자동차운전학원,065141,2015/12,UQ,5821165,,,1.43,1.52
(주)구리자동차운전학원,065141,2016/12,UQ,12373955,,,1.39,1.43
(주)구평골프클럽,069976,2013/12,NA,-305140,,,-5.31,-5.33
(주)구평골프클럽,069976,2014/12,UQ,-58861,,,-1.81,-1.82
(주)구평골프클럽,069976,2015/12,UQ,170593,,,-0.87,-0.91
(주)국제스케폴딩,089461,2018/12,NA,5907302,,,4.2,4.33
(주)국제스케폴딩,089461,2019/12,UQ,6348350,,,1.83,1.85
(주)국제스케폴딩,089461,2020/12,UQ,3305613,,,2.75,2.72
(주)국제스케폴딩,089461,2021/12,UQ,8713032,,,3.83,4.49
(주)국제스케폴딩,089461,2022/12,UQ,10046269,,,9.87,9.49
(주)그린위치,103907,2021/12,NA,-437654,,,38.4,17.94
(주)그린위치,103907,2022/12,UQ,-2648188,,,-1.69,-5.72
(주)극동스포츠,058268,2012/12,UQ,1356684,,,1.69,1.7
(주)극동스포츠,058268,2013/12,UQ,1219615,,,2.09,2.08
(주)극동스포츠,058268,2014/12,UQ,1117677,,,2.48,2.48
(주)극동스포츠,058268,2015/12,UQ,1194648,,,2.54,2.61
(주)극동스포츠,058268,2016/12,UQ,1409501,,,4.46,4.62
(주)극동스포츠,058268,2017/12,UQ,1630036,,,4.56,4.62
(주)극동스포츠,058268,2018/12,UQ,1367395,,,5,5.11
(주)극동스포츠,058268,2019/12,UQ,1604602,,,4.43,4.93
(주)극동스포츠,058268,2020/12,UQ,59082,,,-0.66,-0.68
(주)극동스포츠,058268,2021/12,UQ,-84176,,,-1.18,-1
(주)극동스포츠,058268,2022/12,UQ,507025,,,0.69,0.78
(주)글로벌금오렌트카,089812,2018/12,NA,3105344,,,-4.96,-7.1
(주)글로벌금오렌트카,089812,2019/12,UQ,1956500,,,1.12,0.74
(주)금당개발,056997,2012/12,UQ,1016654,,,1.32,1.39
(주)금당개발,056997,2013/12,QU,992200,,,1.26,1.37
(주)금당개발,056997,2014/12,UQ,880274,,,1.59,1.71
(주)금당개발,056997,2015/12,UQ,1037067,,,2.52,2.59
(주)길산골프클럽,064137,2012/12,UQ,975666,,,-1.2,-1.2
(주)길산골프클럽,064137,2013/12,UQ,467728,,,0.34,0.35
(주)길산골프클럽,064137,2014/12,UQ,390867,,,-0.23,-0.26
(주)길산골프클럽,064137,2015/12,UQ,785243,,,1.8,1.77
(주)길산골프클럽,064137,2016/12,UQ,830181,,,1.83,1.93
(주)길산골프클럽,064137,2017/12,UQ,847730,,,3.46,3.55
(주)길산골프클럽,064137,2018/12,UQ,810291,,,3.47,4.04
(주)길산골프클럽,064137,2019/12,UQ,1054822,,,4.7,5.43
(주)길산골프클럽,064137,2020/12,UQ,1292768,,,8.5,8.66
(주)길산골프클럽,064137,2021/12,UQ,1676424,,,14.26,16.68
(주)길산골프클럽,064137,2022/12,UQ,990952,,,6.32,7.04
(주)깊은생각,090140,2018/12,NA,2758379,,,94.54,999999999
(주)깊은생각,090140,2019/12,UQ,3522982,,,43.08,212.49
(주)깊은생각,090140,2020/12,UQ,3326657,,,38.09,109.11
(주)깊은생각,090140,2021/12,UQ,3455336,,,31.73,385.98
(주)깊은생각,090140,2022/12,UQ,2552811,,,43.72,999999999
(주)끌리메,106227,2021/12,NA,1772137,,,10.07,10.47
(주)끌리메,106227,2022/12,UQ,1050681,,,2.93,2.95
(주)나인스쿨,080664,2016/12,NA,1242634,,,999999999,999999999
(주)나인스쿨,080664,2017/12,UQ,834829,,,999999999,999999999
(주)나인스쿨,080664,2018/12,UQ,2681345,,,999999999,999999999
(주)나인스쿨,080664,2019/12,UQ,1695142,,,999999999,999999999
(주)나인스쿨,080664,2020/12,UQ,2191359,,,999999999,999999999
(주)나인스쿨,080664,2021/12,UQ,1321301,,,999999999,999999999
(주)나인스쿨,080664,2022/12,UQ,-164623,,,999999999,999999999
(주)나인스포렉스,049798,2012/12,UQ,355005,,,1.62,1.62
(주)나인스포렉스,049798,2013/12,UQ,300595,,,1.86,1.84
(주)나인스포렉스,049798,2014/12,UQ,255787,,,1.55,1.59
(주)나인스포렉스,049798,2015/12,UQ,273891,,,1.94,1.96
(주)나인스포렉스,049798,2016/12,UQ,277775,,,1.68,1.71
(주)나인스포렉스,049798,2017/12,UQ,289303,,,2.38,2.38
(주)나인스포렉스,049798,2018/12,UQ,278424,,,1.8,1.85
(주)나인스포렉스,049798,2019/12,UQ,342422,,,2.38,2.42
(주)나인스포렉스,049798,2020/12,NA,578426,,,3.17,3.18
(주)나인스포렉스,049798,2021/12,UQ,774056,,,2.74,2.76
(주)나인스포렉스,049798,2022/12,UQ,552079,,,1.18,1.36
(주)나인포인트,093738,2019/12,NA,-4420782,,,-25.05,-25.05
(주)나인포인트,093738,2020/12,DU,1239849,,,0.02,0.18
(주)나인포인트,093738,2021/12,DU,1419788,,,0.66,0.73
(주)나인포인트,093738,2022/12,DU,1401542,,,1.39,-91.59
(주)나현산업개발,081670,2016/12,NA,-693024,,,-3.49,-3.5
(주)나현산업개발,081670,2017/12,UQ,4020037,,,19.63,32.48
(주)남경레저,061234,2012/12,UQ,-123501,,,999999999,999999999
(주)남경레저,061234,2013/12,DU,-868447,,,-0.01,-0.33
(주)남경레저,061234,2020/12,NA,7443941,,,-0.72,158.65
(주)남경레저,061234,2021/12,UQ,-2128896,,,-0.38,-0.42
(주)남경레저,061234,2022/12,UQ,252461,,,-0.32,-0.39
(주)남이섬,059021,2012/12,UQ,7399184,,,74.49,78.93
(주)남이섬,059021,2013/12,UQ,6286049,,,43.92,63.38
(주)남이섬,059021,2014/12,UQ,8826012,,,86.57,999999999
(주)남이섬,059021,2015/12,UQ,6414542,,,192.09,999999999
(주)남이섬,059021,2016/12,UQ,8744237,,,65.81,999999999
(주)남이섬,059021,2017/12,UQ,3179185,,,45.1,999999999
(주)남이섬,059021,2018/12,UQ,9903249,,,90.92,999999999
(주)남이섬,059021,2019/12,UQ,7093827,,,169.06,999999999
(주)남이섬,059021,2020/12,UQ,-4174683,,,-97.23,999999999
(주)남이섬,059021,2021/12,UQ,-2186676,,,-32.46,999999999
(주)남이섬,059021,2022/12,UQ,3733412,,,-9.04,-84.4
(주)내외리버스퀘어,104285,2021/12,NA,0,,,-6.1,-6.1
(주)내외리버스퀘어,104285,2022/12,UQ,111706,,,-0.74,-0.51
(주)누가개발,060812,2012/12,QG,-41167,,,999999999,999999999
(주)누가개발,060812,2013/12,QG,-117435,,,999999999,999999999
(주)누가개발,060812,2014/12,UQ,2787022,,,999999999,999999999
(주)누가개발,060812,2015/12,UQ,6064862,,,-2.21,-1.83
(주)누가개발,060812,2016/12,UQ,-3907278,,,1.1,1.09
(주)누가개발,060812,2017/12,UQ,-1120643,,,1.26,1.21
(주)누가개발,060812,2018/12,UQ,1459716,,,1.18,1.21
(주)누가개발,060812,2019/12,UQ,1986800,,,1.21,1.26
(주)누가개발,060812,2020/12,UQ,2563247,,,1.45,1.82
(주)누가개발,060812,2021/12,UQ,5245047,,,2.64,2.67
(주)누가개발,060812,2022/12,UQ,4385042,,,3.59,3.76
(주)뉴딘콘텐츠,085061,2018/12,UQ,-6390465,-6390465,,-26.87,-40.33
(주)뉴딘콘텐츠,085061,2019/12,UQ,-84607,-84607,,-6.28,-12.39
(주)뉴딘콘텐츠,085061,2020/12,UQ,-1723422,-1723422,,-2.73,-4.49
(주)뉴딘콘텐츠,085061,2022/12,UQ,-558631,-558631,,-0.46,-0.38
(주)다원교육,099861,2020/12,NA,2683475,,,244.17,999999999
(주)다원교육,099861,2021/12,UQ,2867646,,,89.3,999999999
(주)다원교육,099861,2022/12,UQ,3079517,,,23.05,999999999
(주)닥터김노인요양센터,067294,2012/12,NA,-205856,,,-0.37,-0.3
(주)닥터김노인요양센터,067294,2013/12,QG,-449890,,,-5.19,-5.38
(주)대경씨앤디,082631,2016/12,NA,-10414245,,,4.66,4.67
(주)대경씨앤디,082631,2017/12,UQ,-1088106,,,0.04,0.04
(주)대경씨앤디,082631,2018/12,UQ,-822024,,,-1.35,1.23
(주)대구시민프로축구단,030639,2012/12,UQ,541466,,,999999999,999999999
(주)대구시민프로축구단,030639,2013/12,UQ,303409,,,999999999,999999999
(주)대구시민프로축구단,030639,2014/12,UQ,2611835,,,999999999,999999999
(주)대구시민프로축구단,030639,2015/12,UQ,-600199,,,999999999,999999999
(주)대구시민프로축구단,030639,2016/12,UQ,-713683,,,999999999,999999999
(주)대구시민프로축구단,030639,2017/12,UQ,494285,,,999999999,999999999
(주)대구시민프로축구단,030639,2018/12,UQ,426717,,,999999999,999999999
(주)대구시민프로축구단,030639,2019/12,UQ,2691826,,,999999999,999999999
(주)대구시민프로축구단,030639,2020/12,UQ,-374598,,,999999999,999999999
(주)대구시민프로축구단,030639,2021/12,UQ,2695534,,,999999999,999999999
(주)대구시민프로축구단,030639,2022/12,UQ,-1657302,,,999999999,999999999
(주)대명요양센터,059079,2012/12,UQ,-247017,,,-0.07,-0.16
(주)대명요양센터,059079,2013/12,UQ,-1534725,,,-0.27,-0.74
(주)대영베이스,048030,2012/12,UQ,9819231,,,9.38,9.38
(주)대영베이스,048030,2013/12,UQ,10491913,,,22.06,23.25
(주)대영베이스,048030,2014/12,UQ,11182898,,,39.75,42.52
(주)대영베이스,048030,2015/12,UQ,10245114,,,47.63,52.32
(주)대영베이스,048030,2016/12,UQ,10654002,,,15.64,57.43
(주)대영베이스,048030,2017/12,UQ,9916487,,,7.34,11.1
(주)대영베이스,048030,2018/12,UQ,10807486,,,6.4,12.45
(주)대영베이스,048030,2019/12,UQ,12546590,,,14.25,26.44
(주)대영베이스,048030,2020/12,UQ,20702491,,,26.55,65.66
(주)대영베이스,048030,2021/12,UQ,28428073,,,71.72,234.18
(주)대영베이스,048030,2022/12,UQ,23823293,,,93.91,999999999
(주)대일내장산컨트리클럽,081999,2016/12,NA,176495,,,999999999,999999999
(주)대일내장산컨트리클럽,081999,2017/12,UQ,1225273,,,-30.93,-34.28
(주)대일내장산컨트리클럽,081999,2018/12,UQ,-1527651,,,-15.47,-15.83
(주)대일내장산컨트리클럽,081999,2019/12,UQ,243803,,,-0.49,-0.68
(주)대일내장산컨트리클럽,081999,2020/12,UQ,3924767,,,7.53,7.56
(주)대일내장산컨트리클럽,081999,2021/12,UQ,5984053,,,12.76,12.38
(주)대일내장산컨트리클럽,081999,2022/12,UQ,6428185,,,15.55,16.93
(주)대전시티즌,042805,2012/12,UQ,-395218,,,-289.09,999999999
(주)대전시티즌,042805,2013/12,UQ,-371354,,,-21.26,-20.84
(주)대전시티즌,042805,2014/12,UQ,329041,,,5.06,7.49
(주)대전시티즌,042805,2015/12,UQ,447160,,,24.65,30.64
(주)대전시티즌,042805,2016/12,UQ,-34101,,,-24.33,-20.96
(주)대전시티즌,042805,2017/12,UQ,1547293,,,-169.73,999999999
(주)대전시티즌,042805,2018/12,UQ,-1348164,,,1091.89,999999999
(주)대전시티즌,042805,2019/12,UQ,216833,,,999999999,999999999
(주)대한공업사,069700,2013/12,NA,263974,,,0.82,1.11
(주)대한공업사,069700,2014/12,UQ,63093,,,1.78,2.53
(주)대한공업사,069700,2015/12,UQ,330295,,,2.08,2.98
(주)대한공업사,069700,2016/12,UQ,1419365,,,2.78,6.78
(주)대한공업사,069700,2017/12,UQ,163441,,,2.09,3.64
(주)대한공업사,069700,2018/12,UQ,-38604,,,1.43,2.25
(주)대한공업사,069700,2019/12,UQ,684330,,,0.83,1.1
(주)대한공업사,069700,2020/12,UQ,506946,,,1.29,1.7
(주)대한공업사,069700,2021/12,UQ,689245,,,1.99,1.46
(주)대한공업사,069700,2022/12,UQ,614897,,,1.61,3.59
(주)대호아이알,050531,2012/12,UQ,1337205,,,1.17,1.14
(주)대호아이알,050531,2013/12,UQ,1192455,,,1.13,1.19
(주)대호아이알,050531,2014/12,UQ,2007290,,,1.13,1.13
(주)대호아이알,050531,2015/12,UQ,2229457,,,1.42,1.61
(주)대호아이알,050531,2016/12,UQ,2530820,,,1.54,1.66
(주)대호아이알,050531,2017/12,UQ,2901192,,,1.81,1.82
(주)대호아이알,050531,2018/12,UQ,1946880,,,1.33,1.84
(주)대호아이알,050531,2019/12,UQ,2216347,,,1.65,1.74
(주)대호아이알,050531,2020/12,UQ,4305859,,,2.98,3.22
(주)대호아이알,050531,2021/12,UQ,6850977,,,5.27,5.61
(주)대호아이알,050531,2022/12,UQ,5568495,,,3.99,4.59
(주)더블제이디앤씨,077294,2015/12,NA,-16320417,,,-11.89,-11.93
(주)더블제이디앤씨,077294,2016/12,UQ,12341127,,,5.63,5.6
(주)더블제이디앤씨,077294,2017/12,UQ,6760789,,,3.06,3.07
(주)더블제이디앤씨,077294,2018/12,UQ,31720829,,,4.54,4.56
(주)더블제이디앤씨,077294,2019/12,UQ,-9407840,,,999999999,999999999
(주)더원,040921,2012/12,UQ,7174212,,,17.59,20.16
(주)더원,040921,2013/12,UQ,10309280,,,34.08,116.73
(주)더원,040921,2014/12,UQ,9674750,,,43.01,999999999
(주)더원,040921,2015/12,UQ,11024452,,,121.73,999999999
(주)더원,040921,2016/12,UQ,10598756,,,300.85,999999999
(주)더원,040921,2017/12,UQ,7116631,,,278.37,999999999
(주)더원,040921,2018/12,UQ,3892464,,,152.25,999999999
(주)더원,040921,2019/12,UQ,6951274,,,181.38,999999999
(주)더원,040921,2020/12,UQ,-909705,,,-219.66,999999999
(주)더원,040921,2021/12,UQ,2207935,,,999999999,999999999
(주)더원,040921,2022/12,UQ,3770390,,,-0.51,-0.42
(주)더존비앤씨티,101477,2022/12,UQ,-7669534,,,-2.09,-1.6
(주)더펄스트,052081,2012/12,UQ,-560846,,,-1.49,-1.55
(주)더펄스트,052081,2013/12,UQ,-636962,,,-3,-2.98
(주)더펄스트,052081,2014/12,UQ,-1196860,,,-3.54,-3.71
(주)더펄스트,052081,2015/12,UQ,-391281,,,-4.02,-4
(주)더펄스트,052081,2016/12,UQ,-445262,,,-1.55,-50.52
(주)덕송디엔씨,082040,2016/12,NA,-13807784,,,-0.76,-0.77
(주)덕송디엔씨,082040,2017/12,UQ,-985964,,,-0.87,-0.86
(주)동국개발,060013,2012/12,UQ,-1910518,,,-0.19,-0.19
(주)동국개발,060013,2013/12,UQ,-491338,,,0.04,0.02
(주)동국개발,060013,2014/12,UQ,-142113,,,0.67,0.71
(주)동국개발,060013,2015/12,UQ,-4530536,,,1.46,1.49
(주)동국개발,060013,2016/12,UQ,1908396,,,2.15,2.22
(주)동국개발,060013,2017/12,UQ,1917498,,,0.75,7.89
(주)동국개발,060013,2018/12,UQ,453700,,,-0.02,0.26
(주)동국개발,060013,2019/12,UQ,5384940,,,1.81,1.86
(주)동국개발,060013,2020/12,UQ,6702549,,,3.19,3.28
(주)동국개발,060013,2021/12,UQ,1206103,,,2.07,2.25
(주)동국개발,060013,2022/12,UQ,5765203,,,3.16,3.38
(주)동승레저,045050,2012/12,UQ,1523731,,,2.19,2.16
(주)동승레저,045050,2013/12,UQ,1945277,,,2.21,2.22
(주)동승레저,045050,2014/12,UQ,1045746,,,1.83,1.91
(주)동승레저,045050,2015/12,UQ,2534279,,,2.86,2.9
(주)동승레저,045050,2016/12,UQ,2309489,,,4.34,2.84
(주)동승레저,045050,2017/12,UQ,3436758,,,7.13,7.14
(주)동승레저,045050,2018/12,UQ,2535990,,,7.57,7.63
(주)동승레저,045050,2019/12,UQ,3644547,,,3.69,3.72
(주)동승레저,045050,2020/12,UQ,2948133,,,3.52,3.53
(주)동승레저,045050,2021/12,UQ,5393573,,,3.85,3.86
(주)동승레저,045050,2022/12,UQ,5203045,,,4.11,4.52
(주)동인천서비스,088073,2017/12,NA,575200,,,1.77,1.64
(주)동인천서비스,088073,2018/12,UQ,-39866,,,-3.06,-3.29
(주)동인천서비스,088073,2019/12,UQ,407371,,,1.15,1.14
(주)동재가산수피아,073602,2014/12,NA,-686604,,,-0.59,-0.62
(주)동재가산수피아,073602,2015/12,UQ,-12786427,,,-0.93,-1.17
(주)동재가산수피아,073602,2016/12,UQ,-1859699,,,-0.75,-0.75
(주)동재가산수피아,073602,2017/12,UQ,-1690533,,,-0.66,-0.67
(주)동재가산수피아,073602,2018/12,UQ,-2253577,,,-0.76,-0.76
(주)동재가산수피아,073602,2019/12,UQ,-1939041,,,-0.27,-0.27
(주)동재가산수피아,073602,2020/12,UQ,-1514451,,,0.03,0.03
(주)동재가산수피아,073602,2021/12,UQ,1146700,,,0.43,0.44
(주)동재가산수피아,073602,2022/12,UQ,15000185,,,6.22,6.24
(주)동진앤컴퍼니,041271,2012/12,UQ,-226639,,,-1.43,-0.44
(주)동진앤컴퍼니,041271,2013/12,UQ,-33874,,,-1.21,-0.06
(주)동진앤컴퍼니,041271,2014/12,UQ,-353073,,,-2.65,-1.43
(주)동진앤컴퍼니,041271,2015/12,UQ,-215059,,,-2.12,-0.91
(주)동진앤컴퍼니,041271,2016/12,UQ,-42786,,,-1.52,-0.29
(주)동진앤컴퍼니,041271,2017/12,UQ,-1097349,,,-3.21,-2.3
(주)동진앤컴퍼니,041271,2018/12,UQ,-658551,,,-1.08,-4.05
(주)동진앤컴퍼니,041271,2019/12,UQ,-2675858,,,999999999,999999999
