회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),이자보상배율(이자비용),이자보상배율(순금융비용)
주식회사쿼드메디슨,102433,2022/12,UQ,-1954007,-1954007,,-3.64,-5.98
주식회사큐라티스,088782,2019/12,UQ,-6934256,-6934256,,-7.41,-73.42
주식회사큐라티스,088782,2020/12,UQ,-10710170,-10710170,,999999999,999999999
주식회사큐라티스,088782,2021/12,UQ,-14430227,-14430227,,-13.44,-16.08
주식회사큐라티스,088782,2022/12,UQ,-13232520,-13232520,,-10.3,-16.84
주식회사큐로셀,094579,2020/12,UQ,-6885228,-6885228,,-49.59,-177.78
주식회사큐로셀,094579,2021/12,UQ,-11536127,-11536127,,-78.32,999999999
주식회사큐로셀,094579,2022/12,UQ,-14391896,-14391896,,-103.34,999999999
주식회사테라젠바이오,093192,2020/12,UQ,3202438,3202438,,-48.51,999999999
주식회사테라젠바이오,093192,2021/12,UQ,2211417,2211417,,-23.55,999999999
주식회사테라젠바이오,093192,2022/12,UQ,-420491,-420491,,-27.12,999999999
주식회사티비허브,091140,2018/12,NA,3438060,,,999999999,999999999
주식회사티비허브,091140,2019/12,UQ,2490424,,,999999999,999999999
주식회사티에스바이오,101308,2021/12,NA,-2421367,,,-5.15,-2.94
주식회사티에스바이오,101308,2022/12,UQ,-3398852,,,-4.17,-4.39
주식회사티움바이오,087932,2018/12,UQ,-5050563,-5050563,,999999999,999999999
주식회사파멥신,066970,2012/12,NA,-1961076,,,-119.3,999999999
주식회사파멥신,066970,2013/12,UQ,-5817784,,,-274.23,999999999
주식회사파멥신,066970,2014/12,UQ,-698214,-698214,,-0.99,-0.99
주식회사파멥신,066970,2015/12,UQ,-1177075,-1177075,,-315.61,999999999
주식회사팩스,101490,2020/12,NA,-529879,,,-2002.48,-2035.14
주식회사팩스,101490,2021/12,UQ,-1766301,,,-293.61,-294.77
주식회사팩스,101490,2022/12,DU,-122952,,,-183.57,-183.34
주식회사퍼스트바이오테라퓨틱스,090165,2018/12,NA,-6433481,,,999999999,999999999
주식회사퍼스트바이오테라퓨틱스,090165,2019/12,UQ,-10237719,,,999999999,999999999
주식회사퍼스트바이오테라퓨틱스,090165,2020/12,UQ,-8550203,-8550203,,-3.19,-6.35
주식회사퍼스트바이오테라퓨틱스,090165,2021/12,UQ,-11774196,-11774196,-11782704,-2.6,-15.47
주식회사퍼스트바이오테라퓨틱스,090165,2022/12,UQ,-10699686,-10699686,-10707951,-2,1.67
주식회사펨토바이오메드,086435,2017/12,NA,-923935,,,-437.41,999999999
주식회사펨토바이오메드,086435,2018/12,UQ,-1098618,,,-1690.34,999999999
주식회사푸른솔,076439,2015/12,NA,-3418231,,,-5.46,-5.51
주식회사푸른솔,076439,2016/12,UQ,572076,,,9.02,9.16
주식회사푸른솔,076439,2017/12,UQ,-1498252,,,8.9,9.23
주식회사푸른솔,076439,2018/12,UQ,5899095,,,-13.33,-14.22
주식회사프로닉스,102822,2021/12,NA,-3245117,,,-19.68,-49.04
주식회사프로닉스,102822,2022/12,UQ,-3969053,,,-44.26,-75.65
주식회사프로스테믹스,048258,2012/12,UQ,-1409499,,,0.74,-1.36
주식회사프로스테믹스,048258,2013/12,UQ,1843320,,,7.66,6.44
주식회사프로스테믹스,048258,2014/12,UQ,4749307,4749307,4734465,21.59,34.04
주식회사프로젠,077469,2015/12,NA,475428,,,0.06,13.38
주식회사프로젠,077469,2016/12,UQ,-1039181,,,-1.24,0.25
주식회사프로젠,077469,2017/12,UQ,-2591899,,,-3.96,12.11
주식회사프로젠,077469,2018/12,UQ,-3800736,,,-7.54,2.09
주식회사프로젠,077469,2019/12,UQ,-3209902,,,-7.34,-13.64
주식회사프로젠,077469,2020/12,UQ,-2297928,,,-7.2,36.58
주식회사프로젠,077469,2021/12,UQ,-3575725,,,-11.45,-32.85
주식회사프로젠,077469,2022/12,UQ,-5154961,,,-6.37,-12.23
주식회사피노바이오,089167,2018/12,NA,-3872576,,,999999999,999999999
주식회사피노바이오,089167,2019/12,UQ,-7504400,,,999999999,999999999
주식회사피노바이오,089167,2020/12,UQ,-11567133,-11567133,-11567180,-7.4,-8.99
주식회사피노바이오,089167,2021/12,UQ,-12931356,-12931356,-13749953,-4.56,-6.06
주식회사피노바이오,089167,2022/12,UQ,-8875826,-8875826,-10076487,-3.17,-4.21
주식회사피씨지,060055,2012/12,UQ,105059,,,1.24,1.35
주식회사피씨지,060055,2013/12,UQ,5013878,,,1.48,1.48
주식회사피씨지,060055,2014/12,UQ,409296,,,1.98,2.03
주식회사피씨지,060055,2015/12,UQ,2771241,,,1.92,1.91
주식회사피씨지,060055,2016/12,UQ,945249,,,1.8,1.92
주식회사피씨지,060055,2017/12,UQ,90916,,,3.07,3.52
주식회사피씨지,060055,2018/12,UQ,705731,,,2.41,1.71
주식회사피씨지,060055,2019/12,UQ,393014,,,3.5,3.53
주식회사피씨지,060055,2020/12,UQ,1117844,,,5.26,5.38
주식회사피씨지,060055,2021/12,UQ,3374684,,,2.7,2.62
주식회사피씨지,060055,2022/12,UQ,5851131,,,2.65,999999999
주식회사피에이치파마,082614,2017/12,UQ,-8233975,-8233975,-12060203,-3.61,-7.37
주식회사피에이치파마,082614,2018/12,UQ,-14232794,-14232794,-14904776,-3.43,-7.71
주식회사피에이치파마,082614,2019/12,UQ,-20848022,-20848022,-20302077,-4.21,-5.76
주식회사피에이치파마,082614,2020/12,UQ,-17080716,-17080716,-16177192,-11.46,-10.43
주식회사피에이치파마,082614,2021/12,UQ,-9580542,-9580542,-8316493,-5.73,-2.16
주식회사피코엔텍,093107,2019/12,NA,-1414979,,,-7.65,-7.76
주식회사피코엔텍,093107,2020/12,UQ,-1043908,,,-9.11,-9.22
주식회사피코엔텍,093107,2021/12,UQ,-2041846,,,-11.02,-12.03
주식회사피코엔텍,093107,2022/12,UQ,-1171013,,,-10.44,-14.68
주식회사하이센스바이오,090613,2018/12,NA,-447401,,,-246.44,999999999
주식회사하이센스바이오,090613,2019/12,UQ,-3197941,,,999999999,999999999
주식회사하이센스바이오,090613,2020/12,UQ,-2402961,-2402961,,-4.31,-4.72
주식회사하이센스바이오,090613,2021/12,UQ,-3055184,-3055184,,-4.71,-18.64
주식회사하이센스바이오,090613,2022/12,UQ,-4839741,-4839741,,-0.49,-28.44
주식회사한국의약연구소,072697,2015/12,UQ,1339762,1339762,,706.28,999999999
주식회사한국의약연구소,072697,2016/12,UQ,1300949,1300949,,999999999,999999999
주식회사한국의약연구소,072697,2020/12,UQ,-1792149,-1792149,,39.71,999999999
주식회사한국의약연구소,072697,2021/12,UQ,6584021,6584021,,87.81,999999999
주식회사한국의약연구소,072697,2022/12,UQ,-161362,-161362,,54.2,999999999
주식회사휴림바이오셀,094241,2019/12,NA,243895,,,-659.85,999999999
주식회사휴림바이오셀,094241,2020/12,UQ,-180157,,,-541.25,999999999
주식회사휴림바이오셀,094241,2021/12,DU,-1084345,,,-901.7,999999999
주식회사휴벳바이오,096922,2019/12,NA,-786123,,,-25.95,999999999
주식회사휴벳바이오,096922,2020/12,UQ,-964348,,,-23.79,999999999
주식회사휴벳바이오,096922,2021/12,UQ,-690878,,,-33.75,999999999
지니너스주식회사,095402,2020/12,UQ,1843576,1843576,,-3.61,-8.41
지엘팜텍주식회사,072290,2013/12,UQ,773250,,,2.22,999999999
지엘팜텍주식회사,072290,2014/12,UQ,-210165,,,5.04,999999999
지엘팜텍주식회사,072290,2015/12,UQ,2403522,2403522,,12.88,36.74
진메디신주식회사,097758,2021/12,UQ,-9134807,-9134807,-9018902,-29.08,-66.41
진메디신주식회사,097758,2022/12,UQ,-13520159,-13520159,-13636291,-27.99,-24.39
철산개발(주),077930,2015/12,NA,-80493,,,-2.01,999999999
철산개발(주),077930,2016/12,QS,-72840,,,-1.39,-6.94
철산개발(주),077930,2019/12,UQ,-1498491,,,-4.09,-5.61
철산개발(주),077930,2020/12,NA,-2731802,,,-33.54,999999999
철산개발(주),077930,2021/12,UQ,-1720017,,,-4.11,-6.69
철산개발(주),077930,2022/12,UQ,-2147806,,,-2.39,-3
코아솔,105535,2021/12,NA,1118837,,,1330097.05,999999999
코아솔,105535,2022/12,UQ,1795855,,,999999999,999999999
크로넥스(주),070350,2013/12,NA,46953,,,1.24,2.07
크로넥스(주),070350,2014/12,UQ,-39548,,,25.53,28.79
클립스비엔씨주식회사,077778,2015/12,NA,-820372,,,-28.53,-36.08
클립스비엔씨주식회사,077778,2016/12,UQ,-257024,,,2.77,2.93
클립스비엔씨주식회사,077778,2017/12,UQ,-48448,,,-11.45,-12.05
클립스비엔씨주식회사,077778,2018/12,UQ,-1516735,,,-29.65,999999999
클립스비엔씨주식회사,077778,2019/12,UQ,-1748687,-1748687,,-17.21,-200.31
클립스비엔씨주식회사,077778,2020/12,UQ,-1903000,-1903000,,-32.63,-136.16
클립스비엔씨주식회사,077778,2021/12,UQ,-1663423,-1663423,,-42.28,999999999
클립스비엔씨주식회사,077778,2022/12,UQ,-3133946,-3133946,,-28.78,-80.78
트윈피그바이오랩주식회사,105191,2021/12,NA,-1392322,,,-138.47,-152.25
트윈피그바이오랩주식회사,105191,2022/12,UQ,-1119036,,,-152.57,-154.69
파로스젠(주),083625,2017/12,NA,-604219,,,-825.46,999999999
파로스젠(주),083625,2018/12,UQ,-371982,,,999999999,999999999
파로스젠(주),083625,2019/12,UQ,-496884,,,999999999,999999999
파로스젠(주),083625,2020/12,UQ,-532037,,,999999999,999999999
파로스젠(주),083625,2021/12,UQ,-709758,,,-27.66,-31.38
파로스젠(주),083625,2022/12,UQ,-689963,,,-33.31,-35.88
페리지에어로스페이스주식회사,100766,2021/12,UQ,-5307000,-5307000,,-3.77,-8.2
페리지에어로스페이스주식회사,100766,2022/12,UQ,-8465614,-8465614,,-4.75,-8.16
퓨쳐메디신주식회사,076598,2016/12,DU,-2663570,-2663570,,-21.44,-21.78
퓨쳐메디신주식회사,076598,2017/12,UQ,-3352821,-3352821,,-13.16,-13.86
퓨쳐메디신주식회사,076598,2018/12,UQ,-4310213,-4310213,,-14.88,-16.14
퓨쳐메디신주식회사,076598,2019/12,UQ,-6563461,-6563461,,-6.54,-9.35
퓨쳐메디신주식회사,076598,2020/12,UQ,-4213332,-4213332,-4213332,-3.65,-5.64
퓨쳐메디신주식회사,076598,2021/12,UQ,-6358671,-6358671,-6546688,-4.18,-7.57
프레스티지바이오파마,092741,2020/06,UQ,-11976759,-11976759,-12421201,999999999,999999999
피엔케이피부임상연구센타(주),084612,2018/12,UQ,4263143,4263143,,108784.79,999999999
피엔케이피부임상연구센타(주),084612,2019/12,UQ,6494542,6494542,,175.61,999999999
하이얼코리아알앤디주식회사,081540,2017/12,UQ,1036235,1036235,,11.32,21.88
한국파렉셀주식회사,096662,2020/06,NA,2407913,,,999999999,999999999
한국파렉셀주식회사,096662,2021/12,UQ,1662967,,,1815.4,4849.56
한국파렉셀주식회사,096662,2022/12,UQ,444725,,,999999999,999999999
