회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),이자보상배율(이자비용),이자보상배율(순금융비용)
(유)케이케이홀딩스,096189,2019/12,NA,1134305,,,0.09,999999999
(유)케이케이홀딩스,096189,2020/12,UQ,-830874,,,0.07,999999999
(유)케이케이홀딩스,096189,2021/12,UQ,16475775,,,0.02,-3.05
(유)케이케이홀딩스,096189,2022/12,UQ,6646967,,,-0.56,-17.44
(유)판토스홀딩스,078315,2015/12,NA,-31696,,,999999999,999999999
(유)판토스홀딩스,078315,2016/12,UQ,277811,,,2.52,3.62
(유)판토스홀딩스,078315,2019/12,NA,-24830705,,,-0.39,-3.62
(유)판토스홀딩스,078315,2020/12,UQ,18327023,,,1.34,1.74
(유)판토스홀딩스,078315,2021/12,UQ,6545406,,,-0.15,0.28
(유)판토스홀딩스,078315,2022/12,UQ,-27858119,,,-0.33,0.01
(주)DNSC,063900,2012/12,UQ,-1662706,,,3.87,2.03
(주)DNSC,063900,2013/12,UQ,-608786,,,0.25,-2.02
(주)DNSC,063900,2014/12,UQ,12287839,,,60.45,999999999
(주)DNSC,063900,2015/12,UQ,-1981591,,,-1.2,10.33
(주)DNSC,063900,2016/12,UQ,-896620,,,23.55,999999999
(주)DNSC,063900,2017/12,UQ,-967936,,,-1.85,999999999
(주)DNSC,063900,2018/12,UQ,2835467,,,3.42,6.36
(주)DNSC,063900,2019/12,UQ,-3484615,,,3.35,5.42
(주)DNSC,063900,2020/12,UQ,-1498811,,,2.08,0.2
(주)DNSC,063900,2021/12,UQ,4526717,,,1.49,1.71
(주)DNSC,063900,2022/12,UQ,2546054,,,1.71,1.57
(주)P&I지주,014359,2012/12,UQ,1933935,,,21.47,999999999
(주)P&I지주,014359,2013/12,UQ,3170043,,,15.36,53.46
(주)P&I지주,014359,2014/12,UQ,2323322,,,53.59,999999999
(주)P&I지주,014359,2015/12,UQ,3804001,,,5.59,999999999
(주)P&I지주,014359,2016/12,UQ,-1234887,,,-1.78,6.31
(주)P&I지주,014359,2017/12,UQ,242584,,,-1.93,0.13
(주)P&I지주,014359,2018/12,UQ,-3095043,,,30.76,999999999
(주)P&I지주,014359,2019/12,UQ,-524887,,,999999999,999999999
(주)가가이엔지,093545,2019/12,NA,-132487,,,2.16,2.62
(주)가가이엔지,093545,2020/12,UQ,685741,,,1.34,1.6
(주)가겐투안,043566,2012/12,UQ,479072,,,6.17,999999999
(주)가겐투안,043566,2013/12,UQ,-451792,,,-10.73,999999999
(주)가겐투안,043566,2014/12,UQ,-39141,,,-11.14,999999999
(주)가겐투안,043566,2015/12,UQ,-232332,,,-5.11,999999999
(주)가겐투안,043566,2016/12,UQ,420502,,,-2.35,999999999
(주)가겐투안,043566,2017/12,UQ,402666,,,10.26,999999999
(주)가겐투안,043566,2018/12,UQ,718199,,,13.69,999999999
(주)가겐투안,043566,2019/12,UQ,908724,,,4.24,999999999
(주)가겐투안,043566,2020/12,UQ,-110734,,,999999999,999999999
(주)가겐투안,043566,2021/12,UQ,395863,,,999999999,999999999
(주)가겐투안,043566,2022/12,UQ,-844963,,,999999999,999999999
(주)가나티엠,102513,2021/12,NA,26652,,,-116.79,-84.44
(주)가나티엠,102513,2022/12,UQ,114544,,,-274.99,-279.23
(주)가엘에스앤에스,095714,2019/12,NA,315413,,,70.14,999999999
(주)가엘에스앤에스,095714,2020/12,QS,622891,,,999999999,999999999
(주)가엘에스앤에스,095714,2021/12,UQ,1083137,,,999999999,999999999
(주)가엘에스앤에스,095714,2022/12,UQ,581038,,,999999999,999999999
(주)가장맛있는족발,090173,2018/12,NA,5335879,,,999999999,999999999
(주)가장맛있는족발,090173,2019/12,UQ,6392017,,,999999999,999999999
(주)가장맛있는족발,090173,2020/12,UQ,4433167,,,999999999,999999999
(주)가장맛있는족발,090173,2021/12,UQ,3776099,,,999999999,999999999
(주)강일기업,096822,2019/12,NA,-965433,,,34.2,308.6
(주)강일기업,096822,2020/12,UQ,-1229755,,,-33.03,-22.57
(주)강일기업,096822,2021/12,UQ,-409370,,,-14.08,-6.83
(주)강일기업,096822,2022/12,UQ,-104170,,,-5.52,-2.27
(주)거성지엠에스,096268,2019/12,NA,68425,,,999999999,999999999
(주)거성지엠에스,096268,2020/12,UQ,-393459,,,999999999,999999999
(주)거성지엠에스,096268,2021/12,UQ,251793,,,-38.55,999999999
(주)거성지엠에스,096268,2022/12,QS,-389660,,,-4587.78,999999999
(주)건설품질기술연구원,104903,2021/12,NA,3121698,,,8.48,16.61
(주)건설품질기술연구원,104903,2022/12,UQ,507527,,,0.01,3.25
(주)건양기술공사건축사사무소,072571,2014/12,NA,3516193,,,18.66,999999999
(주)건양기술공사건축사사무소,072571,2015/12,UQ,5398309,,,25.39,999999999
(주)건양기술공사건축사사무소,072571,2016/12,UQ,-1420841,,,0.28,999999999
(주)건양기술공사건축사사무소,072571,2017/12,UQ,2777615,,,4.48,999999999
(주)건양기술공사건축사사무소,072571,2018/12,UQ,-4484798,,,0.45,2.48
(주)건양기술공사건축사사무소,072571,2019/12,UQ,-3380182,,,0.96,999999999
(주)건양기술공사건축사사무소,072571,2020/12,UQ,3235221,,,3.66,999999999
(주)건양기술공사건축사사무소,072571,2021/12,UQ,-87554,,,6.37,999999999
(주)건양기술공사건축사사무소,072571,2022/12,DU,4766866,,,-6.64,999999999
(주)건일엔지니어링,043597,2012/12,UQ,2208538,,,556.17,999999999
(주)건일엔지니어링,043597,2013/12,UQ,3457086,,,2677.99,999999999
(주)건일엔지니어링,043597,2014/12,UQ,4014594,,,680.14,999999999
(주)건일엔지니어링,043597,2015/12,UQ,4223307,,,10362.21,999999999
(주)건일엔지니어링,043597,2016/12,UQ,714521,,,999999999,999999999
(주)건일엔지니어링,043597,2017/12,UQ,688964,,,999999999,999999999
(주)건일엔지니어링,043597,2018/12,UQ,-1272509,,,999999999,999999999
(주)건일엔지니어링,043597,2019/12,UQ,4078662,,,999999999,999999999
(주)건일엔지니어링,043597,2020/12,UQ,3431697,,,999999999,999999999
(주)건일엔지니어링,043597,2021/12,UQ,4451509,,,999999999,999999999
(주)건일엔지니어링,043597,2022/12,UQ,-570669,,,999999999,999999999
(주)건일엠이씨,095318,2019/12,NA,-224241,,,1.04,1.53
(주)건일엠이씨,095318,2020/12,UQ,2053831,,,4.26,20.96
(주)건일엠이씨,095318,2021/12,UQ,-321456,,,1.32,6.45
(주)건일엠이씨,095318,2022/12,UQ,-317525,,,1.03,4.52
(주)건축사사무소광장,096209,2019/12,NA,1021116,,,10.56,999999999
(주)건축사사무소광장,096209,2020/12,UQ,1574367,,,43.08,999999999
(주)건축사사무소광장,096209,2021/12,UQ,1569356,,,38.69,399.63
(주)건축사사무소광장,096209,2022/12,UQ,-1287505,,,7.61,999999999
(주)건축사사무소아라그룹,093907,2019/12,NA,3931201,,,10.83,23.11
(주)건축사사무소아라그룹,093907,2020/12,UQ,400426,,,5.89,13.59
(주)건축사사무소아라그룹,093907,2021/12,UQ,772860,,,3.81,13.7
(주)건축사사무소아라그룹,093907,2022/12,UQ,1699302,,,2.7,6.18
(주)건축사사무소테마공간,098407,2020/12,NA,1793394,,,-236.67,999999999
(주)건축사사무소테마공간,098407,2021/12,UQ,1907842,,,492.69,1008.09
(주)건축사사무소테마공간,098407,2022/12,UQ,-1050899,,,-268.77,-306.04
(주)건축사사무소테크뱅크,106779,2021/12,NA,1296859,,,11.67,46.76
(주)건축사사무소테크뱅크,106779,2022/12,UQ,1231356,,,2.68,3.18
(주)경동기업,094456,2019/12,NA,585530,,,3.19,3.17
(주)경동기업,094456,2020/12,UQ,147266,,,4.94,4.97
(주)경동기업,094456,2021/12,UQ,147427,,,3.32,3.34
(주)경동기업,094456,2022/12,UQ,415285,,,2.78,2.74
(주)경원엔지니어링건축사사무소,020142,2014/12,UQ,-936207,,,7.24,999999999
(주)경원엔지니어링건축사사무소,020142,2015/12,UQ,645594,,,19.85,166.52
(주)경원엔지니어링건축사사무소,020142,2016/12,UQ,552908,,,9.59,52.34
(주)경원엔지니어링건축사사무소,020142,2017/12,UQ,4437936,,,12.16,999999999
(주)경원엔지니어링건축사사무소,020142,2018/12,UQ,-1761969,,,9.7,999999999
(주)경원엔지니어링건축사사무소,020142,2019/12,UQ,481615,,,5.28,999999999
(주)경원엔지니어링건축사사무소,020142,2020/12,UQ,1126654,,,27.85,999999999
(주)경원엔지니어링건축사사무소,020142,2021/12,UQ,2325745,,,19.71,999999999
(주)경원엔지니어링건축사사무소,020142,2022/12,UQ,2618027,,,15.93,999999999
(주)경인플랙스,105368,2021/12,NA,0,,,21.26,22.12
(주)경인플랙스,105368,2022/12,QS,773068,,,4.85,8.41
(주)경주환경에너지,066402,2012/12,NA,-141772,,,999999999,999999999
(주)경주환경에너지,066402,2013/12,UQ,-193233,,,0.66,0.71
(주)경주환경에너지,066402,2014/12,UQ,151131,,,0.28,0.34
(주)경주환경에너지,066402,2015/12,UQ,2829852,,,1.7,1.75
(주)경주환경에너지,066402,2016/12,UQ,3866100,,,2.12,2.21
(주)경주환경에너지,066402,2017/12,UQ,1964416,,,0.31,0.33
(주)경주환경에너지,066402,2018/12,UQ,2811175,,,1.21,1.29
(주)경주환경에너지,066402,2019/12,UQ,1132989,,,-1.44,-1.76
(주)경주환경에너지,066402,2020/12,UQ,-887379,,,-4.47,-4.63
(주)경주환경에너지,066402,2021/12,UQ,-1162415,,,-8.57,-32.92
(주)경화엔지니어링,048014,2012/12,UQ,-2014766,,,-13.11,-13.52
(주)경화엔지니어링,048014,2013/12,UQ,1656253,,,1.9,2.42
(주)경화엔지니어링,048014,2014/12,UQ,440552,,,3.25,3.56
(주)경화엔지니어링,048014,2015/12,UQ,3767671,,,12,26.31
(주)경화엔지니어링,048014,2016/12,UQ,977216,,,27.73,999999999
(주)경화엔지니어링,048014,2017/12,UQ,554420,,,1052080,999999999
(주)경화엔지니어링,048014,2018/12,UQ,-645073,,,14676.85,999999999
(주)경화엔지니어링,048014,2019/12,UQ,1187099,,,289781.18,999999999
(주)경화엔지니어링,048014,2020/12,UQ,1191632,,,999999999,999999999
(주)경화엔지니어링,048014,2021/12,UQ,991045,,,3233649.94,999999999
(주)경화엔지니어링,048014,2022/12,UQ,-2994622,,,-18345.39,999999999
(주)고도기술,099006,2020/12,NA,2399438,,,180661.03,999999999
(주)고도기술,099006,2021/12,QS,221841,,,3799248.25,999999999
(주)고도기술,099006,2022/12,UQ,471717,,,6847185.47,999999999
(주)골드만컨설팅,100892,2020/12,NA,447031,,,6.61,9.09
(주)골드만컨설팅,100892,2021/12,UQ,608145,,,4.11,4.56
(주)골드만컨설팅,100892,2022/12,UQ,619208,,,2.85,2.97
(주)공간종합건축사사무소,046819,2012/12,AG,-3529493,,,-11.77,-12.25
(주)공간종합건축사사무소,046819,2013/12,UQ,2919847,,,-0.14,-80.91
(주)공간종합건축사사무소,046819,2014/12,UQ,-13349388,,,3.8,40.02
(주)공간종합건축사사무소,046819,2019/12,UQ,2172752,,,3.46,5.59
(주)공간종합건축사사무소,046819,2020/12,UQ,1453,,,3.85,7.27
(주)공간종합건축사사무소,046819,2021/12,UQ,1605873,,,5.46,7.11
(주)공간종합건축사사무소,046819,2022/12,UQ,1796622,,,3.34,5.01
(주)광명이엔지,095817,2019/12,NA,553890,,,999999999,999999999
(주)광명이엔지,095817,2020/12,UQ,516170,,,999999999,999999999
(주)광명이엔지,095817,2021/12,UQ,678614,,,999999999,999999999
(주)광명이엔지,095817,2022/12,UQ,908652,,,999999999,999999999
(주)구일일무인경비시스템,078867,2015/12,NA,1349841,,,7.64,8.37
(주)구일일무인경비시스템,078867,2016/12,QS,-1624308,,,7.51,14.15
(주)구일일무인경비시스템,078867,2017/12,UQ,1594022,,,3.24,9.34
(주)구일일무인경비시스템,078867,2018/12,UQ,369260,,,1.61,5.41
(주)구일일무인경비시스템,078867,2019/12,UQ,-460673,,,-8.96,-88.22
(주)구일일무인경비시스템,078867,2020/12,NA,-153685,,,-3.61,-5.7
(주)구일일무인경비시스템,078867,2021/12,QS,-975386,,,-8.13,-22.15
(주)구일일무인경비시스템,078867,2022/12,UQ,280473,,,1.17,1.59
(주)국성건설엔지니어링,095701,2019/12,NA,2165874,,,75.35,999999999
(주)국성건설엔지니어링,095701,2020/12,UQ,597711,,,197.91,999999999
(주)국성건설엔지니어링,095701,2021/12,UQ,2106652,,,507.91,999999999
(주)국성건설엔지니어링,095701,2022/12,UQ,-1269703,,,0.74,999999999
(주)국제안전시스템,096926,2019/12,NA,689563,,,-16.95,999999999
(주)국제안전시스템,096926,2020/12,UQ,1220296,,,-28.86,999999999
(주)국제안전시스템,096926,2021/12,UQ,493116,,,-66.84,999999999
(주)국제안전시스템,096926,2022/12,UQ,720501,,,-37.8,999999999
(주)굿맨파워,096457,2019/12,NA,426179,,,999999999,999999999
(주)굿맨파워,096457,2020/12,UQ,72012,,,999999999,999999999
(주)굿맨파워,096457,2021/12,UQ,428824,,,999999999,999999999
(주)굿맨파워,096457,2022/12,UQ,222900,,,999999999,999999999
(주)그레이프커뮤니케이션즈,013502,2012/12,UQ,-2963626,,,1.62,999999999
(주)그레이프커뮤니케이션즈,013502,2013/12,UQ,5880303,,,1.17,999999999
(주)그레이프커뮤니케이션즈,013502,2014/12,UQ,-10605120,,,1.37,999999999
(주)그레이프커뮤니케이션즈,013502,2015/12,UQ,-884368,,,9.13,999999999
(주)그레이프커뮤니케이션즈,013502,2016/12,UQ,-1535892,,,3.08,2.99
(주)그레이프커뮤니케이션즈,013502,2017/12,UQ,-1159915,,,-10.27,-10.71
(주)그레이프커뮤니케이션즈,013502,2018/12,UQ,-750391,,,19.42,19.42
(주)그룹한어소시에이트,073181,2014/12,NA,-1667089,,,-2.65,-5.91
(주)그룹한어소시에이트,073181,2015/12,UQ,1504812,,,1.7,2.93
(주)그룹한어소시에이트,073181,2016/12,UQ,249298,,,2.19,1.81
(주)그룹한어소시에이트,073181,2017/12,UQ,853376,,,2.33,2.57
(주)그룹한어소시에이트,073181,2018/12,UQ,-786767,,,1.15,1.64
(주)그룹한어소시에이트,073181,2019/12,UQ,-530442,,,0.18,31.43
(주)그룹한어소시에이트,073181,2021/12,NA,425083,,,2.17,5.61
(주)그룹한어소시에이트,073181,2022/12,UQ,352432,,,0.6,2.41
(주)그리드위즈,085871,2017/12,NA,-2827678,,,13.81,19.78
(주)그리드위즈,085871,2018/12,UQ,-284096,,,24.84,38.22
(주)그리드위즈,085871,2019/12,UQ,-5002091,,,22.34,52.25
(주)그리드위즈,085871,2020/12,UQ,-3032648,,,-6.49,-17.41
(주)그리드위즈,085871,2021/12,UQ,129323,,,-14.09,1.59
(주)그리드위즈,085871,2022/12,UQ,6587720,6587720,5491621,0.63,999999999
(주)그린월드하우징,094545,2019/12,NA,186887,,,2.98,4.95
(주)그린월드하우징,094545,2020/12,QS,401477,,,1.77,15.45
(주)극동선박설계,053186,2012/12,UQ,-1766609,,,999999999,999999999
(주)극동선박설계,053186,2013/12,UQ,-606498,,,999999999,999999999
(주)극동선박설계,053186,2014/12,UQ,-1341442,,,999999999,999999999
(주)글러브엔터테인먼트,086560,2017/12,NA,3988270,,,999999999,999999999
(주)글러브엔터테인먼트,086560,2018/12,UQ,783510,,,1.21,1.58
(주)글러브엔터테인먼트,086560,2019/12,UQ,1608020,,,3.33,999999999
(주)글러브엔터테인먼트,086560,2020/12,UQ,-957690,,,-11.57,-50.92
(주)글로벌엔지니어링테크놀로지,085680,2017/12,NA,-5529679,,,6.01,4.72
(주)글로벌엔지니어링테크놀로지,085680,2018/12,DU,-1123184,,,-63.01,-68.22
(주)글로텍엔지니어링,063206,2012/12,UQ,-1002911,,,999999999,999999999
(주)글로텍엔지니어링,063206,2013/12,UQ,7943541,,,999999999,999999999
(주)글로텍엔지니어링,063206,2014/12,UQ,5174697,,,999999999,999999999
(주)글로텍엔지니어링,063206,2015/12,UQ,-1750171,,,48.46,999999999
(주)글로텍엔지니어링,063206,2016/12,UQ,-817467,,,1.31,999999999
(주)글로텍엔지니어링,063206,2017/12,UQ,4458353,,,19.17,999999999
(주)글로텍엔지니어링,063206,2018/12,UQ,2204310,,,5.18,-25.82
(주)글로텍엔지니어링,063206,2019/12,UQ,2130887,,,9.15,13.93
(주)글로텍엔지니어링,063206,2020/12,UQ,3713478,,,5.6,8.52
(주)글로텍엔지니어링,063206,2021/12,UQ,2974909,,,5.26,6.87
(주)글로텍엔지니어링,063206,2022/12,UQ,4631080,,,2.43,3.36
(주)금강티에스,093904,2019/12,NA,700698,,,999999999,999999999
(주)금강티에스,093904,2020/12,UQ,10198,,,51.88,999999999
(주)금강티에스,093904,2021/12,UQ,142122,,,6.73,11.91
(주)금강티에스,093904,2022/12,UQ,-532875,,,-3.88,-6.39
(주)금원기업,094776,2019/12,NA,1655825,,,51.35,999999999
(주)금원기업,094776,2020/12,UQ,1117068,,,61294.01,999999999
(주)금원기업,094776,2021/12,UQ,954263,,,61.45,999999999
(주)금원기업,094776,2022/12,UQ,1090845,,,27.34,999999999
(주)길종합건축사사무소이엔지,091198,2018/12,NA,4104499,,,9280.94,999999999
(주)길종합건축사사무소이엔지,091198,2019/12,UQ,5322773,,,10029.79,999999999
(주)길종합건축사사무소이엔지,091198,2020/12,UQ,5006758,,,13156.79,999999999
(주)길종합건축사사무소이엔지,091198,2021/12,UQ,4789350,,,15521.5,999999999
(주)길종합건축사사무소이엔지,091198,2022/12,UQ,10620059,,,19531.51,999999999
(주)김앤에이엘,059806,2012/12,UQ,532216,,,1,1.1
(주)김앤에이엘,059806,2013/12,UQ,-2338077,,,-2.9,-4.77
(주)나라기술단,080565,2016/12,NA,3192263,,,999999999,999999999
(주)나라기술단,080565,2017/12,QS,2187580,,,999999999,999999999
(주)나라기술단,080565,2018/12,UQ,2377533,,,713.42,999999999
(주)나라기술단,080565,2019/12,UQ,3017186,,,1133.18,999999999
(주)나라기술단,080565,2020/12,UQ,2015442,,,1736.38,999999999
(주)나라기술단,080565,2021/12,UQ,4620866,,,5392.7,999999999
(주)나라기술단,080565,2022/12,UQ,2745606,,,999999999,999999999
(주)나로이엔씨,098741,2020/12,NA,1698231,,,10.51,10.5
(주)나로이엔씨,098741,2021/12,UQ,298463,,,1.63,1.67
(주)나로이엔씨,098741,2022/12,UQ,-1433553,,,-0.3,-0.27
(주)나무엑터스,054874,2021/12,NA,1646188,,,999999999,999999999
(주)나무엑터스,054874,2022/12,UQ,2533505,,,999999999,999999999
(주)남송인피니티,103717,2021/12,NA,-1004,,,999999999,999999999
(주)남송인피니티,103717,2022/12,DU,-9786,,,999999999,999999999
(주)남현2,085671,2017/12,NA,-293327,,,-1.11,-1.11
(주)남현2,085671,2018/12,UQ,-106437,,,-0.1,0.12
(주)내경엔지니어링,053058,2012/12,UQ,1905377,,,740.85,999999999
(주)내경엔지니어링,053058,2017/12,UQ,-703008,,,999999999,999999999
(주)내경엔지니어링,053058,2018/12,UQ,509774,,,999999999,999999999
(주)내경엔지니어링,053058,2019/12,UQ,-348160,,,999999999,999999999
(주)내경엔지니어링,053058,2020/12,UQ,-849960,,,999999999,999999999
(주)내경엔지니어링,053058,2021/12,NA,-998970,,,999999999,999999999
(주)내경엔지니어링,053058,2022/12,UQ,-162275,,,999999999,999999999
(주)내이드디앤씨,102979,2021/12,NA,556266,,,91.08,200.15
(주)내이드디앤씨,102979,2022/12,UQ,325021,,,-6.35,-335.5
(주)내일투어,071058,2013/12,NA,541438,,,2.49,999999999
(주)내일투어,071058,2014/12,UQ,1468636,,,1.45,999999999
(주)내일투어,071058,2015/12,UQ,-1751361,,,-106.22,999999999
(주)내일투어,071058,2018/12,UQ,-2432460,,,-11.32,-3.58
(주)내일투어,071058,2019/12,UQ,-1920292,,,-7.52,1.63
(주)내일투어,071058,2020/12,UQ,-3873849,,,-6.13,-12.83
(주)내일투어,071058,2021/12,NA,-1264668,,,-6.8,-10.35
(주)내일투어,071058,2022/12,UQ,-432120,,,-26.18,999999999
(주)네오브이,078577,2015/12,NA,-1515814,,,-9.21,-17.82
(주)네오브이,078577,2016/12,UQ,557594,,,0.51,3.64
(주)네오브이,078577,2017/12,UQ,208223,,,0.8,0.28
(주)네오브이,078577,2018/12,UQ,533905,,,1.4,1.47
(주)네오엔비즈,088554,2018/12,NA,-1148218,,,1.5,1.53
(주)네오엔비즈,088554,2019/12,UQ,687064,,,1.65,1.87
(주)네오엔비즈,088554,2020/12,UQ,-1942521,,,-5.79,-8.8
(주)네오엔비즈,088554,2021/12,UQ,-869582,,,1.38,3.07
(주)네오엔비즈,088554,2022/12,UQ,-2705565,,,1.59,1.86
(주)네트론,104668,2021/12,NA,-117098,,,-48.32,999999999
(주)네트론,104668,2022/12,UQ,-274115,,,-28.65,-51.6
(주)넥스인베스트먼트,074231,2014/12,NA,-103887,,,-0.02,-0.02
(주)넥스인베스트먼트,074231,2015/12,UQ,-771254,,,-0.02,0.07
(주)넥스인베스트먼트,074231,2016/12,UQ,-4329,,,-0.02,-0.02
(주)넥스인베스트먼트,074231,2017/12,DS,-13901,,,-26.6,999999999
(주)넥스트미디어그룹,089693,2019/12,UQ,-786224,-786224,,0.55,0
(주)넥스트미디어그룹,089693,2020/12,UQ,418343,418343,,0.46,1.93
(주)넥스트미디어그룹,089693,2021/12,UQ,452163,452163,,2.47,4.02
(주)넥스트미디어그룹,089693,2022/12,UQ,1175642,1175642,,-2.16,-2.21
(주)노무라마이크로사이언스코리아,042900,2012/12,UQ,6011738,,,152.86,999999999
(주)노무라마이크로사이언스코리아,042900,2013/12,UQ,4362021,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2014/12,UQ,-811537,,,-55.36,999999999
(주)노무라마이크로사이언스코리아,042900,2015/12,UQ,6459723,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2016/12,UQ,422296,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2017/12,UQ,8202809,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2018/12,UQ,-6838777,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2019/12,UQ,14376433,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2020/12,UQ,1561161,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2021/12,UQ,6378037,,,999999999,999999999
(주)노무라마이크로사이언스코리아,042900,2022/12,UQ,1386007,,,999999999,999999999
(주)노벨산업,090105,2019/12,UQ,-669,,,999999999,999999999
(주)노벨산업,090105,2020/12,UQ,-24879,,,999999999,999999999
(주)노벨산업,090105,2021/12,UQ,-20507,,,999999999,999999999
(주)노벨산업,090105,2022/12,UQ,-15481,,,999999999,999999999
(주)누리유니슨홀딩스,093958,2020/12,UQ,-630377,-630377,1594879,4.78,4.79
(주)누리유니슨홀딩스,093958,2021/12,UQ,-654499,-654499,1356091,1.16,1
(주)뉴빛테크놀러지,071002,2013/12,NA,4855746,,,71.54,999999999
(주)뉴빛테크놀러지,071002,2014/12,UQ,-843155,,,114.82,999999999
(주)뉴빛테크놀러지,071002,2015/12,UQ,-1612205,,,109.34,999999999
(주)뉴빛테크놀러지,071002,2016/12,UQ,-359964,,,44570.43,999999999
(주)뉴빛테크놀러지,071002,2021/12,NA,5466673,,,999999999,999999999
(주)뉴빛테크놀러지,071002,2022/12,UQ,4492996,,,999999999,999999999
(주)뉴서울국제여행사,091333,2019/12,UQ,-4061599,-4061599,,2.09,2.12
(주)다우진유전자연구소,076355,2015/12,NA,232151,,,-5.47,5.77
(주)다우진유전자연구소,076355,2016/12,UQ,-480216,,,-13,-21.82
(주)다우진유전자연구소,076355,2017/12,UQ,-425242,,,-7.43,-6.8
(주)다우진유전자연구소,076355,2018/12,UQ,84322,,,2.53,9.99
(주)다우진유전자연구소,076355,2019/12,UQ,215093,,,8.03,12.16
(주)다우진유전자연구소,076355,2020/12,UQ,-700537,,,1.42,3.84
(주)다우진유전자연구소,076355,2021/12,UQ,182109,,,0.88,1.44
(주)다우진유전자연구소,076355,2022/12,UQ,-58279,,,-0.87,-0.87
(주)다원로지스틱스,099038,2020/12,NA,-65531,,,-1.62,-9.39
(주)다원로지스틱스,099038,2021/12,UQ,258582,,,8.3,2.22
(주)다음기술단,103415,2021/12,NA,2082964,,,8.77,10.32
(주)다음기술단,103415,2022/12,UQ,1232817,,,17.89,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2015/12,NA,0,,,999999999,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2016/12,UQ,6640722,,,999999999,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2017/12,UQ,5318616,,,163,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2018/12,UQ,1510071,,,38.83,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2019/12,UQ,3635775,,,27.18,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2020/12,UQ,5386476,,,55.32,2853.33
(주)다인그룹엔지니어링건축사사무소,075741,2021/12,UQ,4678573,,,366.6,999999999
(주)다인그룹엔지니어링건축사사무소,075741,2022/12,UQ,-3540123,,,1254.67,999999999
(주)다인맨파워,060547,2012/12,UQ,368092,,,89.7,999999999
(주)다인맨파워,060547,2013/12,UQ,-967397,,,999999999,999999999
(주)다인맨파워,060547,2016/12,UQ,-618766,,,999999999,999999999
(주)다인맨파워,060547,2017/12,UQ,200384,,,999999999,999999999
(주)다인맨파워,060547,2018/12,UQ,-174085,,,999999999,999999999
(주)다인맨파워,060547,2019/12,UQ,286099,,,999999999,999999999
(주)다인맨파워,060547,2020/12,UQ,339583,,,999999999,999999999
(주)다인맨파워,060547,2021/12,UQ,-96310,,,999999999,999999999
(주)다인맨파워,060547,2022/12,UQ,357622,,,999999999,999999999
(주)닥터비케이,097511,2020/12,NA,52128096,,,-2.89,999999999
(주)닥터비케이,097511,2021/12,UQ,-14346914,,,999999999,999999999
(주)닥터비케이,097511,2022/12,UQ,-887492,,,999999999,999999999
(주)단건축사사무소,039112,2012/12,UQ,-111418,,,37.17,999999999
(주)단건축사사무소,039112,2013/12,UQ,715822,,,109.94,999999999
(주)단건축사사무소,039112,2014/12,UQ,-130449,,,106.12,999999999
(주)단건축사사무소,039112,2015/12,UQ,2101282,,,12,66
(주)단건축사사무소,039112,2016/12,UQ,2278734,,,15.85,999999999
(주)단건축사사무소,039112,2017/12,UQ,4319712,,,9.39,999999999
(주)단건축사사무소,039112,2018/12,UQ,5301539,,,10.03,35.99
(주)단건축사사무소,039112,2019/12,UQ,2949449,,,6.37,20.78
(주)단건축사사무소,039112,2020/12,UQ,2382497,,,3.83,14.98
(주)단건축사사무소,039112,2021/12,UQ,1254285,,,6.18,50.91
(주)단건축사사무소,039112,2022/12,UQ,3235125,,,5.3,999999999
(주)당신의파트너,085084,2017/12,NA,1340116,,,2.46,2.55
(주)당신의파트너,085084,2018/12,QS,620895,,,0.69,1.37
(주)당신의파트너,085084,2019/12,UQ,789300,,,4.24,4.87
(주)당신의파트너,085084,2020/12,UQ,644854,,,-5.36,-5.5
(주)당신의파트너,085084,2021/12,UQ,-1017055,,,-3.64,-3.14
(주)대건기업,089985,2018/12,NA,3578092,,,79471.19,999999999
(주)대건기업,089985,2019/12,QG,2554187,,,13761.45,999999999
(주)대건기업,089985,2020/12,QG,2127419,,,38132.54,999999999
(주)대건기업,089985,2021/12,QG,2370929,,,13806.07,999999999
(주)대건기업,089985,2022/12,QG,1068712,,,999999999,999999999
(주)대구메트로환경,094365,2019/12,NA,2233769,,,368.39,999999999
(주)대구메트로환경,094365,2020/12,UQ,3067428,,,77.82,999999999
